r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,cluster
0.4313,0.316735,0.342653,0.432437,0.314853,0.343358,0.428036,0.308398,0.339009,0.437156,0.31873,0.344168,0.434705,0.314523,0.342427,0.423887,0.304036,0.333992,0.442603,0.320932,0.346119,0.434153,0.311882,0.339892,0.422387,0.301225,0.331069,cluster3
0.382936,0.283394,0.319756,0.391506,0.283884,0.320269,0.407061,0.295352,0.329764,0.384795,0.283484,0.320185,0.402959,0.294068,0.330876,0.411277,0.301066,0.336253,0.389772,0.291146,0.326943,0.416345,0.310961,0.343214,0.4173,0.316138,0.347291,cluster3
0.411143,0.292745,0.331326,0.411174,0.290353,0.328186,0.411329,0.291471,0.328712,0.400726,0.287748,0.3292,0.402176,0.287051,0.326375,0.403254,0.287878,0.325828,0.38921,0.28901,0.325686,0.39708,0.294347,0.328445,0.396867,0.295596,0.329514,cluster3
0.411258,0.341104,0.362847,0.382534,0.320033,0.344709,0.351555,0.295436,0.325754,0.409283,0.343599,0.36594,0.371322,0.311318,0.339876,0.330835,0.277666,0.308605,0.413113,0.349027,0.37419,0.369727,0.312763,0.343855,0.33872,0.288617,0.318673,cluster3
0.360512,0.374704,0.421723,0.29888,0.309669,0.347047,0.288129,0.295713,0.332646,0.358903,0.372544,0.416322,0.295114,0.305872,0.342098,0.290403,0.298183,0.335003,0.35618,0.368543,0.40791,0.297307,0.307523,0.341665,0.296231,0.302724,0.338148,cluster3
0.290336,0.241052,0.258595,0.265634,0.235414,0.246559,0.810534,0.785553,0.785194,0.350788,0.285168,0.297703,0.229888,0.189196,0.200021,0.595964,0.562825,0.562195,0.454107,0.373767,0.385979,0.4065,0.327831,0.336108,0.351525,0.299799,0.302033,cluster3
0.41994,0.340872,0.366756,0.393522,0.30443,0.324119,0.613914,0.496048,0.49165,0.414779,0.333353,0.357958,0.399327,0.307334,0.327311,0.624981,0.506624,0.500853,0.378861,0.29391,0.318558,0.415973,0.319216,0.337959,0.638206,0.519156,0.511568,cluster3
0.489083,0.448902,0.45954,0.50102,0.461644,0.473477,0.517129,0.477613,0.490477,0.487222,0.449098,0.462868,0.502678,0.461856,0.474238,0.518445,0.477098,0.487938,0.451545,0.417746,0.437709,0.487073,0.449705,0.46646,0.503936,0.464207,0.477373,cluster1
0.552621,0.477113,0.477528,0.558376,0.482322,0.482678,0.550052,0.474393,0.477155,0.463694,0.397055,0.403156,0.460885,0.395863,0.402271,0.479937,0.41406,0.420006,0.603483,0.536375,0.53155,0.58204,0.513923,0.510093,0.534444,0.466293,0.463032,cluster1
0.552213,0.430916,0.388116,0.55265,0.431115,0.388222,0.551637,0.430082,0.387806,0.551799,0.43061,0.387896,0.552813,0.43129,0.388294,0.551603,0.430134,0.387662,0.544085,0.425161,0.384451,0.552796,0.431278,0.388273,0.546266,0.42521,0.384604,cluster1
0.429019,0.352523,0.350926,0.49138,0.398434,0.384367,0.502363,0.409991,0.395806,0.521196,0.427297,0.415184,0.528355,0.43363,0.419484,0.52578,0.433773,0.419952,0.545627,0.45019,0.435959,0.542888,0.449779,0.435761,0.543811,0.452819,0.439518,cluster1
0.427113,0.373665,0.380382,0.43802,0.386578,0.393206,0.472728,0.419019,0.423232,0.501797,0.44745,0.45388,0.505185,0.450503,0.457497,0.522354,0.464377,0.470147,0.599934,0.540145,0.545548,0.590933,0.534022,0.541402,0.591451,0.534879,0.542804,cluster1
0.357309,0.295566,0.296009,0.365476,0.317378,0.320714,0.644697,0.594658,0.5943,0.632405,0.54953,0.548964,0.508609,0.435812,0.436136,0.332338,0.282459,0.285097,0.736421,0.645161,0.644081,0.767028,0.67919,0.679069,0.652616,0.561934,0.560022,cluster1
0.52258,0.465938,0.474699,0.357165,0.288934,0.290712,0.450413,0.388,0.399012,0.37848,0.349214,0.34927,0.223658,0.1934,0.193877,0.372373,0.341489,0.339945,0.948208,0.940775,0.937532,0.963896,0.956996,0.953632,0.921356,0.914261,0.911192,cluster1
0.46208,0.403141,0.379568,0.522298,0.459258,0.429006,0.517843,0.457868,0.426037,0.429102,0.371692,0.347497,0.434566,0.376041,0.347446,0.578678,0.516435,0.485129,0.439072,0.390559,0.364896,0.652941,0.595988,0.573553,0.811123,0.753745,0.733716,cluster1
0.340428,0.263857,0.293055,0.450341,0.365436,0.380827,0.562259,0.485652,0.489546,0.338856,0.258988,0.288916,0.469271,0.387099,0.39976,0.664775,0.586257,0.579993,0.354537,0.275544,0.301668,0.501163,0.419203,0.428268,0.685803,0.604058,0.593406,cluster3
0.313917,0.290912,0.300158,0.407037,0.365566,0.36998,0.464059,0.418086,0.423474,0.332655,0.307756,0.316212,0.449967,0.403313,0.406535,0.489721,0.438751,0.443925,0.376354,0.343951,0.350611,0.454457,0.40852,0.414656,0.489161,0.439628,0.445996,cluster3
0.371726,0.370206,0.369734,0.377143,0.375456,0.374065,0.387857,0.385343,0.383234,0.368515,0.366685,0.366779,0.380745,0.37918,0.375514,0.39414,0.391501,0.386344,0.368747,0.365459,0.367629,0.380357,0.378442,0.375861,0.394644,0.392492,0.386079,cluster3
0.378871,0.363157,0.381236,0.378336,0.363233,0.380605,0.372004,0.357126,0.376459,0.394752,0.377851,0.39777,0.406116,0.389842,0.408735,0.400511,0.383169,0.400462,0.376803,0.363884,0.38253,0.379913,0.367852,0.387197,0.378287,0.363019,0.384532,cluster3
0.393317,0.335747,0.338584,0.415604,0.354939,0.356524,0.420583,0.362907,0.36545,0.421706,0.358648,0.360132,0.42616,0.363154,0.367182,0.433177,0.371497,0.375156,0.434484,0.372977,0.375669,0.436278,0.37494,0.378107,0.435262,0.373679,0.379003,cluster3
0.4966,0.380177,0.376939,0.490443,0.372173,0.372683,0.439181,0.326344,0.345956,0.501628,0.385894,0.378817,0.484747,0.367259,0.367882,0.423051,0.311433,0.336108,0.500413,0.387051,0.375795,0.468197,0.355026,0.358112,0.411078,0.301937,0.331441,cluster3
0.457412,0.347458,0.366872,0.463668,0.354094,0.373419,0.453658,0.347172,0.366821,0.417624,0.317301,0.33917,0.41584,0.317363,0.340732,0.411885,0.314725,0.339192,0.396711,0.304886,0.327154,0.401251,0.310477,0.334238,0.381279,0.29829,0.325167,cluster3
0.430527,0.354982,0.383607,0.423189,0.347865,0.377269,0.421781,0.347028,0.376412,0.400021,0.32875,0.360846,0.403744,0.33236,0.363391,0.391184,0.323559,0.357799,0.365251,0.300405,0.334138,0.354031,0.29082,0.323374,0.339906,0.280387,0.313405,cluster3
0.430082,0.418242,0.439572,0.373665,0.366665,0.392415,0.333407,0.32984,0.357333,0.407411,0.399693,0.422676,0.355413,0.349307,0.373629,0.319243,0.316309,0.341859,0.374467,0.366776,0.387924,0.348635,0.342797,0.36481,0.335381,0.333812,0.358375,cluster3
0.372952,0.345473,0.36782,0.368324,0.349773,0.36912,0.252214,0.250078,0.271159,0.412641,0.382301,0.403127,0.427206,0.402185,0.422365,0.307039,0.297095,0.32085,0.406673,0.374107,0.394497,0.406317,0.377913,0.397908,0.318513,0.302724,0.327885,cluster3
0.409821,0.364808,0.384444,0.408345,0.361721,0.375819,0.559988,0.503872,0.505811,0.399402,0.359096,0.375129,0.432443,0.390135,0.403769,0.59188,0.537372,0.537532,0.384968,0.350987,0.365967,0.413538,0.373542,0.384675,0.552638,0.49806,0.500019,cluster3
0.511067,0.4735,0.498404,0.512562,0.473962,0.499608,0.514515,0.474909,0.500629,0.509596,0.472834,0.496632,0.510969,0.47368,0.498693,0.512943,0.475033,0.500738,0.509762,0.47275,0.498374,0.512442,0.474695,0.500948,0.514894,0.476702,0.503455,cluster1
0.534114,0.500321,0.515655,0.518844,0.487405,0.502066,0.5136,0.484236,0.497414,0.563318,0.525261,0.544856,0.55625,0.51876,0.539997,0.557356,0.520926,0.541511,0.568657,0.530509,0.55139,0.566139,0.528481,0.550592,0.565947,0.530129,0.550816,cluster1
0.618331,0.475323,0.46442,0.613777,0.472616,0.459182,0.618276,0.478553,0.463806,0.633068,0.484262,0.473971,0.633136,0.484143,0.471209,0.632273,0.484738,0.470694,0.6444,0.494411,0.483753,0.632733,0.482532,0.470912,0.659782,0.504533,0.489285,cluster1
0.594763,0.455906,0.449822,0.606308,0.467241,0.457799,0.615404,0.476156,0.462202,0.592451,0.453347,0.443546,0.596113,0.459543,0.44934,0.617134,0.479693,0.465864,0.620188,0.479254,0.466235,0.606591,0.46689,0.453004,0.623418,0.482112,0.465497,cluster1
0.620907,0.382726,0.393828,0.615271,0.38527,0.392133,0.618827,0.407542,0.407291,0.622445,0.393786,0.402426,0.595729,0.381327,0.386422,0.603981,0.405597,0.403391,0.664306,0.440694,0.440599,0.621876,0.410627,0.412653,0.601494,0.413795,0.412402,cluster1
0.587931,0.404073,0.403943,0.555972,0.377672,0.380082,0.548166,0.385231,0.386181,0.661166,0.474039,0.463621,0.618021,0.437975,0.431369,0.560187,0.398984,0.396592,0.722963,0.53416,0.514085,0.685859,0.501767,0.484675,0.625453,0.458045,0.444645,cluster1
0.550375,0.415076,0.406783,0.548963,0.41379,0.406453,0.543601,0.413466,0.404532,0.670833,0.516566,0.493931,0.648368,0.495026,0.473252,0.63891,0.489975,0.469431,0.740469,0.582175,0.55288,0.730976,0.570349,0.541864,0.697164,0.539064,0.513475,cluster1
0.511347,0.631103,0.389518,0.490934,0.619516,0.363963,0.506687,0.631435,0.383101,0.615418,0.706204,0.51655,0.590416,0.691404,0.484332,0.595213,0.695752,0.490945,0.664984,0.740435,0.578672,0.653916,0.734358,0.563969,0.646384,0.730545,0.554594,cluster4
0.501008,0.39728,0.400378,0.536816,0.421511,0.414531,0.636346,0.503805,0.486751,0.530177,0.412869,0.405861,0.641191,0.50394,0.485322,0.717965,0.571814,0.544657,0.65251,0.508208,0.487894,0.717452,0.567997,0.539479,0.749016,0.596241,0.565101,cluster1
0.1709,0.154561,0.163408,0.764399,0.747118,0.747555,0.739678,0.722266,0.723605,0.157919,0.138336,0.15103,0.612292,0.594011,0.596882,0.882334,0.866876,0.86589,0.292002,0.258207,0.286152,0.164572,0.145199,0.156095,0.228853,0.211602,0.217806,cluster3
0.193032,0.17365,0.206564,0.162104,0.150154,0.158439,0.855987,0.854184,0.856351,0.202469,0.18158,0.215657,0.089754,0.07874,0.087701,0.833271,0.831481,0.834049,0.20973,0.182243,0.204734,0.112072,0.100863,0.112558,0.792627,0.790239,0.793395,cluster3
0.36566,0.350492,0.362432,0.418011,0.394172,0.410194,0.439379,0.416231,0.433434,0.370469,0.353017,0.371154,0.414641,0.392783,0.409522,0.435635,0.414278,0.431339,0.372942,0.354114,0.375362,0.409941,0.390674,0.408568,0.431248,0.41264,0.430877,cluster3
0.393172,0.382899,0.38226,0.417238,0.407362,0.403878,0.393846,0.387738,0.388646,0.393548,0.383174,0.383191,0.413167,0.403414,0.400945,0.394268,0.38882,0.389729,0.413986,0.402241,0.40522,0.420455,0.412928,0.412904,0.387591,0.385734,0.388087,cluster3
0.4106,0.388359,0.415794,0.417093,0.394152,0.419858,0.42777,0.406922,0.42994,0.397773,0.378595,0.410886,0.403274,0.383191,0.412766,0.415363,0.394692,0.422267,0.384102,0.370126,0.40402,0.390591,0.375094,0.407881,0.405563,0.387183,0.418569,cluster3
0.827755,0.809629,0.809755,0.523444,0.496144,0.496115,0.301112,0.259839,0.263945,0.201939,0.169284,0.171363,0.25275,0.210728,0.213965,0.448164,0.376604,0.382388,0.532681,0.441317,0.445695,0.524926,0.43422,0.441318,0.566516,0.477683,0.483934,cluster3
0.445188,0.556721,0.340251,0.453999,0.565455,0.347193,0.449772,0.554521,0.348037,0.402181,0.51906,0.306864,0.414783,0.531464,0.316221,0.416302,0.525578,0.322449,0.251077,0.258927,0.283792,0.263908,0.269503,0.291578,0.277242,0.281416,0.30184,cluster3
0.471132,0.413969,0.426585,0.457298,0.400638,0.415542,0.430415,0.378917,0.396221,0.432037,0.379432,0.3971,0.415692,0.367229,0.387063,0.37651,0.334877,0.360274,0.372281,0.331681,0.357781,0.347261,0.313751,0.340895,0.309867,0.281371,0.312351,cluster3
0.449051,0.420157,0.437291,0.42138,0.39639,0.418458,0.374439,0.357434,0.382734,0.423991,0.39594,0.415302,0.396697,0.376085,0.399047,0.340649,0.329021,0.358026,0.393791,0.369494,0.394525,0.372216,0.356804,0.382837,0.319541,0.311922,0.341838,cluster3
0.404406,0.387305,0.403013,0.393431,0.376322,0.396583,0.339001,0.329533,0.355402,0.399011,0.383872,0.400525,0.386323,0.373424,0.394637,0.329734,0.324099,0.351617,0.39542,0.378676,0.397317,0.38174,0.369975,0.391658,0.322551,0.318821,0.346495,cluster3
0.53348,0.497337,0.530228,0.53358,0.498462,0.531372,0.533323,0.499124,0.53235,0.533546,0.49871,0.53216,0.533541,0.49959,0.532928,0.53331,0.500028,0.533363,0.536298,0.502056,0.53043,0.535946,0.502431,0.531029,0.535485,0.502607,0.531584,cluster1
0.585524,0.52653,0.529993,0.583996,0.525502,0.529006,0.601551,0.541435,0.544331,0.592611,0.531622,0.538949,0.579152,0.520055,0.528923,0.584556,0.526326,0.534244,0.552507,0.498457,0.509648,0.532063,0.480073,0.494112,0.528713,0.477923,0.493623,cluster1
0.617801,0.49419,0.481809,0.612201,0.489422,0.47445,0.615359,0.491682,0.477439,0.631805,0.50321,0.492748,0.622654,0.49407,0.48112,0.62335,0.49552,0.481645,0.635855,0.508542,0.499399,0.625444,0.494939,0.484457,0.630332,0.497329,0.485616,cluster1
0.636781,0.487271,0.476044,0.633256,0.481849,0.468733,0.63736,0.483667,0.468601,0.651057,0.496725,0.485187,0.647681,0.49017,0.476538,0.654196,0.492674,0.476622,0.657207,0.501383,0.489803,0.656753,0.497567,0.483941,0.668325,0.502336,0.485276,cluster1
0.633499,0.482422,0.467456,0.63857,0.486668,0.470549,0.648486,0.494853,0.47794,0.64336,0.486979,0.474315,0.639548,0.48256,0.468383,0.652908,0.494238,0.478073,0.653111,0.494147,0.481723,0.644155,0.483629,0.470031,0.656596,0.491942,0.474883,cluster1
0.653474,0.45126,0.444975,0.657967,0.454016,0.4457,0.658082,0.457834,0.44738,0.639672,0.440191,0.430198,0.640926,0.440729,0.4307,0.651435,0.456861,0.443565,0.667597,0.471012,0.457536,0.639187,0.443458,0.428995,0.649187,0.454688,0.437263,cluster1
0.698429,0.490721,0.473393,0.665466,0.45822,0.445081,0.643459,0.450092,0.440872,0.71172,0.512611,0.4919,0.663014,0.462039,0.443477,0.621148,0.433225,0.417433,0.722977,0.537309,0.514358,0.694641,0.505569,0.484515,0.665559,0.482586,0.46317,cluster1
0.632736,0.484803,0.473418,0.646148,0.494596,0.48222,0.663284,0.510549,0.496561,0.665515,0.517171,0.501409,0.661213,0.509238,0.492633,0.657916,0.506905,0.491813,0.704111,0.558449,0.538937,0.703954,0.553982,0.534597,0.687049,0.538495,0.521428,cluster1
0.574416,0.443036,0.433944,0.60726,0.472117,0.458668,0.645568,0.502834,0.484828,0.670127,0.521305,0.499451,0.694823,0.541682,0.516519,0.715975,0.559384,0.533156,0.725981,0.568743,0.542469,0.742542,0.581495,0.553488,0.749654,0.588374,0.560336,cluster4
0.641496,0.593591,0.522461,0.543388,0.520683,0.456124,0.808087,0.791464,0.748496,0.630431,0.590415,0.522374,0.545861,0.522735,0.458534,0.833597,0.821935,0.780811,0.68203,0.644769,0.577745,0.584823,0.567838,0.497525,0.761959,0.751747,0.699917,cluster4
0.306708,0.252505,0.246587,0.509262,0.479513,0.475622,0.978211,0.975949,0.975144,0.279381,0.224788,0.217632,0.496527,0.466152,0.461969,0.986295,0.98463,0.983876,0.314899,0.259825,0.252416,0.530319,0.501555,0.497488,0.957398,0.954248,0.953518,cluster4
0.402036,0.377996,0.414595,0.458342,0.442399,0.476342,0.651085,0.635423,0.659254,0.411391,0.390762,0.431603,0.461697,0.447935,0.484173,0.631303,0.617214,0.643308,0.434654,0.415351,0.456322,0.448453,0.434499,0.468512,0.592105,0.578492,0.605313,cluster1
0.384776,0.353753,0.384371,0.48655,0.456453,0.48251,0.505557,0.477496,0.504021,0.363431,0.338165,0.374298,0.483223,0.457466,0.484593,0.508563,0.482632,0.508076,0.334425,0.319672,0.361857,0.449096,0.427269,0.456586,0.483184,0.459398,0.487058,cluster3
0.393479,0.378279,0.387393,0.44753,0.428913,0.436612,0.447074,0.427729,0.436011,0.394947,0.379639,0.38979,0.450146,0.431732,0.439817,0.462703,0.441077,0.452125,0.398304,0.384072,0.39791,0.450167,0.433181,0.445456,0.467298,0.445033,0.459606,cluster3
0.4626,0.437555,0.454131,0.483828,0.456724,0.473658,0.51973,0.489832,0.505738,0.423478,0.401562,0.425259,0.458261,0.433825,0.456723,0.505141,0.477374,0.497251,0.380361,0.364276,0.395558,0.422525,0.40395,0.431247,0.503562,0.476728,0.49908,cluster1
0.591468,0.542453,0.537649,0.793417,0.756025,0.751135,0.797945,0.758164,0.751755,0.428986,0.363495,0.358749,0.207028,0.175276,0.17522,0.20478,0.172986,0.172023,0.526505,0.438238,0.430991,0.670874,0.582132,0.575522,0.71673,0.633642,0.628397,cluster1
0.467681,0.433558,0.46247,0.501207,0.466157,0.493481,0.487259,0.449979,0.47564,0.403516,0.3686,0.394839,0.430396,0.391934,0.416811,0.430644,0.393032,0.416894,0.386273,0.352929,0.382704,0.406947,0.368244,0.395051,0.417533,0.376444,0.402001,cluster3
0.458147,0.446971,0.490367,0.467596,0.454633,0.496106,0.469223,0.453856,0.493855,0.386944,0.388293,0.442082,0.400872,0.399522,0.45161,0.406636,0.403501,0.45475,0.310428,0.317457,0.385016,0.315165,0.321135,0.38804,0.321635,0.326192,0.391507,cluster3
0.418389,0.407541,0.429636,0.399653,0.389225,0.414662,0.362854,0.356008,0.387932,0.42079,0.412576,0.437325,0.394118,0.386593,0.414475,0.35091,0.346624,0.381214,0.416558,0.407413,0.436464,0.39632,0.387128,0.418082,0.345824,0.343419,0.37843,cluster3
0.431291,0.389805,0.411898,0.405404,0.367211,0.391852,0.34338,0.319066,0.345558,0.439297,0.396314,0.415763,0.417537,0.379048,0.402685,0.360201,0.332253,0.359413,0.441523,0.397232,0.416997,0.416774,0.376542,0.401988,0.364257,0.333808,0.361603,cluster3
0.577516,0.546185,0.567245,0.580436,0.546872,0.565697,0.582968,0.548706,0.565923,0.581758,0.549977,0.569417,0.583469,0.550269,0.568733,0.585467,0.551198,0.568635,0.575196,0.545812,0.567203,0.576915,0.545822,0.566915,0.579175,0.546806,0.566428,cluster1
0.60239,0.569874,0.588232,0.602551,0.570226,0.588948,0.602386,0.570609,0.589606,0.585998,0.552917,0.573459,0.5861,0.552805,0.573727,0.585207,0.552443,0.573534,0.518848,0.48189,0.506348,0.519952,0.482992,0.507572,0.520206,0.483929,0.508697,cluster1
0.649095,0.520827,0.508191,0.639651,0.509119,0.50066,0.63472,0.503419,0.494611,0.650173,0.52392,0.511441,0.647223,0.517104,0.507764,0.639113,0.505614,0.497172,0.645426,0.523113,0.513592,0.641842,0.516425,0.509106,0.6297,0.500621,0.494486,cluster1
0.651833,0.50093,0.488844,0.649246,0.496955,0.485258,0.649481,0.49529,0.483766,0.661499,0.509433,0.498153,0.659585,0.50578,0.494818,0.660814,0.504654,0.493367,0.669826,0.520711,0.506464,0.668649,0.517484,0.50338,0.671578,0.516671,0.502144,cluster1
0.653197,0.500057,0.487495,0.656257,0.502269,0.490515,0.657988,0.50136,0.488612,0.650728,0.497677,0.486216,0.649287,0.495953,0.485566,0.652564,0.495677,0.483669,0.655614,0.502601,0.490698,0.65113,0.497956,0.48702,0.650228,0.494677,0.481795,cluster1
0.692599,0.525712,0.506386,0.689841,0.520795,0.502221,0.67863,0.512634,0.49269,0.664878,0.504047,0.492154,0.657632,0.49593,0.482708,0.647516,0.490867,0.473889,0.655543,0.497223,0.484383,0.645831,0.486952,0.4748,0.643397,0.489944,0.474225,cluster1
0.725672,0.55154,0.531656,0.71146,0.541542,0.523275,0.641448,0.495551,0.485976,0.719678,0.547698,0.527902,0.711848,0.541569,0.520411,0.627866,0.484917,0.475,0.715153,0.546456,0.524271,0.713706,0.552008,0.529294,0.63717,0.498171,0.488855,cluster4
0.680977,0.530428,0.512875,0.675511,0.52701,0.508934,0.673421,0.525904,0.50821,0.686024,0.536688,0.517115,0.672808,0.52442,0.504129,0.672014,0.524916,0.504528,0.701602,0.556607,0.531771,0.693856,0.549756,0.525249,0.688815,0.545601,0.521551,cluster4
0.650429,0.508578,0.496898,0.661591,0.518933,0.504831,0.675792,0.532175,0.515534,0.667309,0.525147,0.509813,0.680538,0.536047,0.518886,0.685462,0.54072,0.522711,0.695218,0.555304,0.533164,0.704818,0.561477,0.539724,0.71024,0.5661,0.545027,cluster4
0.664453,0.51065,0.492149,0.67295,0.521245,0.500638,0.711645,0.554115,0.524086,0.655984,0.501412,0.482496,0.672775,0.517863,0.496936,0.720452,0.557972,0.529115,0.678484,0.520439,0.50101,0.692191,0.531823,0.510098,0.73023,0.564446,0.53944,cluster4
0.457788,0.505378,0.383448,0.574449,0.601909,0.508934,0.792625,0.795248,0.753231,0.437006,0.483065,0.360325,0.529649,0.559039,0.461615,0.749106,0.756912,0.704187,0.480069,0.522493,0.399801,0.539227,0.572978,0.467622,0.686132,0.698662,0.624752,cluster4
0.324499,0.30735,0.34538,0.515108,0.498966,0.545637,0.607184,0.59239,0.634961,0.384356,0.366182,0.408269,0.532269,0.518878,0.569318,0.595228,0.583003,0.626439,0.40507,0.391276,0.438227,0.498233,0.48558,0.535658,0.547789,0.535374,0.580367,cluster1
0.361824,0.351761,0.385779,0.513795,0.506274,0.539465,0.525744,0.517884,0.551525,0.36593,0.356448,0.391364,0.524512,0.51736,0.553141,0.545808,0.538299,0.57259,0.373435,0.365121,0.400621,0.505328,0.498669,0.535097,0.511168,0.503505,0.53715,cluster1
0.392878,0.376106,0.414806,0.610197,0.605459,0.642217,0.468796,0.469675,0.507159,0.420816,0.404567,0.443764,0.635234,0.630114,0.66545,0.473515,0.472163,0.506844,0.436704,0.418834,0.453754,0.579753,0.570326,0.600988,0.435994,0.429229,0.460627,cluster1
0.539211,0.583139,0.908937,0.527552,0.572624,0.909024,0.540213,0.583658,0.908208,0.435376,0.488814,0.88442,0.429005,0.483681,0.890238,0.444591,0.496052,0.880241,0.398042,0.44743,0.807658,0.40211,0.452879,0.82639,0.392802,0.436628,0.765055,cluster1
0.410359,0.452619,0.57505,0.421472,0.467254,0.591174,0.418961,0.464316,0.588756,0.396924,0.440631,0.555179,0.41226,0.460848,0.587136,0.407765,0.454615,0.580786,0.373722,0.414143,0.503476,0.381417,0.425054,0.527292,0.385307,0.428624,0.543579,cluster1
0.521007,0.501837,0.53175,0.521599,0.503087,0.53271,0.522474,0.504136,0.53315,0.431312,0.422143,0.46626,0.43615,0.426513,0.469834,0.43993,0.429943,0.472327,0.379796,0.377427,0.427873,0.390073,0.386727,0.435514,0.395596,0.391364,0.438969,cluster1
0.449735,0.425865,0.446903,0.427756,0.406932,0.43082,0.402897,0.379638,0.404174,0.454806,0.432066,0.454253,0.420861,0.399888,0.424121,0.406581,0.381841,0.409508,0.44645,0.422167,0.448366,0.424094,0.400426,0.428485,0.41271,0.387284,0.418563,cluster3
0.4418,0.419552,0.435554,0.388563,0.366374,0.390804,0.370462,0.349558,0.378485,0.444844,0.42409,0.441729,0.387405,0.365884,0.391723,0.368351,0.348874,0.377808,0.439375,0.419754,0.439451,0.387081,0.366604,0.394255,0.36459,0.346838,0.376824,cluster3
0.455525,0.401527,0.41236,0.402399,0.346995,0.364698,0.362704,0.316118,0.335448,0.466045,0.417695,0.428923,0.396176,0.348316,0.368084,0.343085,0.303838,0.32546,0.493861,0.449231,0.461806,0.398119,0.355267,0.374993,0.331635,0.297478,0.318479,cluster3
0.632614,0.599654,0.614332,0.631607,0.599553,0.614472,0.628267,0.597545,0.61344,0.634343,0.602259,0.617022,0.633256,0.602657,0.61711,0.630662,0.601047,0.616532,0.625611,0.593037,0.610169,0.626497,0.594804,0.611553,0.625231,0.594129,0.61154,cluster4
0.607754,0.577804,0.595699,0.606441,0.578456,0.598121,0.605359,0.578521,0.599565,0.607886,0.575695,0.593165,0.607681,0.57647,0.595017,0.606991,0.577052,0.596495,0.594355,0.560297,0.578621,0.593992,0.560806,0.579789,0.592299,0.560495,0.580595,cluster4
0.641854,0.553784,0.542004,0.635088,0.547622,0.536632,0.628938,0.541493,0.5313,0.636257,0.549182,0.541763,0.633585,0.547047,0.539058,0.629382,0.54377,0.536235,0.612864,0.529368,0.5302,0.618411,0.534086,0.534254,0.624462,0.541116,0.539944,cluster1
0.664428,0.517127,0.50414,0.656891,0.508229,0.496574,0.651661,0.501078,0.490506,0.662406,0.517366,0.505042,0.66199,0.514666,0.503754,0.658311,0.50773,0.497614,0.669408,0.528038,0.513314,0.66916,0.525851,0.511921,0.66688,0.520314,0.507294,cluster1
0.682486,0.527213,0.509481,0.68229,0.525755,0.508289,0.683826,0.525866,0.508546,0.659715,0.510507,0.49837,0.658752,0.509008,0.497418,0.661201,0.510387,0.498476,0.661037,0.515901,0.501132,0.656393,0.5115,0.497558,0.654025,0.508611,0.49541,cluster1
0.737196,0.570521,0.540306,0.738641,0.571075,0.539451,0.728373,0.563584,0.531706,0.674798,0.522107,0.505764,0.67168,0.517956,0.498416,0.670389,0.518193,0.49885,0.66573,0.514511,0.498665,0.656525,0.507103,0.489645,0.639859,0.494038,0.476957,cluster4
0.710967,0.553877,0.534891,0.69903,0.542084,0.523257,0.682895,0.528168,0.508632,0.703511,0.548171,0.529878,0.694948,0.540374,0.521164,0.682744,0.530181,0.508483,0.695173,0.542761,0.524659,0.691894,0.540903,0.521533,0.689933,0.540678,0.518551,cluster4
0.694003,0.549819,0.530766,0.688482,0.543836,0.523655,0.682476,0.540008,0.519523,0.693659,0.549284,0.529458,0.686907,0.54247,0.52209,0.68122,0.539151,0.518175,0.69452,0.55295,0.531269,0.689134,0.548772,0.526325,0.684155,0.545452,0.52271,cluster4
0.686628,0.544904,0.521841,0.684647,0.544302,0.521159,0.689561,0.548632,0.531274,0.687759,0.544538,0.521435,0.686153,0.543361,0.521017,0.689801,0.548951,0.53193,0.697003,0.552339,0.529499,0.694816,0.550995,0.528422,0.697962,0.555754,0.538019,cluster4
0.690103,0.531124,0.506854,0.705047,0.543659,0.519312,0.718476,0.553825,0.528412,0.671104,0.515549,0.492376,0.695247,0.533511,0.510083,0.722887,0.557804,0.535457,0.681591,0.522278,0.499377,0.684161,0.521754,0.499453,0.714571,0.549199,0.526994,cluster4
0.584758,0.460374,0.447123,0.696798,0.559072,0.537955,0.745191,0.601415,0.568858,0.569208,0.450701,0.438733,0.687069,0.555029,0.534999,0.741862,0.598482,0.568695,0.580444,0.468322,0.457561,0.628246,0.506255,0.489855,0.69947,0.560952,0.535539,cluster4
0.381384,0.302414,0.317398,0.637754,0.516805,0.508154,0.742374,0.613012,0.598589,0.338165,0.263449,0.278823,0.693101,0.568549,0.558543,0.743625,0.615156,0.60167,0.37822,0.297408,0.313903,0.701999,0.579652,0.569201,0.713541,0.588001,0.575053,cluster1
0.402382,0.372186,0.383368,0.772568,0.759827,0.766316,0.564743,0.544933,0.552255,0.379659,0.353897,0.364578,0.830658,0.82134,0.828322,0.520439,0.502611,0.509415,0.461249,0.440421,0.451181,0.838273,0.829611,0.836441,0.452837,0.43272,0.43904,cluster4
0.764503,0.758935,0.766276,0.701442,0.694212,0.700986,0.164905,0.147426,0.155503,0.593622,0.583176,0.591001,0.887417,0.885446,0.891434,0.369755,0.356928,0.364836,0.314957,0.299706,0.308955,0.808787,0.805071,0.811645,0.761399,0.754491,0.760048,cluster4
