r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,cluster
0.322704,0.296162,0.320877,0.326608,0.298022,0.320772,0.324879,0.294792,0.318743,0.26615,0.246194,0.279492,0.265968,0.245045,0.277787,0.270803,0.248852,0.280113,0.233053,0.220016,0.257696,0.227615,0.215671,0.25285,0.228388,0.215905,0.254742,cluster2
0.328116,0.318259,0.362742,0.350591,0.33812,0.383428,0.374174,0.362212,0.408442,0.28208,0.274226,0.328278,0.295287,0.283474,0.337967,0.28339,0.275572,0.331887,0.124014,0.12119,0.155976,0.127973,0.123305,0.155799,0.133338,0.1311,0.168592,cluster2
0.654656,0.656479,0.714658,0.60736,0.607621,0.664425,0.247542,0.249649,0.308337,0.125992,0.130273,0.161922,0.100324,0.104271,0.136878,0.139688,0.147006,0.195191,0.15556,0.169662,0.231553,0.167626,0.181948,0.249549,0.167275,0.18189,0.250322,cluster2
0.493227,0.459521,0.480636,0.383453,0.354377,0.380593,0.378643,0.355908,0.3849,0.324105,0.307388,0.339043,0.26849,0.257899,0.291773,0.297982,0.290906,0.328359,0.204476,0.202143,0.247854,0.195484,0.196331,0.238873,0.171598,0.173126,0.21232,cluster3
0.192064,0.206729,0.278624,0.193647,0.209831,0.281748,0.194901,0.209414,0.280881,0.194105,0.20729,0.276051,0.202037,0.215873,0.287284,0.201557,0.216539,0.289449,0.217284,0.229673,0.300437,0.199023,0.213264,0.285446,0.207917,0.221865,0.29572,cluster2
0.249028,0.237449,0.27908,0.24715,0.235911,0.276862,0.23563,0.228556,0.270355,0.235599,0.230814,0.270784,0.233483,0.229241,0.269263,0.2154,0.212691,0.255652,0.242716,0.240808,0.280828,0.234543,0.234352,0.274575,0.221688,0.220357,0.265171,cluster2
0.239334,0.234066,0.295857,0.222441,0.220167,0.28303,0.212605,0.213111,0.270884,0.231311,0.229321,0.292611,0.218847,0.219325,0.282413,0.205891,0.208492,0.266852,0.225221,0.227014,0.290602,0.208907,0.213967,0.280296,0.1983,0.202623,0.263573,cluster2
0.259338,0.248985,0.315499,0.250749,0.243196,0.314786,0.247583,0.240587,0.312287,0.246349,0.243389,0.309707,0.241919,0.238999,0.3094,0.237218,0.235695,0.305702,0.226423,0.230475,0.294827,0.228728,0.232682,0.299422,0.223737,0.227768,0.293242,cluster2
0.205427,0.228244,0.31442,0.221671,0.241697,0.321904,0.249479,0.263752,0.335205,0.188526,0.215359,0.305732,0.193143,0.218548,0.307905,0.203079,0.226285,0.310553,0.178793,0.21017,0.297779,0.179586,0.211155,0.300013,0.18346,0.21352,0.302295,cluster2
0.180783,0.183509,0.23429,0.17188,0.175521,0.226147,0.16868,0.172934,0.222436,0.202973,0.199378,0.247574,0.202975,0.1971,0.243961,0.202815,0.194085,0.238331,0.314253,0.272651,0.295531,0.310439,0.26526,0.290073,0.307425,0.262164,0.28808,cluster2
0.121988,0.141232,0.206681,0.120376,0.139358,0.204506,0.121263,0.140127,0.20293,0.1415,0.152931,0.212994,0.142271,0.153072,0.210495,0.149814,0.157965,0.212705,0.298024,0.252977,0.281894,0.307921,0.25935,0.28314,0.320654,0.266892,0.286562,cluster2
0.127164,0.144907,0.209819,0.117743,0.1361,0.197419,0.136152,0.152911,0.21335,0.13288,0.146434,0.204878,0.12479,0.1374,0.193828,0.131261,0.143691,0.204064,0.338393,0.340063,0.389214,0.379574,0.380307,0.428485,0.251701,0.253498,0.304654,cluster2
0.157317,0.179867,0.22165,0.213325,0.22591,0.265562,0.210773,0.221797,0.26074,0.170605,0.190039,0.233232,0.224744,0.234357,0.271432,0.226489,0.230678,0.26666,0.232809,0.246663,0.286446,0.29662,0.298279,0.33669,0.312266,0.306124,0.345267,cluster2
0.180738,0.181758,0.246799,0.261404,0.255687,0.292721,0.286101,0.280019,0.313613,0.188032,0.187732,0.250015,0.268489,0.260572,0.296291,0.291605,0.283949,0.317177,0.194353,0.193414,0.253578,0.273241,0.26388,0.298755,0.294915,0.286079,0.319326,cluster2
0.144997,0.167427,0.248426,0.32144,0.301311,0.35182,0.347968,0.326962,0.374615,0.161117,0.183029,0.260974,0.321159,0.300748,0.351139,0.347292,0.326127,0.37454,0.155659,0.176123,0.251967,0.326837,0.305331,0.354747,0.352314,0.329967,0.377984,cluster2
0.187997,0.207051,0.246546,0.284541,0.283601,0.307468,0.357932,0.348839,0.36884,0.19307,0.213313,0.25016,0.277187,0.277128,0.302667,0.348954,0.34125,0.362482,0.189628,0.210946,0.249004,0.274868,0.274672,0.300541,0.334748,0.328435,0.350458,cluster2
0.27578,0.277647,0.321127,0.276595,0.27868,0.323745,0.278445,0.285169,0.321743,0.276188,0.279833,0.320298,0.275952,0.27866,0.323755,0.275871,0.281774,0.321011,0.278013,0.285477,0.318905,0.275757,0.279689,0.32226,0.276891,0.283496,0.320287,cluster2
0.284524,0.26895,0.327319,0.286801,0.270797,0.328684,0.288177,0.271646,0.328857,0.280187,0.264016,0.321144,0.282175,0.264409,0.321298,0.283489,0.265265,0.320928,0.280224,0.264335,0.325305,0.280042,0.261619,0.318258,0.281068,0.261425,0.316798,cluster2
0.279818,0.304517,0.369577,0.271269,0.295656,0.365094,0.259184,0.283432,0.353463,0.275182,0.298516,0.36166,0.266679,0.290649,0.359131,0.259461,0.283214,0.352577,0.29389,0.312885,0.371543,0.264041,0.283893,0.346939,0.260313,0.280754,0.346031,cluster3
0.228183,0.237965,0.257993,0.387685,0.378727,0.402399,0.276082,0.279086,0.301733,0.207388,0.217062,0.236222,0.396073,0.383902,0.407551,0.257655,0.259561,0.28148,0.235049,0.244597,0.263512,0.324767,0.321074,0.344,0.236525,0.243407,0.264347,cluster2
0.291539,0.304358,0.300166,0.32486,0.341252,0.320956,0.31442,0.34155,0.302269,0.271065,0.282135,0.286499,0.292029,0.298907,0.304179,0.273269,0.285174,0.281844,0.252537,0.268262,0.270914,0.271099,0.283801,0.290194,0.253081,0.266461,0.275097,cluster2
0.281647,0.2909,0.359764,0.318645,0.32047,0.379553,0.354556,0.350795,0.402165,0.216447,0.238286,0.318836,0.239857,0.257851,0.331706,0.275939,0.286313,0.351019,0.191475,0.21661,0.302317,0.200491,0.224362,0.308925,0.217091,0.237362,0.316925,cluster2
0.416208,0.530495,0.304972,0.411326,0.517807,0.30416,0.408087,0.505382,0.310195,0.251908,0.254733,0.269284,0.258173,0.259841,0.276587,0.264875,0.264421,0.283229,0.266671,0.266894,0.305155,0.259659,0.258751,0.29796,0.262028,0.259973,0.300509,cluster3
0.430132,0.438913,0.605879,0.439968,0.44816,0.62205,0.430448,0.436024,0.602872,0.327709,0.336664,0.461402,0.331814,0.340752,0.469929,0.332364,0.34112,0.471172,0.153917,0.159569,0.208929,0.150688,0.15808,0.208191,0.167706,0.175199,0.228738,cluster3
0.255186,0.247834,0.291192,0.274249,0.268036,0.302042,0.279351,0.278539,0.315191,0.257751,0.250628,0.293309,0.27342,0.267994,0.30249,0.277642,0.277728,0.315538,0.259945,0.254293,0.295247,0.273943,0.269809,0.304565,0.277095,0.277664,0.31542,cluster2
0.29713,0.268452,0.277706,0.273121,0.250345,0.26045,0.26241,0.249103,0.25965,0.29915,0.271942,0.280984,0.271713,0.250258,0.260249,0.247547,0.238863,0.250007,0.282016,0.261758,0.273833,0.261101,0.244259,0.258684,0.242527,0.234771,0.248835,cluster2
0.286078,0.270325,0.317235,0.283951,0.262763,0.305352,0.266126,0.240448,0.283271,0.283671,0.268565,0.314928,0.281497,0.261285,0.304237,0.257787,0.234866,0.280512,0.280817,0.267036,0.314399,0.277904,0.260666,0.304132,0.250634,0.230766,0.278659,cluster2
0.332252,0.297172,0.327329,0.305889,0.273456,0.308782,0.285267,0.254222,0.289138,0.311258,0.279646,0.320305,0.28908,0.260272,0.300248,0.275348,0.248363,0.28569,0.288707,0.265983,0.309573,0.271013,0.247913,0.291097,0.261973,0.238313,0.277854,cluster2
0.290842,0.276014,0.293637,0.2483,0.237938,0.259729,0.223055,0.217295,0.240044,0.293106,0.27721,0.29399,0.273789,0.259377,0.279702,0.247224,0.236636,0.257831,0.331707,0.309517,0.328076,0.314341,0.294415,0.314333,0.303741,0.285814,0.304169,cluster2
0.203182,0.199485,0.223869,0.216426,0.208398,0.231188,0.238877,0.22519,0.245334,0.268956,0.248718,0.264857,0.277052,0.251291,0.267419,0.29318,0.264537,0.279786,0.343997,0.307468,0.317398,0.361582,0.32062,0.331885,0.381894,0.337847,0.350276,cluster2
0.129484,0.14319,0.207007,0.139294,0.150828,0.215863,0.146928,0.154893,0.213419,0.17742,0.170434,0.22229,0.196378,0.182953,0.232982,0.231916,0.202135,0.23817,0.396701,0.331668,0.348522,0.448222,0.365457,0.369074,0.457123,0.373031,0.375008,cluster2
0.142208,0.150242,0.20073,0.153878,0.163079,0.214312,0.234182,0.242961,0.286407,0.106671,0.110146,0.13151,0.104763,0.112569,0.154637,0.143687,0.153133,0.204693,0.740625,0.739945,0.747967,0.283876,0.285293,0.302659,0.148873,0.154306,0.19147,cluster2
0.174748,0.199395,0.270229,0.173048,0.199268,0.270317,0.165346,0.188785,0.263319,0.196678,0.220696,0.286338,0.196071,0.219782,0.286288,0.19109,0.215238,0.282816,0.358296,0.368531,0.428739,0.358913,0.36845,0.429941,0.349027,0.357584,0.420065,cluster2
0.185258,0.198867,0.252681,0.25384,0.252921,0.301761,0.289263,0.281605,0.326693,0.175723,0.192483,0.247814,0.24909,0.252198,0.301602,0.31345,0.3007,0.343483,0.178804,0.19758,0.251271,0.291663,0.289872,0.336161,0.401545,0.387131,0.429607,cluster2
0.176407,0.184813,0.242301,0.278923,0.259189,0.296677,0.389442,0.344334,0.365557,0.167935,0.179317,0.238087,0.304362,0.276167,0.307865,0.405901,0.360242,0.37976,0.175335,0.185636,0.243504,0.32497,0.290502,0.319222,0.403184,0.358005,0.38,cluster2
0.198318,0.197567,0.223477,0.244426,0.237195,0.256836,0.405134,0.372334,0.38053,0.198526,0.200124,0.226566,0.243841,0.236313,0.257131,0.414467,0.379311,0.385512,0.199372,0.201431,0.230129,0.252588,0.24271,0.262841,0.405337,0.373569,0.382251,cluster2
0.270728,0.280325,0.292929,0.298471,0.338721,0.28812,0.353658,0.443128,0.284388,0.271248,0.279462,0.294096,0.302276,0.341582,0.291774,0.361049,0.449707,0.290461,0.272421,0.276325,0.298566,0.298589,0.325302,0.299704,0.350172,0.4215,0.297175,cluster3
0.478301,0.642203,0.348982,0.473285,0.648603,0.332967,0.471392,0.632907,0.345223,0.427547,0.612313,0.281216,0.42808,0.622439,0.272266,0.426843,0.606774,0.285284,0.415271,0.603053,0.267823,0.419366,0.615385,0.26351,0.416374,0.597855,0.273685,cluster1
0.320047,0.341262,0.324688,0.288786,0.278485,0.328485,0.280916,0.271048,0.319273,0.321436,0.342309,0.324712,0.289029,0.278865,0.328077,0.282814,0.272933,0.320986,0.31714,0.33447,0.323441,0.288806,0.278557,0.327537,0.283178,0.273248,0.321017,cluster3
0.306806,0.296469,0.340763,0.31141,0.302665,0.34702,0.300121,0.292461,0.336472,0.303287,0.293191,0.338851,0.315121,0.307114,0.350541,0.300785,0.292292,0.336655,0.297319,0.289166,0.33623,0.314426,0.306192,0.350599,0.298394,0.288581,0.33403,cluster3
0.319126,0.302359,0.340887,0.325961,0.308639,0.347779,0.330069,0.312926,0.352109,0.288955,0.277543,0.31997,0.291148,0.27946,0.323836,0.292682,0.279917,0.325,0.277874,0.27026,0.31335,0.276063,0.268642,0.314377,0.278221,0.267254,0.313002,cluster3
0.374021,0.318002,0.35297,0.375072,0.318909,0.354705,0.370541,0.315852,0.350367,0.333019,0.282725,0.318217,0.345063,0.291743,0.326403,0.353098,0.299237,0.333584,0.260287,0.220476,0.259602,0.272562,0.231998,0.271029,0.294963,0.250485,0.287206,cluster3
0.433017,0.422976,0.468713,0.44701,0.436099,0.478444,0.459366,0.445984,0.488226,0.288115,0.292076,0.358329,0.309175,0.310527,0.373946,0.319901,0.319574,0.381051,0.217373,0.232809,0.307331,0.241724,0.257494,0.333718,0.238639,0.252763,0.327471,cluster3
0.462068,0.415036,0.431751,0.430664,0.38993,0.408849,0.370679,0.339466,0.366001,0.378231,0.340736,0.362194,0.318022,0.291093,0.319071,0.286217,0.265978,0.301933,0.352989,0.322303,0.346509,0.288921,0.268065,0.299884,0.265493,0.247895,0.284037,cluster3
0.305094,0.265571,0.294583,0.312486,0.269593,0.298733,0.320246,0.27576,0.304491,0.306494,0.268257,0.295785,0.322009,0.280348,0.305714,0.34356,0.296821,0.323565,0.322432,0.281058,0.304974,0.34726,0.300042,0.323786,0.388441,0.336326,0.358512,cluster3
0.331738,0.26236,0.297718,0.334008,0.245915,0.280368,0.345553,0.243382,0.276406,0.323541,0.255481,0.290917,0.324549,0.23402,0.26999,0.339532,0.243011,0.277347,0.313148,0.250264,0.284538,0.322259,0.237839,0.271829,0.348268,0.26512,0.294563,cluster2
0.335467,0.316279,0.324234,0.298463,0.284943,0.287621,0.274846,0.261257,0.265937,0.331379,0.31538,0.32479,0.300438,0.285265,0.286199,0.276701,0.262042,0.264705,0.314241,0.305091,0.314486,0.291838,0.278377,0.279617,0.274709,0.259544,0.261757,cluster2
0.363664,0.302809,0.333231,0.336882,0.281132,0.311754,0.329405,0.264564,0.293908,0.349259,0.293119,0.326499,0.333244,0.279285,0.31195,0.316485,0.256531,0.288229,0.324533,0.274547,0.312863,0.303267,0.255072,0.289392,0.269948,0.222973,0.254907,cluster3
0.328515,0.288637,0.305208,0.322323,0.285649,0.300389,0.329901,0.296269,0.312573,0.349915,0.311552,0.330065,0.343044,0.305756,0.326392,0.318016,0.28559,0.305375,0.382449,0.34216,0.365633,0.363827,0.32781,0.353529,0.345535,0.312578,0.336783,cluster3
0.245545,0.238021,0.244429,0.246996,0.237602,0.24425,0.272665,0.257105,0.259895,0.339267,0.318674,0.316852,0.340134,0.318531,0.320217,0.351977,0.326912,0.32678,0.426336,0.389182,0.387233,0.424687,0.388973,0.386147,0.426494,0.391095,0.38745,cluster3
0.144932,0.150751,0.211352,0.145296,0.1474,0.2052,0.174561,0.166141,0.217117,0.341397,0.274969,0.293423,0.38675,0.305477,0.311267,0.396272,0.311694,0.316175,0.523985,0.40896,0.397979,0.542711,0.422466,0.407218,0.560111,0.436557,0.419388,cluster3
0.181721,0.183015,0.230156,0.208649,0.211137,0.270487,0.184735,0.185308,0.237583,0.199769,0.189963,0.207832,0.096321,0.086079,0.104929,0.113871,0.103869,0.125056,0.891158,0.871196,0.871492,0.876524,0.856098,0.855624,0.774354,0.753856,0.754594,cluster3
0.184827,0.20246,0.27634,0.175231,0.19189,0.264897,0.16562,0.182949,0.255255,0.269722,0.289724,0.366874,0.252551,0.273644,0.34526,0.243254,0.26424,0.334376,0.368295,0.391058,0.497817,0.358052,0.373837,0.455903,0.333423,0.346733,0.418484,cluster2
0.2373,0.230647,0.284515,0.263345,0.254795,0.315376,0.231815,0.226206,0.283486,0.198528,0.194364,0.245442,0.190145,0.186285,0.228498,0.16952,0.166978,0.199587,0.192294,0.188542,0.228193,0.461836,0.457563,0.48503,0.710888,0.707559,0.732462,cluster2
0.211074,0.205687,0.246708,0.25044,0.237555,0.281424,0.276267,0.263858,0.299035,0.153278,0.154088,0.195102,0.233981,0.226505,0.263302,0.557322,0.547406,0.578448,0.150923,0.150197,0.191958,0.206226,0.202501,0.239472,0.654359,0.647801,0.681174,cluster2
0.149248,0.151543,0.176149,0.488907,0.489333,0.505566,0.851064,0.8488,0.85847,0.144458,0.15123,0.195468,0.092838,0.094704,0.119787,0.236732,0.236412,0.255764,0.172163,0.181373,0.236907,0.179674,0.189961,0.252214,0.164557,0.172372,0.226112,cluster2
0.235742,0.224008,0.260499,0.346679,0.320146,0.344853,0.370834,0.342228,0.366769,0.277191,0.25892,0.297856,0.34216,0.312663,0.339101,0.368215,0.336634,0.362485,0.314018,0.287033,0.320986,0.365171,0.33175,0.357836,0.379362,0.346185,0.37248,cluster3
0.285088,0.302064,0.336372,0.297245,0.31325,0.347571,0.342463,0.356746,0.395696,0.28207,0.300001,0.334216,0.295209,0.312098,0.34709,0.341554,0.356342,0.396596,0.281094,0.299638,0.333584,0.29528,0.312569,0.347927,0.3414,0.356643,0.398266,cluster3
0.32556,0.301411,0.353038,0.325309,0.302963,0.356476,0.317474,0.295769,0.349566,0.327106,0.302668,0.354867,0.327056,0.303512,0.357933,0.319851,0.297929,0.351497,0.328941,0.305727,0.358333,0.32746,0.304213,0.359647,0.319556,0.29796,0.352958,cluster3
0.31064,0.322128,0.362503,0.290642,0.300543,0.337968,0.301739,0.311168,0.350516,0.306536,0.318096,0.358499,0.289046,0.299916,0.337102,0.300633,0.310745,0.350256,0.300408,0.311907,0.351188,0.287193,0.298823,0.335014,0.299642,0.30975,0.348773,cluster3
0.358561,0.302812,0.342548,0.359306,0.303494,0.342898,0.356038,0.299771,0.337597,0.347579,0.294517,0.33164,0.352107,0.299434,0.335556,0.34881,0.29556,0.331294,0.338881,0.290578,0.32862,0.350198,0.301703,0.337714,0.347589,0.297931,0.334773,cluster3
0.4324,0.337082,0.361997,0.408743,0.319524,0.349197,0.371097,0.290905,0.322054,0.392418,0.307462,0.335857,0.396095,0.309632,0.338986,0.374953,0.295902,0.326896,0.319013,0.256017,0.284126,0.287079,0.223513,0.251913,0.377122,0.311681,0.339544,cluster3
0.414538,0.369707,0.391621,0.364421,0.327865,0.348395,0.320824,0.293685,0.318115,0.378904,0.341806,0.366887,0.350208,0.320987,0.343936,0.310988,0.287319,0.313045,0.337877,0.309289,0.335055,0.31435,0.293422,0.318345,0.28846,0.270495,0.295771,cluster3
0.405083,0.374314,0.398802,0.349611,0.327336,0.359075,0.286179,0.274396,0.320191,0.380006,0.352985,0.380729,0.327592,0.309724,0.346084,0.278075,0.270525,0.318737,0.349521,0.330214,0.360169,0.299585,0.288088,0.326665,0.260899,0.256616,0.304147,cluster3
0.320213,0.283158,0.319475,0.334723,0.293806,0.321863,0.386137,0.346288,0.372418,0.300954,0.26507,0.293929,0.32202,0.283461,0.311436,0.392923,0.35185,0.377228,0.303063,0.270016,0.296967,0.317184,0.278903,0.307759,0.393064,0.350793,0.376229,cluster3
0.313691,0.264147,0.296035,0.335146,0.280618,0.313115,0.390836,0.332785,0.364115,0.327084,0.276021,0.308527,0.339342,0.282498,0.31599,0.377977,0.318196,0.351374,0.333044,0.282209,0.315335,0.341475,0.287413,0.320034,0.360493,0.303605,0.337154,cluster3
0.337845,0.289282,0.31798,0.332987,0.28406,0.313216,0.335555,0.279762,0.307918,0.330526,0.287654,0.314966,0.329116,0.283613,0.310116,0.33182,0.277473,0.302881,0.338581,0.299014,0.326362,0.333389,0.289648,0.314797,0.335505,0.282655,0.307801,cluster3
0.370295,0.312887,0.342603,0.345986,0.290085,0.319522,0.344522,0.289854,0.316882,0.384149,0.329576,0.365287,0.368418,0.314449,0.348008,0.366199,0.313427,0.344313,0.378305,0.326226,0.359755,0.36451,0.314159,0.34363,0.352418,0.302528,0.330861,cluster3
0.325693,0.318476,0.315224,0.324091,0.31579,0.312058,0.321386,0.31259,0.308565,0.392413,0.378145,0.374284,0.388801,0.375462,0.370187,0.391495,0.375053,0.369696,0.412156,0.396292,0.388206,0.410984,0.39524,0.387088,0.420879,0.402174,0.394243,cluster3
0.385095,0.294736,0.323098,0.387366,0.295457,0.322963,0.401188,0.313026,0.33696,0.377696,0.297616,0.320991,0.363225,0.287078,0.309544,0.36632,0.292739,0.313697,0.485013,0.410198,0.4205,0.527585,0.456538,0.462627,0.516561,0.442913,0.447064,cluster3
0.294082,0.274754,0.289838,0.283741,0.268431,0.283292,0.296997,0.278022,0.290546,0.408053,0.367148,0.379282,0.414915,0.373471,0.384933,0.414122,0.371133,0.381847,0.541785,0.475489,0.48198,0.540614,0.476525,0.483175,0.527283,0.466666,0.474302,cluster3
0.130511,0.128889,0.164814,0.1282,0.126807,0.165924,0.142652,0.143435,0.192936,0.575292,0.566436,0.587701,0.518583,0.508906,0.532069,0.171284,0.167996,0.198232,0.606804,0.592231,0.611279,0.764444,0.748633,0.765186,0.468796,0.454816,0.478503,cluster3
0.243891,0.244834,0.31789,0.232374,0.233385,0.303661,0.225787,0.225322,0.295676,0.306021,0.315965,0.412082,0.329183,0.332907,0.404813,0.304125,0.306035,0.378232,0.420681,0.441364,0.603093,0.47957,0.500013,0.663896,0.42629,0.436509,0.567482,cluster3
0.202368,0.219329,0.296513,0.240804,0.255468,0.338282,0.303794,0.322565,0.448807,0.219993,0.234462,0.312367,0.331623,0.346984,0.459746,0.397138,0.421004,0.590568,0.250453,0.265113,0.363145,0.407997,0.427379,0.590023,0.460942,0.48365,0.671935,cluster3
0.17598,0.203945,0.319666,0.35215,0.390373,0.59843,0.435286,0.480913,0.709109,0.149304,0.175062,0.264116,0.352342,0.390137,0.586941,0.444642,0.49193,0.720901,0.150139,0.175027,0.259657,0.316854,0.350514,0.502336,0.427253,0.472141,0.686898,cluster3
0.160092,0.163495,0.211142,0.389926,0.351118,0.38216,0.499341,0.454245,0.4804,0.14753,0.155193,0.204872,0.365302,0.333882,0.369383,0.467745,0.425356,0.452437,0.14477,0.152924,0.205034,0.337021,0.31752,0.360807,0.443667,0.403496,0.431444,cluster3
0.316952,0.32586,0.369603,0.35242,0.357241,0.401263,0.375519,0.376209,0.418649,0.289621,0.305122,0.35424,0.333488,0.343868,0.391938,0.357609,0.362703,0.406793,0.257356,0.277652,0.332315,0.30103,0.317929,0.372736,0.322569,0.334133,0.384093,cluster3
0.35539,0.333175,0.386674,0.349354,0.328734,0.383298,0.341451,0.322339,0.375322,0.355883,0.334137,0.387883,0.346301,0.325975,0.380721,0.335883,0.31681,0.369693,0.354963,0.334347,0.388531,0.34641,0.327726,0.382154,0.337894,0.319388,0.37278,cluster3
0.355659,0.334831,0.382396,0.332956,0.316136,0.364991,0.329761,0.311632,0.360376,0.34792,0.327392,0.375551,0.330666,0.313304,0.361642,0.327587,0.309684,0.3589,0.343283,0.323963,0.371468,0.32927,0.31126,0.35895,0.326374,0.308245,0.357162,cluster3
0.349033,0.315391,0.361032,0.334346,0.299169,0.345641,0.329708,0.295088,0.343351,0.333535,0.299558,0.346758,0.341004,0.305366,0.355428,0.336845,0.30172,0.352592,0.339286,0.305596,0.355757,0.339194,0.305269,0.355921,0.336077,0.30284,0.355093,cluster3
0.39128,0.283379,0.318883,0.394605,0.280173,0.314734,0.398176,0.288863,0.320829,0.381926,0.273233,0.308807,0.393753,0.28344,0.316702,0.392595,0.290472,0.322444,0.340151,0.252407,0.28386,0.413839,0.320666,0.347842,0.437934,0.350072,0.37565,cluster3
0.430048,0.318184,0.343802,0.3905,0.281749,0.314281,0.386132,0.272474,0.304374,0.40664,0.298932,0.328204,0.379873,0.273788,0.307566,0.376106,0.263784,0.296772,0.391228,0.290344,0.320175,0.378095,0.27515,0.308702,0.366912,0.259461,0.292086,cluster3
0.37249,0.351352,0.37425,0.319251,0.305624,0.329273,0.261762,0.252855,0.282591,0.347923,0.324877,0.349106,0.321194,0.303936,0.329763,0.298657,0.284126,0.313638,0.349262,0.328213,0.355214,0.327988,0.310972,0.338915,0.30235,0.288207,0.319711,cluster3
0.394575,0.460282,0.324721,0.325311,0.34497,0.317338,0.270564,0.262029,0.301084,0.410568,0.476871,0.337279,0.332342,0.35109,0.32204,0.276134,0.26646,0.303805,0.405667,0.463037,0.341357,0.332249,0.346306,0.324627,0.279845,0.269858,0.306018,cluster3
0.319163,0.26688,0.290971,0.310865,0.253191,0.278237,0.455902,0.393542,0.407315,0.319735,0.265794,0.29376,0.319957,0.263345,0.290148,0.477567,0.413364,0.4246,0.322439,0.268815,0.3015,0.326965,0.271764,0.298303,0.487208,0.42418,0.435836,cluster3
0.340097,0.31155,0.331685,0.37462,0.337876,0.358561,0.445727,0.402895,0.419598,0.325766,0.298466,0.319079,0.365853,0.328369,0.35003,0.448839,0.406127,0.422462,0.355242,0.326157,0.345138,0.35807,0.322404,0.343942,0.432323,0.391518,0.410066,cluster3
0.383506,0.327768,0.358944,0.389411,0.333035,0.364959,0.387569,0.331577,0.364053,0.387943,0.332169,0.364861,0.385525,0.330643,0.365653,0.390345,0.336655,0.37247,0.390282,0.333281,0.367009,0.385396,0.32861,0.364414,0.391805,0.336167,0.371925,cluster3
0.465382,0.383686,0.399669,0.467111,0.384756,0.401,0.462547,0.383312,0.400879,0.463497,0.384933,0.401418,0.467345,0.38674,0.403632,0.461288,0.383946,0.400106,0.450967,0.379772,0.400211,0.458882,0.38363,0.405042,0.454347,0.379281,0.399873,cluster3
0.427883,0.378307,0.390182,0.393131,0.345619,0.360164,0.366253,0.323456,0.342274,0.444441,0.398004,0.407491,0.428097,0.381851,0.394053,0.412264,0.368767,0.381728,0.488884,0.441303,0.453879,0.470264,0.426488,0.437799,0.453686,0.413439,0.42584,cluster3
0.316191,0.295369,0.306474,0.382607,0.342273,0.339341,0.426296,0.376039,0.365824,0.458544,0.406402,0.394386,0.469841,0.413398,0.397079,0.463522,0.407397,0.393323,0.515257,0.449667,0.440394,0.515343,0.449807,0.439964,0.502036,0.439616,0.428108,cluster3
0.459298,0.406217,0.422246,0.360774,0.298565,0.308769,0.353033,0.302509,0.313124,0.40323,0.34599,0.356437,0.443363,0.370119,0.375417,0.427825,0.370295,0.376298,0.619424,0.536988,0.540432,0.602735,0.519021,0.518023,0.600436,0.528691,0.526526,cluster3
0.275672,0.211363,0.229454,0.314824,0.238839,0.251502,0.325404,0.253112,0.266001,0.585558,0.460785,0.456025,0.617748,0.488064,0.480321,0.627013,0.504082,0.49507,0.765103,0.614986,0.593964,0.793635,0.642005,0.618913,0.763209,0.615062,0.590513,cluster1
0.208581,0.18039,0.191873,0.145411,0.118654,0.129518,0.183273,0.150888,0.165413,0.855381,0.814878,0.80947,0.846583,0.80602,0.799945,0.687423,0.644575,0.639657,0.610065,0.565678,0.563365,0.716943,0.672427,0.667712,0.708833,0.663918,0.659145,cluster1
0.249762,0.224826,0.254391,0.169179,0.152342,0.171873,0.212135,0.199807,0.215571,0.170964,0.156286,0.173703,0.576849,0.551549,0.555666,0.735836,0.712064,0.713371,0.182849,0.170171,0.183998,0.756234,0.733078,0.734378,0.791783,0.767054,0.766058,cluster3
0.2623,0.238732,0.270098,0.4354,0.387428,0.413974,0.509701,0.458475,0.4819,0.240563,0.220882,0.252686,0.442287,0.393487,0.417702,0.535348,0.483131,0.50255,0.248824,0.233126,0.26606,0.464739,0.414829,0.436462,0.547219,0.494949,0.512655,cluster3
0.217034,0.209545,0.242975,0.416325,0.361173,0.365854,0.494328,0.420207,0.415504,0.215372,0.212289,0.246961,0.460399,0.392295,0.392372,0.473319,0.401345,0.398032,0.224311,0.216116,0.248172,0.446944,0.382416,0.38566,0.46148,0.391233,0.388078,cluster3
0.374275,0.363475,0.406947,0.389983,0.376363,0.416662,0.40326,0.386375,0.42469,0.354458,0.348993,0.394172,0.370469,0.362369,0.403731,0.384112,0.372557,0.412343,0.315255,0.320372,0.371045,0.338853,0.339926,0.387582,0.357469,0.35443,0.396864,cluster3
0.323756,0.342858,0.382014,0.351821,0.369386,0.413898,0.297312,0.312293,0.354618,0.327448,0.346492,0.386536,0.350409,0.367712,0.411574,0.29406,0.309069,0.350208,0.33067,0.349791,0.3902,0.348664,0.366089,0.40919,0.292417,0.307957,0.348572,cluster3
0.369002,0.323501,0.358634,0.378729,0.33288,0.367812,0.382937,0.337445,0.370787,0.365599,0.319497,0.353909,0.37058,0.323453,0.357197,0.371689,0.326139,0.357671,0.354535,0.311689,0.346108,0.35905,0.31426,0.348269,0.356797,0.312162,0.345615,cluster3
