r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,r49,g49,b49,r50,g50,b50,r51,g51,b51,r52,g52,b52,r53,g53,b53,r54,g54,b54,r55,g55,b55,r56,g56,b56,r57,g57,b57,r58,g58,b58,r59,g59,b59,r60,g60,b60,r61,g61,b61,r62,g62,b62,r63,g63,b63,r64,g64,b64,r65,g65,b65,r66,g66,b66,r67,g67,b67,r68,g68,b68,r69,g69,b69,r70,g70,b70,r71,g71,b71,r72,g72,b72,r73,g73,b73,r74,g74,b74,r75,g75,b75,r76,g76,b76,r77,g77,b77,r78,g78,b78,r79,g79,b79,r80,g80,b80,r81,g81,b81,r82,g82,b82,r83,g83,b83,r84,g84,b84,r85,g85,b85,r86,g86,b86,r87,g87,b87,r88,g88,b88,r89,g89,b89,r90,g90,b90,r91,g91,b91,r92,g92,b92,r93,g93,b93,r94,g94,b94,r95,g95,b95,r96,g96,b96,r97,g97,b97,r98,g98,b98,r99,g99,b99,r100,g100,b100,r101,g101,b101,r102,g102,b102,r103,g103,b103,r104,g104,b104,r105,g105,b105,r106,g106,b106,r107,g107,b107,r108,g108,b108,r109,g109,b109,r110,g110,b110,r111,g111,b111,r112,g112,b112,r113,g113,b113,r114,g114,b114,r115,g115,b115,r116,g116,b116,r117,g117,b117,r118,g118,b118,r119,g119,b119,r120,g120,b120,r121,g121,b121,r122,g122,b122,r123,g123,b123,r124,g124,b124,r125,g125,b125,r126,g126,b126,r127,g127,b127,r128,g128,b128,r129,g129,b129,r130,g130,b130,r131,g131,b131,r132,g132,b132,r133,g133,b133,r134,g134,b134,r135,g135,b135,r136,g136,b136,r137,g137,b137,r138,g138,b138,r139,g139,b139,r140,g140,b140,r141,g141,b141,r142,g142,b142,r143,g143,b143,r144,g144,b144,r145,g145,b145,r146,g146,b146,r147,g147,b147,r148,g148,b148,r149,g149,b149,r150,g150,b150,r151,g151,b151,r152,g152,b152,r153,g153,b153,r154,g154,b154,r155,g155,b155,r156,g156,b156,r157,g157,b157,r158,g158,b158,r159,g159,b159,r160,g160,b160,r161,g161,b161,r162,g162,b162,r163,g163,b163,r164,g164,b164,r165,g165,b165,r166,g166,b166,r167,g167,b167,r168,g168,b168,r169,g169,b169,r170,g170,b170,r171,g171,b171,r172,g172,b172,r173,g173,b173,r174,g174,b174,r175,g175,b175,r176,g176,b176,r177,g177,b177,r178,g178,b178,r179,g179,b179,r180,g180,b180,r181,g181,b181,r182,g182,b182,r183,g183,b183,r184,g184,b184,r185,g185,b185,r186,g186,b186,r187,g187,b187,r188,g188,b188,r189,g189,b189,r190,g190,b190,r191,g191,b191,r192,g192,b192,r193,g193,b193,r194,g194,b194,r195,g195,b195,r196,g196,b196,r197,g197,b197,r198,g198,b198,r199,g199,b199,r200,g200,b200,r201,g201,b201,r202,g202,b202,r203,g203,b203,r204,g204,b204,r205,g205,b205,r206,g206,b206,r207,g207,b207,r208,g208,b208,r209,g209,b209,r210,g210,b210,r211,g211,b211,r212,g212,b212,r213,g213,b213,r214,g214,b214,r215,g215,b215,r216,g216,b216,r217,g217,b217,r218,g218,b218,r219,g219,b219,r220,g220,b220,r221,g221,b221,r222,g222,b222,r223,g223,b223,r224,g224,b224,cluster
0.499169,0.477866,0.496523,0.423692,0.406452,0.42734,0.371168,0.347447,0.370015,0.345564,0.311752,0.33451,0.359769,0.303179,0.324243,0.409832,0.314857,0.330099,0.491562,0.342002,0.348719,0.58835,0.383672,0.380778,0.650758,0.422768,0.413636,0.667257,0.443192,0.432409,0.64535,0.44611,0.436992,0.595517,0.429015,0.425661,0.54238,0.409727,0.41167,0.505278,0.404628,0.412302,0.464288,0.387388,0.397109,0.613323,0.586085,0.603654,0.566197,0.54061,0.559674,0.502696,0.480107,0.500056,0.438745,0.412629,0.433747,0.402337,0.366329,0.387001,0.408485,0.345599,0.362371,0.463885,0.355325,0.365093,0.538373,0.390397,0.394555,0.599584,0.423034,0.419909,0.608877,0.433871,0.430355,0.590459,0.424915,0.419937,0.541002,0.404574,0.402903,0.490208,0.381239,0.384955,0.465867,0.378088,0.384411,0.451637,0.375187,0.383648,0.640348,0.612966,0.628645,0.636959,0.608367,0.625513,0.613564,0.5865,0.604816,0.57375,0.546824,0.565604,0.519008,0.493293,0.512008,0.481577,0.446306,0.462308,0.483928,0.423915,0.437124,0.513823,0.425157,0.435051,0.54572,0.435638,0.442242,0.551676,0.431065,0.435363,0.535975,0.413095,0.417022,0.481773,0.381583,0.386221,0.432525,0.35269,0.359623,0.411746,0.341954,0.350573,0.399598,0.334234,0.34543,0.640333,0.61267,0.626821,0.642659,0.615374,0.631072,0.637419,0.611226,0.628074,0.62862,0.603311,0.621367,0.616401,0.590292,0.608343,0.579165,0.552599,0.569086,0.542475,0.512438,0.527363,0.526156,0.483832,0.496017,0.510076,0.45397,0.466819,0.498147,0.430082,0.441638,0.469008,0.397923,0.408306,0.428905,0.36294,0.373075,0.40108,0.340231,0.349683,0.381674,0.320041,0.330382,0.373628,0.317284,0.330191,0.585479,0.560645,0.572672,0.626938,0.600703,0.614927,0.641311,0.615518,0.63143,0.639904,0.615641,0.632619,0.638294,0.615934,0.635088,0.630285,0.607001,0.625454,0.611997,0.583547,0.600832,0.568058,0.539581,0.555739,0.520847,0.493415,0.50988,0.465002,0.436566,0.453003,0.427326,0.392945,0.407616,0.393021,0.353086,0.365494,0.374998,0.328561,0.339358,0.36729,0.318888,0.331683,0.351893,0.299888,0.314303,0.458087,0.438484,0.44962,0.543366,0.520778,0.533705,0.606,0.583462,0.597825,0.631602,0.609309,0.625373,0.635531,0.614529,0.632119,0.632983,0.612308,0.62987,0.631684,0.608807,0.625876,0.612564,0.589821,0.606807,0.562921,0.540988,0.559386,0.50161,0.481898,0.500407,0.433752,0.416205,0.433859,0.380569,0.363982,0.378305,0.34782,0.325974,0.337531,0.33614,0.303871,0.312623,0.328316,0.289051,0.301676,0.338376,0.321379,0.331844,0.399413,0.379681,0.391477,0.483084,0.461683,0.47345,0.565278,0.543135,0.55646,0.608806,0.587761,0.602432,0.624452,0.603792,0.618128,0.62736,0.606977,0.621476,0.620484,0.602059,0.616359,0.602621,0.585106,0.600236,0.558449,0.541718,0.558185,0.488515,0.473965,0.491085,0.41415,0.40235,0.417262,0.351715,0.340703,0.354359,0.316758,0.303839,0.316277,0.295841,0.27607,0.286547,0.313294,0.292446,0.303658,0.318418,0.29822,0.306196,0.362181,0.339834,0.347666,0.428798,0.405927,0.415093,0.516343,0.492904,0.50401,0.582164,0.560365,0.571998,0.611162,0.590146,0.602796,0.618607,0.601282,0.612752,0.617729,0.602595,0.613273,0.609177,0.594453,0.605411,0.578777,0.564126,0.575422,0.517309,0.503453,0.516874,0.440629,0.429536,0.443634,0.362976,0.355008,0.369768,0.312756,0.305286,0.319627,0.346386,0.31372,0.323947,0.331117,0.303324,0.310435,0.319059,0.294056,0.299757,0.330174,0.305785,0.312094,0.379415,0.355847,0.362725,0.456691,0.433948,0.442397,0.538589,0.51693,0.526418,0.591602,0.571947,0.581529,0.61537,0.597746,0.606925,0.621542,0.605212,0.615128,0.617179,0.600444,0.6105,0.605705,0.588721,0.60051,0.561958,0.544301,0.557009,0.495658,0.478728,0.493439,0.431034,0.415115,0.429395,0.393229,0.344059,0.355073,0.37205,0.330375,0.338383,0.343482,0.311325,0.318063,0.316198,0.292272,0.297251,0.301015,0.281995,0.28786,0.331556,0.312886,0.319911,0.391777,0.373136,0.380242,0.47616,0.456524,0.465918,0.549639,0.52928,0.540259,0.595184,0.575276,0.586742,0.613151,0.594003,0.605675,0.618215,0.600075,0.611153,0.611817,0.593512,0.606574,0.594273,0.574009,0.588785,0.556965,0.535951,0.5517,0.429449,0.368874,0.380959,0.405192,0.35373,0.362121,0.372236,0.332868,0.337979,0.33364,0.30784,0.311423,0.302064,0.28604,0.291234,0.281648,0.270235,0.276434,0.288746,0.277691,0.284581,0.331814,0.318134,0.327181,0.409243,0.391698,0.403795,0.496906,0.476185,0.490984,0.565878,0.544264,0.55929,0.599752,0.578702,0.592904,0.608264,0.589082,0.603812,0.614378,0.593984,0.609118,0.607606,0.586553,0.602449,0.428476,0.368776,0.382045,0.414331,0.359207,0.367877,0.378376,0.33577,0.341995,0.33813,0.309572,0.314309,0.301127,0.284535,0.29033,0.278246,0.270024,0.276532,0.267913,0.263883,0.268539,0.271518,0.264492,0.271277,0.29481,0.283868,0.294433,0.355546,0.340671,0.354789,0.433206,0.414626,0.433348,0.501793,0.483016,0.503268,0.54907,0.531256,0.550904,0.582353,0.56413,0.582603,0.59056,0.573415,0.591285,0.385786,0.336655,0.355542,0.375224,0.328849,0.34597,0.362542,0.320758,0.334416,0.322149,0.294041,0.304681,0.289765,0.273413,0.283112,0.273244,0.26544,0.274879,0.26354,0.261354,0.269542,0.264664,0.264382,0.268963,0.272175,0.269166,0.275953,0.297439,0.288863,0.298516,0.332649,0.321206,0.335374,0.374754,0.362683,0.382562,0.432617,0.420326,0.442579,0.481498,0.469794,0.492375,0.520116,0.507692,0.529215,0.301656,0.271367,0.297374,0.305047,0.274708,0.298036,0.305881,0.27534,0.29385,0.277355,0.259539,0.276509,0.258425,0.248162,0.264657,0.260858,0.25347,0.266227,0.267987,0.260457,0.271138,0.280257,0.272183,0.279248,0.298994,0.289049,0.293628,0.308761,0.300309,0.303245,0.308962,0.301852,0.307936,0.305971,0.29966,0.311741,0.320832,0.31536,0.334309,0.355729,0.350048,0.372552,0.398276,0.391536,0.416473,0.23621,0.220935,0.255737,0.24603,0.228346,0.261685,0.240844,0.228593,0.255612,0.230027,0.224527,0.246697,0.233854,0.230437,0.249593,0.241319,0.239999,0.254299,0.251594,0.250461,0.260307,0.276166,0.268804,0.27589,0.298532,0.285251,0.29023,0.311631,0.297668,0.303316,0.320887,0.305415,0.311801,0.300735,0.292859,0.301034,0.284333,0.280841,0.292749,0.277569,0.275793,0.293501,0.29444,0.293548,0.317487,cluster1
0.378618,0.371294,0.39132,0.316638,0.312298,0.331581,0.28988,0.284563,0.302035,0.299901,0.285386,0.303176,0.321624,0.291111,0.309833,0.351523,0.300667,0.32129,0.379332,0.306677,0.326254,0.393404,0.308608,0.329743,0.420391,0.316711,0.335096,0.429655,0.316961,0.331866,0.431493,0.310073,0.32817,0.43857,0.306236,0.327313,0.432939,0.297696,0.324051,0.431026,0.297677,0.324225,0.432806,0.308927,0.337452,0.505695,0.491488,0.512137,0.437329,0.425665,0.445915,0.361826,0.355008,0.376305,0.303287,0.29996,0.321454,0.287571,0.279424,0.300587,0.304528,0.282224,0.303959,0.330162,0.288655,0.309761,0.362262,0.298913,0.31836,0.382713,0.300624,0.319792,0.416297,0.311941,0.32693,0.416943,0.303647,0.319578,0.422025,0.297144,0.314462,0.428805,0.291164,0.31481,0.441233,0.296145,0.32218,0.45806,0.308513,0.334217,0.579311,0.563523,0.583803,0.550601,0.535161,0.555332,0.50087,0.486833,0.508476,0.422159,0.41091,0.432758,0.349633,0.342722,0.366231,0.306499,0.300492,0.325338,0.302269,0.287761,0.311621,0.322986,0.287329,0.309396,0.366243,0.306033,0.319938,0.377661,0.298504,0.315739,0.390736,0.294871,0.313782,0.411083,0.292245,0.310865,0.418316,0.286176,0.308979,0.433685,0.291512,0.315913,0.480349,0.315926,0.337551,0.593253,0.578409,0.596503,0.59351,0.578076,0.596416,0.579525,0.563966,0.583416,0.55078,0.534748,0.555076,0.490252,0.474677,0.497002,0.405334,0.392662,0.415258,0.345314,0.333592,0.358522,0.317485,0.3025,0.328879,0.3284,0.297773,0.321745,0.356422,0.300771,0.31712,0.39038,0.309569,0.324516,0.407509,0.30111,0.320386,0.424921,0.298553,0.320418,0.453916,0.306965,0.327716,0.492835,0.325205,0.342298,0.577289,0.560849,0.576982,0.592853,0.576251,0.592801,0.596759,0.581168,0.599217,0.595116,0.577816,0.595818,0.581299,0.561596,0.579883,0.546334,0.525283,0.545716,0.47724,0.456843,0.478882,0.403468,0.384639,0.409273,0.350865,0.332214,0.358113,0.342406,0.312865,0.338557,0.349139,0.299951,0.326089,0.396219,0.313974,0.333958,0.422091,0.31288,0.335717,0.463898,0.323194,0.34381,0.516701,0.346648,0.359537,0.495655,0.479841,0.492885,0.564541,0.547276,0.56095,0.591701,0.573513,0.590008,0.596433,0.579862,0.596453,0.594573,0.576776,0.593379,0.591877,0.57191,0.590163,0.575199,0.554633,0.574085,0.535452,0.515216,0.537576,0.464816,0.44582,0.46885,0.398536,0.379769,0.405411,0.360698,0.334,0.358917,0.367197,0.322405,0.346722,0.384377,0.312352,0.338629,0.448566,0.338729,0.357843,0.483548,0.348884,0.366952,0.368075,0.357296,0.369605,0.45211,0.436644,0.449021,0.535855,0.518039,0.531362,0.581776,0.563891,0.579546,0.592922,0.574746,0.591332,0.589477,0.571882,0.5888,0.586113,0.568277,0.58598,0.581251,0.563492,0.582552,0.566481,0.548693,0.568983,0.52294,0.503869,0.526687,0.453103,0.432937,0.45496,0.399595,0.375919,0.398725,0.388678,0.351897,0.374723,0.40649,0.341032,0.36509,0.455333,0.355541,0.374314,0.29206,0.286019,0.299388,0.335791,0.323719,0.339634,0.395408,0.381177,0.395661,0.482393,0.464396,0.479625,0.552029,0.534584,0.550426,0.576436,0.559358,0.5776,0.580251,0.563611,0.581974,0.574414,0.559314,0.578794,0.577022,0.560899,0.580276,0.574934,0.558746,0.578765,0.55565,0.538098,0.559996,0.500446,0.480838,0.503058,0.439662,0.41367,0.436742,0.408462,0.372373,0.397159,0.412645,0.363948,0.387685,0.274232,0.269864,0.284891,0.285465,0.27535,0.292467,0.302119,0.287962,0.309539,0.343451,0.327033,0.346086,0.406593,0.390773,0.409167,0.493395,0.476882,0.495591,0.547161,0.5323,0.551946,0.563722,0.548769,0.570078,0.561698,0.547515,0.567919,0.566623,0.551874,0.571989,0.569303,0.554625,0.575324,0.564133,0.548281,0.569251,0.529727,0.511011,0.533158,0.478698,0.453378,0.476537,0.436064,0.398746,0.42553,0.270214,0.261792,0.278369,0.272082,0.263995,0.28271,0.279963,0.268317,0.286893,0.284731,0.269378,0.291258,0.310656,0.293803,0.316416,0.349304,0.335705,0.356049,0.419026,0.406144,0.42702,0.495423,0.483242,0.504574,0.531378,0.520441,0.542243,0.544137,0.532299,0.553479,0.547668,0.535653,0.556057,0.562793,0.548673,0.56842,0.564494,0.549709,0.570529,0.545765,0.53017,0.550511,0.497976,0.478252,0.500182,0.275989,0.262432,0.280473,0.27589,0.261452,0.281029,0.278303,0.263627,0.284016,0.285224,0.269625,0.290648,0.281875,0.267579,0.28784,0.284881,0.271331,0.290961,0.307993,0.295541,0.316016,0.352787,0.344072,0.363349,0.425884,0.416206,0.438076,0.487044,0.478776,0.499624,0.519461,0.510831,0.531313,0.531763,0.521482,0.54195,0.540041,0.52867,0.54756,0.54759,0.534866,0.553021,0.549201,0.534488,0.553824,0.320855,0.291481,0.309688,0.301791,0.278819,0.299524,0.305073,0.278819,0.297688,0.302542,0.278462,0.297898,0.298289,0.279474,0.298814,0.287349,0.27285,0.291485,0.270862,0.259067,0.277667,0.271314,0.261544,0.282149,0.30484,0.2964,0.317708,0.360253,0.35361,0.3742,0.43991,0.432258,0.453772,0.491961,0.484495,0.504868,0.514645,0.506416,0.527213,0.515893,0.507708,0.527739,0.531799,0.52075,0.53819,0.355684,0.310763,0.32631,0.342126,0.304017,0.320804,0.351062,0.310741,0.328324,0.330454,0.298287,0.317791,0.342813,0.310319,0.328156,0.310487,0.288266,0.306834,0.299644,0.282548,0.300885,0.267527,0.25665,0.277025,0.24941,0.241719,0.264446,0.26565,0.258614,0.280708,0.31449,0.309265,0.330395,0.385486,0.379667,0.40058,0.453283,0.447071,0.468311,0.491581,0.4846,0.506032,0.509698,0.501908,0.521522,0.358488,0.311836,0.327036,0.371608,0.320799,0.335326,0.375919,0.325054,0.340641,0.378748,0.328846,0.345476,0.362678,0.321793,0.338808,0.343314,0.31146,0.331069,0.320723,0.296466,0.316449,0.287612,0.271814,0.292553,0.268631,0.257528,0.27972,0.24313,0.236883,0.261192,0.246018,0.240911,0.265622,0.277394,0.272509,0.296831,0.3374,0.333341,0.354896,0.406378,0.399691,0.421994,0.462514,0.455763,0.476848,0.358953,0.312368,0.325857,0.35129,0.30589,0.32164,0.375868,0.325468,0.340788,0.383382,0.328348,0.344341,0.369349,0.322156,0.337007,0.366023,0.323644,0.340265,0.329965,0.300055,0.319263,0.309061,0.285574,0.306357,0.275848,0.263013,0.284581,0.262483,0.254254,0.277037,0.257039,0.252328,0.275314,0.241651,0.23835,0.264231,0.253473,0.24997,0.276578,0.300866,0.29507,0.320083,0.360051,0.354039,0.376155,cluster1
0.486935,0.458427,0.470772,0.433294,0.4053,0.418117,0.397699,0.36955,0.385013,0.384096,0.352141,0.370337,0.375147,0.341201,0.361171,0.367349,0.330149,0.35023,0.374324,0.330871,0.352108,0.382713,0.333874,0.353924,0.390268,0.338351,0.359401,0.408548,0.347878,0.369141,0.420716,0.355933,0.376867,0.422404,0.356315,0.376111,0.435646,0.365267,0.380745,0.451342,0.377588,0.388425,0.459932,0.384961,0.393921,0.578291,0.552881,0.562531,0.537229,0.510588,0.521098,0.478729,0.451829,0.462464,0.428124,0.399962,0.412277,0.395038,0.365927,0.380213,0.371867,0.341543,0.357368,0.36119,0.332705,0.349433,0.359752,0.326124,0.341468,0.374805,0.330932,0.347415,0.411484,0.352952,0.368739,0.437912,0.369255,0.384339,0.454208,0.376962,0.391494,0.460937,0.37973,0.391552,0.457013,0.377046,0.386993,0.455791,0.376357,0.385184,0.591056,0.570218,0.58018,0.591848,0.569133,0.578736,0.569352,0.543944,0.554841,0.527234,0.500436,0.511919,0.458326,0.432375,0.443179,0.401131,0.377071,0.388947,0.367868,0.34453,0.358764,0.355335,0.331275,0.345135,0.358909,0.330423,0.344702,0.378791,0.340152,0.354663,0.413639,0.357232,0.369586,0.435804,0.367883,0.380054,0.468903,0.384973,0.393291,0.476701,0.389026,0.396593,0.462942,0.379843,0.388722,0.549595,0.534057,0.546525,0.578344,0.560046,0.571349,0.59085,0.570753,0.581865,0.586913,0.564071,0.575853,0.559122,0.534192,0.547222,0.501601,0.477694,0.490357,0.436847,0.414118,0.426608,0.387078,0.366692,0.378451,0.357961,0.339301,0.351875,0.353269,0.332582,0.345822,0.369369,0.338143,0.350866,0.384946,0.343621,0.356169,0.411916,0.355434,0.36526,0.429275,0.36193,0.372112,0.441911,0.36694,0.378369,0.452617,0.445487,0.460143,0.513771,0.501536,0.514955,0.556826,0.540524,0.552557,0.584945,0.565398,0.576946,0.595178,0.573883,0.585147,0.581586,0.558503,0.571929,0.543866,0.521099,0.53518,0.477837,0.45696,0.469996,0.41173,0.393603,0.405619,0.363271,0.347434,0.358398,0.342205,0.326481,0.338393,0.338449,0.318657,0.331583,0.354303,0.326344,0.338793,0.373036,0.333055,0.343117,0.394263,0.342266,0.353936,0.313287,0.315204,0.333187,0.396856,0.393468,0.409689,0.475806,0.466327,0.48045,0.53358,0.518354,0.531035,0.572669,0.554366,0.565219,0.593862,0.57384,0.585792,0.595094,0.574416,0.588467,0.573574,0.551927,0.56683,0.519304,0.499199,0.51369,0.444995,0.427108,0.439389,0.375768,0.362323,0.375935,0.335319,0.323968,0.337993,0.326297,0.311027,0.325505,0.329585,0.304717,0.317957,0.340916,0.309837,0.324114,0.205704,0.21473,0.234965,0.259946,0.264088,0.283188,0.34573,0.342875,0.359654,0.4347,0.42549,0.439715,0.510279,0.496496,0.508827,0.559315,0.542232,0.554565,0.586296,0.567921,0.580358,0.600264,0.580297,0.593334,0.593106,0.572088,0.586899,0.554424,0.533461,0.547158,0.487243,0.468984,0.482483,0.411336,0.395934,0.409159,0.361211,0.347655,0.362657,0.329087,0.316173,0.332749,0.327499,0.306855,0.322456,0.173694,0.18353,0.205064,0.191354,0.199597,0.22044,0.229514,0.233295,0.252912,0.295745,0.294164,0.311624,0.387908,0.380044,0.393894,0.481174,0.467223,0.478484,0.540366,0.523195,0.53439,0.580917,0.561348,0.57184,0.604305,0.583505,0.595397,0.600951,0.579723,0.592097,0.580503,0.558713,0.571832,0.530748,0.510649,0.52337,0.465366,0.447085,0.459112,0.400563,0.385063,0.397594,0.36313,0.348281,0.362857,0.1524,0.164518,0.189569,0.161198,0.173061,0.195975,0.181164,0.19008,0.207797,0.208091,0.213799,0.23098,0.262704,0.261251,0.276175,0.34554,0.337557,0.349328,0.436556,0.422772,0.431561,0.52302,0.504803,0.512358,0.573473,0.552422,0.561172,0.595335,0.57372,0.583055,0.604677,0.582529,0.593504,0.59344,0.571443,0.583474,0.561764,0.540065,0.55094,0.515178,0.494909,0.505629,0.459414,0.440804,0.451699,0.146276,0.158093,0.183019,0.160887,0.171347,0.19271,0.166575,0.178211,0.195903,0.178731,0.189684,0.204451,0.204827,0.20863,0.222692,0.254532,0.250811,0.262877,0.317259,0.308132,0.317316,0.401861,0.387951,0.395785,0.492307,0.473874,0.480507,0.558111,0.537401,0.545389,0.590797,0.568305,0.577417,0.600535,0.578388,0.588203,0.596689,0.574508,0.584512,0.584071,0.561564,0.572138,0.552343,0.530123,0.539913,0.164375,0.172112,0.194593,0.16208,0.173006,0.192624,0.162213,0.173154,0.191639,0.176652,0.185292,0.201441,0.193241,0.198169,0.214204,0.22129,0.221488,0.232645,0.255127,0.248365,0.259506,0.314226,0.300145,0.31139,0.380377,0.363956,0.371642,0.456171,0.437429,0.445554,0.531227,0.509816,0.518462,0.579247,0.556592,0.566164,0.599661,0.576963,0.585994,0.599727,0.57782,0.586747,0.592568,0.570683,0.580729,0.172119,0.180592,0.202162,0.181133,0.18589,0.20479,0.172066,0.179661,0.199075,0.165566,0.176044,0.195428,0.18562,0.191441,0.211161,0.213307,0.213432,0.229585,0.229595,0.226833,0.242756,0.27069,0.260119,0.273331,0.312564,0.296621,0.30748,0.360589,0.34199,0.351537,0.42376,0.402535,0.409889,0.496052,0.474503,0.483251,0.559724,0.537166,0.548102,0.588984,0.567641,0.57758,0.599319,0.578119,0.587865,0.169395,0.179421,0.203901,0.177434,0.18395,0.204311,0.164725,0.176366,0.194115,0.169701,0.178741,0.196845,0.171144,0.180849,0.201509,0.190755,0.195191,0.215972,0.204608,0.207134,0.226112,0.23646,0.233118,0.251018,0.269231,0.260172,0.274611,0.298583,0.282343,0.295054,0.33787,0.316383,0.326202,0.386429,0.364883,0.372071,0.454831,0.432269,0.441737,0.525537,0.502931,0.513914,0.573059,0.551093,0.562067,0.166323,0.176712,0.201142,0.16089,0.173114,0.197,0.161438,0.173185,0.194437,0.170369,0.181771,0.199622,0.175461,0.186354,0.202424,0.178789,0.189068,0.204652,0.18689,0.194442,0.211822,0.212063,0.213523,0.232438,0.236506,0.232042,0.248966,0.259187,0.251583,0.265149,0.289181,0.273766,0.286149,0.314998,0.293767,0.303533,0.356643,0.332905,0.340677,0.416051,0.392357,0.398654,0.48326,0.459868,0.467857,0.178078,0.184835,0.206636,0.178439,0.182903,0.206534,0.181653,0.184217,0.207429,0.198766,0.19588,0.21587,0.211921,0.205911,0.221012,0.205734,0.206202,0.219365,0.212591,0.211634,0.226315,0.209882,0.210786,0.226465,0.221595,0.218233,0.23482,0.236517,0.231631,0.247153,0.261906,0.252284,0.265267,0.28895,0.274955,0.282346,0.311202,0.291427,0.297843,0.341235,0.317452,0.322863,0.382573,0.359156,0.363276,cluster1
