r, g, b
0.09607855727235687, 0.10085330653439177, 0.10508414738457575
0.8422253648642327, 0.8374069509549019, 0.8389590279301475
0.09832049883160057, 0.1397280347065225, 0.16446813662160867
0.462322814290708, 0.4243579522257954, 0.4221633537602805
0.13656475976502844, 0.1499132093164411, 0.17563885355839465
0.12299676350455814, 0.161596998953003, 0.1805016937422114
0.15229666840849512, 0.18464424312890146, 0.1839998139473867
0.1402212565293006, 0.16795664731306564, 0.17961477676128848
0.34324799157419467, 0.16474631833370074, 0.2348940048652299
0.19774777030438967, 0.2044169347173988, 0.19522121204470613
0.5449804099719407, 0.5288073421968712, 0.5358034340134694
0.8359503164639134, 0.8338969254269978, 0.8348671789274867
0.42680660962997147, 0.40259381302011105, 0.3936554223448549
0.5533637946815992, 0.5117505083308935, 0.5111285782253058
0.14792202803460242, 0.13951407169172902, 0.14733507886664277
0.48948672969001794, 0.43122571250459923, 0.4319292999451431
0.3074505426610554, 0.2643926350091248, 0.27154182136729454
0.33709143967132427, 0.32868933363105457, 0.3337874802095826
0.630957613817632, 0.8021494937435184, 0.9064566509277331
0.6569197675342433, 0.6263582094981124, 0.6323403740374541
0.09265465874583607, 0.10071436822077401, 0.12442260652680055
0.7262048254775413, 0.7254307752514785, 0.7307688125079995
0.12153499616290128, 0.16235351971575143, 0.15273937872228602
0.06684399681806895, 0.057845640359350144, 0.06492495920947021
0.13412371017847288, 0.17606542075031298, 0.16426468756325105
0.22909200298107185, 0.24792709048583803, 0.22442942108232775
0.10025140934211747, 0.11059688822727293, 0.1353524576030887
0.11010923865746922, 0.1138982277404941, 0.12900831145714406
0.34893113143143245, 0.3380091450514076, 0.3427553302718359
0.2624534687342322, 0.24589193353269956, 0.23131701999542292
0.3255147359328416, 0.2927384087346414, 0.2768911316613579
0.3146082592325033, 0.2755560108995208, 0.2650426145675836
0.14404993324253457, 0.14322576223064187, 0.16891164405825576
0.13836439134218825, 0.16309999608227851, 0.16918592894919657
0.15148653230960998, 0.2122262373000156, 0.17176242833523395
0.2124719889625414, 0.22567194858747364, 0.21655950845611113
0.14533420953373602, 0.1789858092297797, 0.1896452625917235
0.21826324816557863, 0.19787250899584277, 0.20492409289736876
0.12651607644184082, 0.12496845750428899, 0.1433126994860921
0.2994746539701814, 0.1600112941053552, 0.22145086130482466
0.2831395735818617, 0.24609519051620576, 0.23559344258079018
0.3228635827210147, 0.29067025656429596, 0.2708052044043809
0.17140836328361697, 0.20209295904947733, 0.19982150549750102
0.1601024257470132, 0.14332408791273743, 0.15681929389677923
0.2208698242007782, 0.2309621518598341, 0.22804058820668824
0.24141883554948057, 0.23460121075641518, 0.2185500163455449
0.15140974552636852, 0.17750767728718853, 0.17489536046380255
0.20875502057179926, 0.17712458758432226, 0.20663974723662543
0.7242348604582197, 0.6975730915885843, 0.6988502860022742
0.29116711792273275, 0.2716568938810464, 0.2792054519575906
0.32832536891807873, 0.22601677372183154, 0.2817636681122088
0.28287139785128906, 0.24854492674085196, 0.24342987191303425
0.22336145450365366, 0.21678729739431535, 0.2595704599580155
0.1324514584679372, 0.1423109339152098, 0.16144053675225303
0.1982976632132846, 0.19944360206590878, 0.18579645660123625
0.24315157369803744, 0.2230464842785926, 0.24598877171535163
0.31045944390655206, 0.284606486946463, 0.2564955038891936
0.240988335772125, 0.2723780664342249, 0.22721624933533124
0.4136251251026437, 0.35221803656191236, 0.3381264616843658
0.387003421579609, 0.23718533613363993, 0.26878094338408776
0.3777801737510519, 0.30750716736625255, 0.2944939221382769
0.21713922951634937, 0.19383206773593234, 0.2103749169167081
0.14302739716498783, 0.1401351005369467, 0.1448142716611218
