r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,r49,g49,b49,r50,g50,b50,r51,g51,b51,r52,g52,b52,r53,g53,b53,r54,g54,b54,r55,g55,b55,r56,g56,b56,r57,g57,b57,r58,g58,b58,r59,g59,b59,r60,g60,b60,r61,g61,b61,r62,g62,b62,r63,g63,b63,r64,g64,b64,r65,g65,b65,r66,g66,b66,r67,g67,b67,r68,g68,b68,r69,g69,b69,r70,g70,b70,r71,g71,b71,r72,g72,b72,r73,g73,b73,r74,g74,b74,r75,g75,b75,r76,g76,b76,r77,g77,b77,r78,g78,b78,r79,g79,b79,r80,g80,b80,cluster
0.249076,0.257835,0.326103,0.245134,0.251546,0.304885,0.280692,0.27997,0.319837,0.363229,0.347863,0.382197,0.440822,0.419767,0.449303,0.469238,0.448364,0.471589,0.439495,0.412709,0.433021,0.427564,0.397994,0.4184,0.41731,0.388112,0.408996,0.201971,0.214005,0.273745,0.204312,0.21405,0.259736,0.243117,0.247684,0.288858,0.326454,0.318266,0.354435,0.414896,0.398181,0.428993,0.479496,0.456826,0.479923,0.505698,0.473547,0.494116,0.508155,0.472408,0.490305,0.491498,0.458004,0.475267,0.169022,0.184488,0.228693,0.177071,0.192079,0.238311,0.221356,0.229781,0.270534,0.297927,0.296454,0.33254,0.372799,0.361491,0.392489,0.486944,0.468528,0.495509,0.493751,0.466305,0.491125,0.465303,0.431856,0.453841,0.435828,0.405154,0.423837,0.160561,0.17926,0.218733,0.166883,0.185078,0.228544,0.199201,0.212291,0.252434,0.266866,0.270103,0.306386,0.351721,0.348415,0.383235,0.453926,0.442424,0.475485,0.445416,0.42645,0.457293,0.421088,0.39436,0.422524,0.414393,0.387826,0.412882,0.168516,0.188169,0.223026,0.16991,0.189866,0.227294,0.190046,0.20563,0.242058,0.228255,0.237729,0.272804,0.29118,0.297479,0.333237,0.389081,0.388852,0.423057,0.402602,0.393599,0.427209,0.376879,0.359753,0.389712,0.367974,0.347349,0.373428,0.174159,0.195715,0.228817,0.172268,0.193283,0.225806,0.186076,0.204619,0.237691,0.205557,0.222005,0.258212,0.229306,0.245174,0.284184,0.302581,0.312058,0.351887,0.358984,0.360632,0.400181,0.36566,0.359679,0.397624,0.347922,0.339716,0.372671,0.168523,0.192818,0.222414,0.174672,0.198874,0.229378,0.182345,0.20442,0.235378,0.191917,0.212671,0.246368,0.199989,0.218205,0.257193,0.220018,0.234973,0.275552,0.260404,0.271886,0.315627,0.284409,0.292532,0.334815,0.308029,0.310108,0.348295,0.167264,0.19091,0.217458,0.181665,0.205718,0.233487,0.184696,0.207138,0.236405,0.186188,0.20711,0.237553,0.185339,0.203909,0.237171,0.189573,0.206203,0.24432,0.199535,0.217256,0.257947,0.211363,0.226771,0.269023,0.220142,0.230803,0.27397,0.171153,0.19333,0.220616,0.183836,0.205977,0.231289,0.189051,0.210591,0.236468,0.189683,0.210458,0.236866,0.213578,0.23276,0.261577,0.219732,0.236186,0.268427,0.186371,0.201283,0.236713,0.194493,0.210781,0.250632,0.206134,0.220001,0.262187,cluster4
0.375841,0.353523,0.400265,0.384503,0.356104,0.396872,0.407704,0.372125,0.408435,0.435503,0.398651,0.429447,0.458716,0.423202,0.450406,0.481605,0.447297,0.471052,0.493876,0.46089,0.483421,0.504844,0.470818,0.493004,0.510512,0.475534,0.497157,0.349453,0.334301,0.381444,0.366307,0.344778,0.386788,0.396004,0.367424,0.404833,0.433808,0.400293,0.432979,0.45937,0.422898,0.450563,0.471387,0.434481,0.458427,0.479577,0.444444,0.466453,0.48491,0.450953,0.473187,0.489065,0.455444,0.477969,0.31257,0.309326,0.361906,0.340738,0.329674,0.376664,0.37507,0.355436,0.397268,0.416743,0.389905,0.425303,0.448522,0.415363,0.445638,0.467784,0.429602,0.454631,0.478783,0.439948,0.462094,0.482484,0.445675,0.466781,0.481767,0.447229,0.469081,0.2659,0.273004,0.333959,0.29507,0.293973,0.349669,0.33265,0.323034,0.370682,0.376736,0.359023,0.400145,0.413979,0.38943,0.424352,0.439571,0.407663,0.436731,0.45594,0.420743,0.446044,0.466746,0.430259,0.452556,0.470566,0.43511,0.456178,0.226969,0.242332,0.309536,0.244734,0.254211,0.320101,0.274463,0.275295,0.337293,0.317196,0.309676,0.363754,0.361086,0.3464,0.391404,0.395476,0.373718,0.411405,0.421448,0.395231,0.427543,0.440485,0.409211,0.436828,0.452172,0.419466,0.442547,0.204231,0.224683,0.292994,0.212954,0.229439,0.299287,0.227819,0.239463,0.310257,0.253915,0.260192,0.328381,0.289568,0.288729,0.349477,0.326528,0.318763,0.369144,0.362777,0.34841,0.38931,0.391199,0.371943,0.405843,0.414109,0.390209,0.419476,0.19324,0.215795,0.284684,0.196775,0.217201,0.286429,0.200587,0.218953,0.290804,0.209096,0.224898,0.298022,0.226548,0.238319,0.310823,0.250739,0.256886,0.32323,0.281904,0.282561,0.339437,0.323037,0.316805,0.364895,0.362309,0.349543,0.388115,0.187673,0.212193,0.282087,0.188958,0.212518,0.281569,0.189182,0.211691,0.28238,0.190517,0.211756,0.285954,0.194231,0.214134,0.290966,0.201127,0.219561,0.29687,0.21883,0.232425,0.30644,0.251828,0.258979,0.32345,0.296721,0.296016,0.349113,0.175726,0.20204,0.273382,0.178229,0.203693,0.274727,0.180243,0.205179,0.277019,0.181055,0.205197,0.27889,0.179611,0.203644,0.2803,0.179827,0.203298,0.282566,0.182999,0.20506,0.284451,0.198377,0.217096,0.29376,0.228651,0.239701,0.308678,cluster4
0.350864,0.345054,0.35937,0.313469,0.300657,0.317841,0.334999,0.316009,0.329312,0.484833,0.462864,0.47109,0.624413,0.599484,0.601976,0.648881,0.622433,0.62258,0.576076,0.547579,0.547403,0.581192,0.549363,0.551998,0.532221,0.502263,0.508404,0.291047,0.28645,0.30239,0.287508,0.274903,0.293604,0.31851,0.300337,0.316658,0.373735,0.350503,0.361204,0.478886,0.452412,0.456931,0.541154,0.515064,0.516821,0.472998,0.44664,0.449913,0.408703,0.380241,0.387666,0.389806,0.362353,0.373576,0.297776,0.287221,0.305236,0.314485,0.29869,0.318976,0.352114,0.330658,0.350701,0.390378,0.361229,0.376308,0.425902,0.392631,0.402134,0.457946,0.425102,0.432397,0.425021,0.392187,0.40333,0.389852,0.355008,0.371518,0.359066,0.327471,0.347038,0.315928,0.300906,0.320757,0.325249,0.308078,0.32779,0.355539,0.333963,0.353398,0.395098,0.366021,0.382736,0.434047,0.400611,0.41509,0.446687,0.412511,0.425984,0.405365,0.372528,0.389669,0.38277,0.348992,0.37161,0.365922,0.33437,0.360705,0.328764,0.309569,0.330073,0.334282,0.315312,0.333316,0.35114,0.330154,0.348056,0.377356,0.352378,0.369647,0.410913,0.383156,0.399993,0.424361,0.394639,0.412722,0.383266,0.355186,0.378605,0.35946,0.330447,0.358224,0.343893,0.317067,0.348198,0.340681,0.319276,0.336341,0.343833,0.321783,0.337377,0.353395,0.329897,0.346674,0.368298,0.343257,0.362607,0.386376,0.360152,0.383231,0.388948,0.360944,0.386466,0.352287,0.325082,0.356514,0.337998,0.313057,0.347366,0.323975,0.303086,0.33885,0.343085,0.319113,0.331858,0.349736,0.324108,0.337294,0.354218,0.327766,0.344323,0.360108,0.334825,0.355903,0.366942,0.341589,0.367256,0.364474,0.337855,0.367231,0.328061,0.302843,0.338481,0.318322,0.296413,0.333712,0.303514,0.284723,0.323119,0.347514,0.322753,0.333584,0.350509,0.323585,0.336825,0.343853,0.317138,0.334991,0.34063,0.314933,0.33648,0.349571,0.324117,0.347922,0.349372,0.323991,0.351701,0.312119,0.289031,0.323901,0.303363,0.2838,0.322646,0.286267,0.269297,0.310381,0.36125,0.335752,0.347722,0.360922,0.33426,0.349093,0.346786,0.3194,0.338529,0.334678,0.307994,0.331128,0.348386,0.322539,0.347413,0.34661,0.321872,0.349886,0.313943,0.290742,0.326024,0.305551,0.28523,0.32395,0.290801,0.272163,0.31285,cluster4
0.680705,0.621982,0.555567,0.56544,0.529726,0.455024,0.464914,0.454923,0.383455,0.412894,0.419544,0.346481,0.412816,0.424536,0.350627,0.354988,0.355841,0.328555,0.289769,0.280985,0.297465,0.257131,0.248562,0.271114,0.227057,0.220358,0.246997,0.691312,0.629431,0.566376,0.572258,0.53662,0.462047,0.465838,0.456574,0.384819,0.41809,0.424408,0.350783,0.408556,0.420365,0.34588,0.342598,0.344201,0.318602,0.27611,0.268001,0.283011,0.243929,0.237308,0.257996,0.220166,0.215595,0.240165,0.702358,0.636884,0.577909,0.581292,0.545189,0.470243,0.470587,0.461581,0.389821,0.438454,0.443946,0.369867,0.410378,0.422436,0.346731,0.332357,0.334851,0.309136,0.266997,0.257834,0.271695,0.235299,0.230384,0.25002,0.21903,0.214672,0.23781,0.706121,0.640203,0.580749,0.589333,0.552913,0.477225,0.482244,0.473315,0.400784,0.459525,0.464043,0.388837,0.421712,0.432739,0.355954,0.321954,0.323559,0.295276,0.262078,0.251107,0.264041,0.235905,0.229966,0.249432,0.220158,0.215705,0.238781,0.706259,0.641675,0.580989,0.596553,0.56133,0.484568,0.498174,0.490864,0.416376,0.474277,0.479234,0.402209,0.424141,0.43426,0.356506,0.316264,0.314285,0.28654,0.261099,0.247444,0.25997,0.241108,0.233163,0.252551,0.222184,0.217827,0.239816,0.692769,0.635751,0.565694,0.598197,0.567959,0.487344,0.50877,0.503194,0.424589,0.485881,0.491074,0.411574,0.425624,0.435567,0.356672,0.31566,0.311048,0.282829,0.262766,0.246237,0.258657,0.245591,0.236094,0.255073,0.224111,0.218348,0.240353,0.674518,0.625502,0.546909,0.587261,0.560164,0.476924,0.52459,0.519549,0.438453,0.493986,0.498883,0.417595,0.430658,0.441375,0.360363,0.31667,0.312486,0.283004,0.263738,0.24525,0.25665,0.244637,0.234255,0.251661,0.223108,0.216461,0.238407,0.651152,0.606862,0.524198,0.572422,0.547699,0.466282,0.520246,0.51491,0.433436,0.50427,0.508005,0.426318,0.427096,0.438275,0.358895,0.313637,0.309814,0.280899,0.264575,0.245845,0.257609,0.245193,0.234677,0.250231,0.222939,0.215294,0.236088,0.605502,0.548141,0.498988,0.530934,0.492519,0.448407,0.502678,0.482361,0.435466,0.490924,0.477715,0.431046,0.403254,0.398431,0.355613,0.294608,0.279726,0.275043,0.261093,0.238183,0.256677,0.249846,0.235991,0.252086,0.222469,0.21314,0.233028,cluster3
0.599735,0.559694,0.568925,0.673692,0.633057,0.633688,0.522705,0.487102,0.491551,0.339494,0.316348,0.332791,0.30353,0.291733,0.312415,0.234345,0.235486,0.256433,0.23497,0.237591,0.258982,0.262281,0.264695,0.285153,0.274473,0.281625,0.297621,0.578458,0.539679,0.548206,0.65081,0.610412,0.610037,0.483502,0.448263,0.451253,0.300913,0.27721,0.29034,0.263163,0.249232,0.26436,0.222471,0.22377,0.23792,0.22462,0.227806,0.243634,0.257085,0.260451,0.277056,0.265535,0.272784,0.287364,0.622221,0.583871,0.589758,0.709906,0.669944,0.666158,0.549968,0.515357,0.516064,0.385278,0.359508,0.371422,0.344152,0.328148,0.342063,0.303949,0.305481,0.317305,0.258424,0.26198,0.275307,0.253291,0.256748,0.271546,0.239458,0.246979,0.258892,0.642867,0.604059,0.60723,0.710204,0.670837,0.663813,0.48038,0.44651,0.447172,0.326892,0.301072,0.312657,0.28545,0.270501,0.284992,0.242536,0.24467,0.255847,0.222876,0.226698,0.239106,0.253992,0.257786,0.27234,0.254329,0.262854,0.276527,0.659647,0.621309,0.622262,0.720947,0.682884,0.673419,0.457938,0.425786,0.426275,0.332621,0.309212,0.325268,0.293083,0.279159,0.298742,0.239119,0.240655,0.255837,0.231457,0.234939,0.250544,0.248944,0.252594,0.264333,0.266036,0.273474,0.286255,0.673882,0.635809,0.634801,0.727135,0.690423,0.680933,0.446342,0.416193,0.417963,0.329823,0.309606,0.326101,0.274935,0.263802,0.282799,0.23666,0.237854,0.252588,0.230924,0.234225,0.250069,0.263434,0.266446,0.277151,0.299602,0.306284,0.319214,0.679846,0.643112,0.641606,0.722805,0.688544,0.680033,0.466295,0.438521,0.442287,0.337693,0.31682,0.328922,0.293656,0.281606,0.295341,0.260981,0.261126,0.27015,0.220195,0.222075,0.232546,0.250109,0.251792,0.264737,0.287236,0.293172,0.30744,0.670138,0.635853,0.635685,0.724438,0.691863,0.684878,0.526411,0.500193,0.504009,0.41319,0.394253,0.407133,0.369678,0.358836,0.373295,0.337702,0.337856,0.348226,0.291815,0.292949,0.30549,0.249423,0.251198,0.266751,0.24657,0.25304,0.270028,0.599611,0.565829,0.567832,0.618249,0.58814,0.584799,0.400576,0.376881,0.38371,0.312773,0.29667,0.313188,0.262121,0.254328,0.273754,0.229864,0.231478,0.248487,0.223172,0.226195,0.242637,0.245286,0.248448,0.265872,0.231212,0.237382,0.256198,cluster3
0.466079,0.44065,0.452964,0.594117,0.571476,0.577176,0.48709,0.472664,0.48323,0.385184,0.376561,0.393394,0.326741,0.3276,0.345891,0.2976,0.30524,0.324958,0.291531,0.30128,0.327766,0.276808,0.289553,0.316944,0.270466,0.284794,0.310785,0.472422,0.448319,0.461391,0.593669,0.573963,0.579916,0.473217,0.461108,0.472612,0.374708,0.368467,0.384974,0.321252,0.323016,0.342352,0.295629,0.30431,0.324193,0.290015,0.303576,0.329779,0.275954,0.291838,0.319349,0.267457,0.283032,0.309566,0.476489,0.454481,0.46794,0.58637,0.568182,0.574194,0.458821,0.445995,0.457507,0.371873,0.364899,0.380429,0.318925,0.319595,0.339118,0.294623,0.304297,0.323332,0.288689,0.303913,0.328148,0.271351,0.289345,0.315643,0.263906,0.28155,0.309232,0.476295,0.456655,0.470714,0.579722,0.560273,0.567286,0.447054,0.431488,0.443708,0.366593,0.358852,0.374319,0.318472,0.320059,0.338325,0.293605,0.305557,0.321565,0.286986,0.302846,0.326307,0.268509,0.287464,0.31446,0.261655,0.280838,0.309518,0.475615,0.457997,0.473077,0.573212,0.555313,0.564104,0.441282,0.425439,0.438714,0.365595,0.357135,0.374043,0.318,0.320405,0.338194,0.290159,0.302422,0.318893,0.284801,0.300748,0.324146,0.267616,0.286575,0.314623,0.259316,0.279398,0.308998,0.488008,0.471973,0.488268,0.566925,0.55067,0.559873,0.424055,0.409567,0.423299,0.36033,0.35256,0.370556,0.31427,0.317381,0.33626,0.285964,0.297794,0.317804,0.285334,0.299824,0.325072,0.267104,0.285621,0.314557,0.258363,0.278064,0.308437,0.486787,0.471396,0.487126,0.549636,0.535834,0.543794,0.421545,0.409361,0.422312,0.358383,0.352937,0.370724,0.309791,0.313933,0.334282,0.282985,0.293665,0.315441,0.283605,0.296357,0.32313,0.264891,0.2819,0.311972,0.259203,0.277599,0.308025,0.487654,0.471916,0.487329,0.528512,0.514788,0.523824,0.399765,0.388962,0.402533,0.3547,0.350518,0.369845,0.309677,0.314281,0.336224,0.279692,0.290066,0.314036,0.282382,0.293974,0.322096,0.265609,0.282099,0.312505,0.259428,0.277047,0.307167,0.487459,0.472281,0.488013,0.510289,0.497329,0.508776,0.39203,0.381665,0.397471,0.349849,0.346323,0.366192,0.307351,0.31275,0.334978,0.27944,0.289837,0.31564,0.284347,0.295395,0.324586,0.268788,0.283948,0.315971,0.264451,0.2804,0.312824,cluster3
0.517546,0.510347,0.533309,0.359726,0.355117,0.381631,0.184286,0.183249,0.211856,0.19066,0.192886,0.229392,0.174649,0.177649,0.213607,0.269521,0.273732,0.312391,0.309702,0.316018,0.35907,0.210053,0.21803,0.269601,0.279874,0.29038,0.351137,0.570962,0.563147,0.580018,0.614071,0.607704,0.622704,0.481271,0.478842,0.496011,0.372609,0.372746,0.392927,0.244646,0.246217,0.271211,0.194287,0.198574,0.233865,0.208947,0.216552,0.268854,0.215124,0.225468,0.285298,0.265261,0.277432,0.339018,0.43026,0.423993,0.442028,0.529263,0.523453,0.540197,0.60635,0.602417,0.61892,0.680438,0.679106,0.69451,0.62602,0.626009,0.641804,0.338303,0.340391,0.362649,0.167589,0.17314,0.214271,0.211357,0.222533,0.282851,0.265791,0.279412,0.339597,0.360527,0.3547,0.372529,0.297626,0.293223,0.316104,0.239305,0.236585,0.263746,0.325662,0.324311,0.346489,0.613444,0.613706,0.630457,0.60198,0.603979,0.621282,0.270485,0.275448,0.303627,0.18882,0.198883,0.250925,0.262724,0.276166,0.337632,0.493275,0.485321,0.495668,0.258338,0.253302,0.275476,0.183901,0.182973,0.221518,0.16153,0.162105,0.197826,0.312845,0.313891,0.337085,0.563577,0.566157,0.587174,0.385876,0.391009,0.41847,0.171293,0.182377,0.22827,0.25157,0.264855,0.323029,0.741572,0.732415,0.737822,0.452205,0.445313,0.456554,0.223911,0.22018,0.24271,0.193895,0.193874,0.225487,0.28956,0.289922,0.315844,0.47493,0.477578,0.504256,0.368365,0.37321,0.404469,0.187386,0.196946,0.240246,0.297257,0.308503,0.359861,0.631923,0.622802,0.630443,0.71093,0.702689,0.70983,0.608977,0.602877,0.614073,0.561515,0.558269,0.574869,0.470199,0.46781,0.487133,0.412189,0.413114,0.438455,0.314613,0.319736,0.357021,0.222304,0.230844,0.276958,0.351529,0.361374,0.411259,0.282141,0.275873,0.293344,0.347369,0.3408,0.353677,0.463383,0.457828,0.472695,0.547203,0.543323,0.559538,0.49535,0.492735,0.512724,0.31346,0.313303,0.34022,0.194284,0.199574,0.24446,0.175071,0.183784,0.236903,0.213784,0.223025,0.274741,0.312652,0.312247,0.350868,0.245238,0.244786,0.282986,0.216358,0.215671,0.24953,0.294323,0.294537,0.325385,0.407636,0.409484,0.443356,0.326437,0.330206,0.371086,0.234485,0.242341,0.296697,0.208421,0.219243,0.283972,0.207995,0.21967,0.284206,cluster3
0.418306,0.386808,0.41567,0.405304,0.381769,0.413056,0.391403,0.376529,0.415925,0.327044,0.317302,0.368437,0.259638,0.254601,0.314126,0.232652,0.2311,0.293296,0.232863,0.231241,0.28734,0.259643,0.259215,0.30304,0.304955,0.304172,0.328191,0.414349,0.383686,0.413123,0.398257,0.377114,0.409372,0.371193,0.359663,0.400076,0.304772,0.298246,0.350375,0.250091,0.249009,0.30986,0.230417,0.232572,0.294292,0.230721,0.234082,0.287439,0.258496,0.26201,0.302764,0.306399,0.307059,0.328955,0.411072,0.383036,0.4125,0.391779,0.372167,0.40456,0.355635,0.344167,0.38461,0.294387,0.288808,0.341974,0.246393,0.24674,0.30821,0.228335,0.232787,0.293977,0.230134,0.235843,0.287449,0.259679,0.264804,0.302645,0.308163,0.309345,0.329541,0.409882,0.384629,0.414025,0.387746,0.366133,0.399705,0.346678,0.331973,0.373788,0.290745,0.284942,0.339129,0.244537,0.245704,0.308068,0.227345,0.232778,0.292679,0.22889,0.235623,0.286536,0.260381,0.2659,0.302784,0.309348,0.310554,0.32971,0.409701,0.387246,0.416655,0.386381,0.364953,0.399188,0.344587,0.328987,0.371891,0.287802,0.280244,0.336772,0.2438,0.24497,0.308218,0.224377,0.230078,0.29031,0.226638,0.234015,0.284645,0.261601,0.266208,0.302995,0.309603,0.311532,0.329754,0.410016,0.389527,0.420235,0.386599,0.36682,0.400943,0.341817,0.328421,0.373477,0.28184,0.275366,0.33483,0.238272,0.239762,0.304475,0.219733,0.225195,0.286283,0.225971,0.231742,0.283441,0.262118,0.265328,0.301988,0.311544,0.312781,0.330217,0.405387,0.384898,0.417593,0.37962,0.362996,0.398764,0.334026,0.324488,0.371224,0.273999,0.271414,0.331992,0.231352,0.23411,0.299971,0.215127,0.219565,0.281162,0.22347,0.227474,0.279344,0.263859,0.265261,0.300489,0.315029,0.314829,0.330566,0.396086,0.376441,0.410346,0.369177,0.353979,0.39207,0.321616,0.315146,0.364536,0.264377,0.264399,0.32732,0.22749,0.231261,0.29855,0.209102,0.213655,0.275659,0.218209,0.221258,0.272872,0.263833,0.264917,0.298101,0.318585,0.318002,0.331525,0.383974,0.366281,0.402797,0.358351,0.345318,0.386313,0.309568,0.305329,0.358709,0.258994,0.25977,0.32428,0.223061,0.226609,0.294173,0.206653,0.210439,0.274244,0.219037,0.222385,0.274396,0.268732,0.269938,0.30234,0.328478,0.32728,0.341597,cluster1
0.273378,0.284338,0.343814,0.247045,0.258333,0.324787,0.235249,0.246222,0.320856,0.218798,0.230385,0.308703,0.188668,0.202933,0.279886,0.19759,0.20948,0.281746,0.276256,0.272869,0.321858,0.327735,0.314603,0.348767,0.349212,0.335257,0.366245,0.271123,0.28166,0.342096,0.242776,0.254006,0.321797,0.233126,0.245582,0.321154,0.217565,0.231183,0.308317,0.187024,0.202501,0.279684,0.196997,0.210112,0.280171,0.284881,0.280221,0.325919,0.327661,0.315915,0.34858,0.347993,0.334409,0.363393,0.268706,0.278281,0.340708,0.240338,0.25188,0.320003,0.228605,0.242775,0.320129,0.214731,0.229267,0.306767,0.186313,0.20181,0.279028,0.197056,0.211691,0.280301,0.293899,0.28669,0.328127,0.328391,0.316298,0.350108,0.34752,0.335594,0.364967,0.266445,0.276002,0.338519,0.238384,0.250448,0.319494,0.224563,0.240484,0.319879,0.209939,0.225428,0.304587,0.18662,0.201176,0.279961,0.198947,0.213126,0.281874,0.301821,0.290572,0.330877,0.331325,0.317385,0.349928,0.350297,0.335907,0.364785,0.264866,0.274331,0.336175,0.237478,0.249424,0.319295,0.220229,0.237039,0.318207,0.207175,0.222729,0.3028,0.186635,0.20128,0.280893,0.201833,0.214735,0.283626,0.309103,0.295373,0.335333,0.336907,0.320762,0.352229,0.356583,0.340451,0.367935,0.265222,0.274151,0.335361,0.235056,0.247158,0.319285,0.216111,0.234097,0.317041,0.202881,0.219132,0.300571,0.18545,0.200925,0.280307,0.202506,0.21451,0.283329,0.315251,0.300001,0.339009,0.344784,0.327452,0.357353,0.366826,0.351176,0.377282,0.263333,0.272686,0.334589,0.233345,0.245832,0.318703,0.214998,0.234297,0.317941,0.198037,0.215164,0.297083,0.184105,0.199349,0.278951,0.203969,0.214713,0.283369,0.319761,0.303577,0.342048,0.354903,0.338186,0.364957,0.370845,0.356205,0.382017,0.263038,0.270779,0.33184,0.232138,0.24407,0.316048,0.214685,0.233067,0.315793,0.195717,0.213179,0.294663,0.183673,0.197927,0.277539,0.210433,0.218455,0.284009,0.325647,0.309201,0.345105,0.364007,0.347562,0.372639,0.371456,0.356196,0.382025,0.26251,0.269235,0.329462,0.22904,0.24028,0.311903,0.213186,0.229796,0.310525,0.193427,0.210962,0.291643,0.183002,0.195251,0.273796,0.216649,0.223741,0.285392,0.330415,0.314048,0.347603,0.372128,0.356467,0.379536,0.371695,0.356854,0.382185,cluster1
0.134562,0.15934,0.243057,0.128512,0.151383,0.223385,0.140659,0.163622,0.234522,0.157678,0.178642,0.247636,0.173165,0.187216,0.250978,0.236359,0.239723,0.2993,0.420309,0.393089,0.42968,0.469178,0.430402,0.45964,0.441425,0.399949,0.428894,0.117421,0.140807,0.209195,0.121503,0.145294,0.215459,0.127495,0.151444,0.223564,0.133684,0.157671,0.22615,0.15141,0.169982,0.232474,0.216307,0.224578,0.283109,0.393985,0.370364,0.407218,0.450628,0.417473,0.448411,0.435423,0.397901,0.428398,0.116215,0.143556,0.209834,0.120904,0.148792,0.214734,0.127955,0.155039,0.224153,0.134369,0.159888,0.227216,0.142726,0.163875,0.223913,0.190878,0.204313,0.261173,0.365728,0.347642,0.3852,0.4208,0.395485,0.430473,0.409955,0.38093,0.415335,0.117464,0.147553,0.21208,0.124984,0.154808,0.218532,0.133733,0.163269,0.227263,0.139654,0.16745,0.229876,0.13881,0.16323,0.221342,0.177301,0.195852,0.25074,0.329101,0.320613,0.358316,0.375908,0.358824,0.395818,0.383718,0.362021,0.399243,0.12027,0.153823,0.213901,0.129361,0.162811,0.219148,0.139707,0.172584,0.228949,0.146531,0.176557,0.23276,0.141528,0.168309,0.222343,0.171722,0.193395,0.244642,0.285848,0.283729,0.321798,0.340863,0.331455,0.370925,0.35809,0.344155,0.384538,0.123342,0.157441,0.213776,0.13278,0.16706,0.219735,0.147731,0.181896,0.232752,0.153641,0.187476,0.236504,0.145573,0.175317,0.224157,0.171041,0.19269,0.238832,0.262069,0.264968,0.302297,0.308167,0.305654,0.343189,0.321815,0.316708,0.358266,0.125283,0.159941,0.214328,0.136055,0.171173,0.219985,0.155572,0.190019,0.235596,0.16252,0.1966,0.240759,0.149267,0.181668,0.226845,0.174836,0.196285,0.238578,0.243323,0.250096,0.286991,0.287662,0.287943,0.32358,0.296164,0.297162,0.336583,0.127681,0.163601,0.217126,0.136579,0.173579,0.222712,0.156745,0.192343,0.237001,0.164811,0.1998,0.241063,0.150537,0.184712,0.227182,0.17953,0.202037,0.240925,0.23409,0.243069,0.279549,0.264214,0.268355,0.304156,0.277397,0.28068,0.317632,0.130482,0.165661,0.219208,0.135461,0.171175,0.225756,0.155773,0.19178,0.239133,0.165316,0.200944,0.240439,0.151073,0.186765,0.226626,0.186468,0.210471,0.245727,0.231575,0.243659,0.278227,0.244305,0.254257,0.289312,0.262482,0.267247,0.301976,cluster1
