r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,r49,g49,b49,r50,g50,b50,r51,g51,b51,r52,g52,b52,r53,g53,b53,r54,g54,b54,r55,g55,b55,r56,g56,b56,r57,g57,b57,r58,g58,b58,r59,g59,b59,r60,g60,b60,r61,g61,b61,r62,g62,b62,r63,g63,b63,r64,g64,b64,r65,g65,b65,r66,g66,b66,r67,g67,b67,r68,g68,b68,r69,g69,b69,r70,g70,b70,r71,g71,b71,r72,g72,b72,r73,g73,b73,r74,g74,b74,r75,g75,b75,r76,g76,b76,r77,g77,b77,r78,g78,b78,r79,g79,b79,r80,g80,b80,cluster
0.518399,0.491153,0.51223,0.52283,0.495564,0.516574,0.53013,0.501262,0.523279,0.535499,0.505753,0.527711,0.537555,0.506918,0.528388,0.537109,0.505751,0.526617,0.536794,0.504186,0.52426,0.536696,0.503257,0.523189,0.537986,0.503216,0.524093,0.505972,0.475886,0.498155,0.508136,0.480415,0.502306,0.510814,0.483925,0.50654,0.517127,0.489302,0.512561,0.523345,0.494623,0.517304,0.527102,0.497035,0.519202,0.528145,0.497009,0.518987,0.527772,0.496219,0.51684,0.528065,0.495512,0.515667,0.48973,0.456881,0.480964,0.498135,0.466579,0.488735,0.50118,0.472622,0.494567,0.502901,0.475933,0.499316,0.508361,0.480128,0.503815,0.515198,0.484572,0.50791,0.519739,0.48781,0.510145,0.521038,0.489283,0.510334,0.521357,0.489744,0.510331,0.466609,0.436242,0.465803,0.481193,0.449087,0.473617,0.490756,0.459133,0.481373,0.495233,0.466305,0.488529,0.498886,0.470859,0.494668,0.50214,0.475168,0.499987,0.508037,0.477991,0.502388,0.512229,0.479808,0.503919,0.514604,0.481581,0.503463,0.430257,0.408008,0.444547,0.453698,0.427188,0.459561,0.472378,0.441978,0.469477,0.483529,0.452821,0.476488,0.490183,0.46077,0.484037,0.494295,0.465739,0.490075,0.497474,0.469391,0.494435,0.501444,0.472601,0.498728,0.505344,0.473785,0.498748,0.375414,0.362989,0.40973,0.411555,0.393602,0.432274,0.440778,0.416652,0.450469,0.461539,0.433269,0.462562,0.47506,0.444958,0.470398,0.48259,0.452916,0.477507,0.487988,0.458799,0.484215,0.491415,0.46293,0.488794,0.494898,0.466112,0.491924,0.308717,0.308739,0.371213,0.351037,0.342537,0.393445,0.39429,0.378634,0.420549,0.430546,0.408594,0.443544,0.455941,0.4285,0.458891,0.466574,0.437035,0.462602,0.474832,0.445035,0.469314,0.479648,0.451213,0.476035,0.484428,0.456263,0.482237,0.252764,0.26504,0.340542,0.28315,0.287939,0.353551,0.328007,0.324002,0.378064,0.379381,0.365846,0.409041,0.424602,0.40387,0.439668,0.453264,0.426281,0.455598,0.465571,0.435937,0.460735,0.472486,0.442865,0.466615,0.478123,0.449702,0.474337,0.216345,0.237547,0.321498,0.231749,0.249258,0.328632,0.258954,0.269341,0.340472,0.302228,0.303577,0.363588,0.354746,0.346699,0.394961,0.40596,0.389587,0.428054,0.441751,0.418199,0.448456,0.461738,0.433716,0.458302,0.472415,0.443085,0.466237,cluster4
0.237093,0.228004,0.277448,0.235736,0.2266,0.271401,0.351916,0.343482,0.382457,0.384116,0.376393,0.41477,0.31363,0.305571,0.343997,0.304203,0.294846,0.339723,0.252971,0.242499,0.283665,0.345316,0.335068,0.372824,0.456281,0.445035,0.480289,0.234389,0.225504,0.277757,0.224289,0.215156,0.264479,0.340601,0.331355,0.371919,0.428064,0.41858,0.457486,0.318693,0.309974,0.351691,0.250363,0.240821,0.283503,0.230957,0.22243,0.269134,0.208042,0.199693,0.243395,0.254108,0.2455,0.287243,0.197898,0.195672,0.24271,0.201466,0.196,0.245892,0.248674,0.239937,0.280376,0.409648,0.397142,0.427977,0.441449,0.429781,0.456219,0.357818,0.347221,0.372076,0.262689,0.253033,0.278319,0.180285,0.170538,0.197756,0.182268,0.171438,0.205964,0.276767,0.279254,0.329369,0.235661,0.236002,0.290487,0.201808,0.197295,0.237469,0.334747,0.325294,0.35236,0.543844,0.533841,0.555172,0.696501,0.686143,0.704829,0.750353,0.740359,0.756878,0.654157,0.643255,0.660766,0.423254,0.411619,0.432222,0.185492,0.191531,0.244572,0.163728,0.16863,0.2199,0.224281,0.223158,0.264366,0.332188,0.327122,0.358335,0.391044,0.383683,0.409939,0.391641,0.382585,0.406607,0.453119,0.443669,0.466284,0.601295,0.589539,0.608801,0.626607,0.61408,0.631712,0.173272,0.178799,0.23397,0.222455,0.22551,0.275493,0.369549,0.36602,0.402184,0.364004,0.356889,0.383844,0.351654,0.346463,0.377149,0.333521,0.328757,0.366757,0.258738,0.251164,0.284023,0.361045,0.351187,0.378972,0.548854,0.536847,0.556525,0.15403,0.160311,0.211436,0.169527,0.172656,0.22074,0.388719,0.385005,0.418155,0.520443,0.513597,0.535936,0.397081,0.390559,0.410784,0.325462,0.319298,0.34583,0.25948,0.252724,0.286952,0.318493,0.309008,0.339066,0.399174,0.388107,0.412118,0.226611,0.232156,0.280185,0.163162,0.165818,0.213952,0.235614,0.232849,0.268275,0.515404,0.510094,0.533124,0.64243,0.636568,0.652727,0.60047,0.592953,0.610397,0.525342,0.516379,0.535389,0.449454,0.438728,0.459005,0.426676,0.416254,0.439712,0.213973,0.220989,0.272012,0.212155,0.218081,0.276493,0.184629,0.186779,0.233046,0.285542,0.284141,0.316211,0.438476,0.435047,0.457674,0.562083,0.556146,0.574188,0.599439,0.592064,0.609081,0.57023,0.561474,0.579214,0.514242,0.505623,0.528826,cluster4
0.258107,0.221037,0.2538,0.335903,0.282206,0.30979,0.420939,0.35144,0.373659,0.424025,0.348131,0.37011,0.418849,0.343595,0.3637,0.413348,0.338826,0.358233,0.414475,0.34226,0.360503,0.412177,0.342437,0.358597,0.415515,0.345496,0.357491,0.252136,0.221928,0.254957,0.328702,0.277426,0.306706,0.429708,0.358217,0.381735,0.440783,0.36023,0.37931,0.441593,0.362041,0.378612,0.436959,0.358331,0.374425,0.441185,0.364351,0.378452,0.437664,0.363577,0.376903,0.440765,0.366116,0.37568,0.221691,0.200246,0.235814,0.311395,0.266315,0.298471,0.423685,0.358558,0.383391,0.430867,0.359379,0.377797,0.433638,0.36259,0.379327,0.432908,0.363447,0.378982,0.443054,0.373843,0.386723,0.448592,0.380664,0.392418,0.448966,0.380386,0.39077,0.203283,0.189847,0.226061,0.284557,0.252341,0.285923,0.388324,0.339227,0.364831,0.426244,0.368165,0.385238,0.451272,0.393365,0.408728,0.45336,0.397321,0.412087,0.450299,0.393574,0.407338,0.440016,0.383601,0.397386,0.453457,0.393134,0.407576,0.175775,0.168061,0.205608,0.257245,0.233604,0.267512,0.384881,0.346438,0.371782,0.450125,0.406271,0.42413,0.465129,0.419879,0.436628,0.47013,0.425271,0.441017,0.483736,0.437104,0.453993,0.452527,0.405005,0.422234,0.446255,0.394516,0.412371,0.169561,0.164119,0.202179,0.232855,0.215862,0.248996,0.391081,0.360625,0.386216,0.452166,0.415827,0.43463,0.45217,0.413646,0.43186,0.460121,0.420756,0.437718,0.500618,0.460543,0.478473,0.474369,0.434268,0.452149,0.427579,0.383888,0.401866,0.164634,0.16045,0.20056,0.213594,0.201595,0.236237,0.372822,0.346531,0.374031,0.444788,0.413642,0.435082,0.448752,0.416701,0.43789,0.455545,0.422595,0.44136,0.513254,0.478352,0.497893,0.507139,0.471005,0.49051,0.410071,0.373307,0.392494,0.16624,0.162899,0.202333,0.199336,0.190411,0.227341,0.365624,0.344572,0.373335,0.438885,0.41325,0.438084,0.439548,0.413595,0.438143,0.446812,0.419381,0.442171,0.499248,0.469665,0.492656,0.51495,0.483487,0.50549,0.400583,0.368459,0.390626,0.171599,0.170153,0.20665,0.19434,0.187869,0.224319,0.359563,0.343321,0.373848,0.427222,0.405352,0.432316,0.42611,0.404004,0.431642,0.435642,0.41243,0.437363,0.483153,0.458714,0.483565,0.505647,0.47949,0.502645,0.390471,0.36379,0.387316,cluster4
0.281657,0.301978,0.458238,0.267793,0.286491,0.433256,0.244578,0.260477,0.385895,0.224412,0.237808,0.345882,0.211545,0.223665,0.319243,0.200655,0.211584,0.295167,0.198436,0.205891,0.278112,0.206183,0.207779,0.270019,0.213232,0.211138,0.268757,0.186336,0.195466,0.260944,0.183346,0.192052,0.253949,0.18325,0.192108,0.255205,0.183,0.192863,0.258321,0.175553,0.186393,0.253695,0.169047,0.180415,0.248735,0.172358,0.181624,0.248115,0.179118,0.185593,0.250406,0.185534,0.190671,0.25496,0.164531,0.177103,0.245803,0.171207,0.183717,0.252685,0.174972,0.187766,0.256184,0.177418,0.190997,0.259091,0.173261,0.187978,0.255975,0.170051,0.185218,0.253063,0.166052,0.180818,0.247897,0.167182,0.181126,0.248877,0.169725,0.183611,0.252144,0.134556,0.154638,0.223732,0.135315,0.156072,0.226317,0.136367,0.157302,0.228265,0.139228,0.159572,0.230079,0.139288,0.159356,0.230205,0.139489,0.158835,0.230554,0.139395,0.158176,0.229481,0.14223,0.160994,0.232278,0.147092,0.165623,0.23636,0.121192,0.142717,0.209643,0.121277,0.143325,0.211953,0.12173,0.144163,0.214184,0.12294,0.145327,0.216292,0.12417,0.145987,0.217802,0.125293,0.145763,0.218285,0.127247,0.146793,0.218781,0.131342,0.15073,0.221688,0.136117,0.155656,0.2248,0.11416,0.136078,0.202674,0.113783,0.136194,0.204796,0.11351,0.136794,0.206825,0.113793,0.13734,0.208432,0.114031,0.137463,0.209141,0.115064,0.137426,0.209626,0.118296,0.140264,0.211136,0.125486,0.147184,0.21607,0.133198,0.154483,0.221003,0.109101,0.13021,0.199384,0.108648,0.130156,0.200423,0.108294,0.130209,0.201417,0.108203,0.130578,0.203072,0.108669,0.131226,0.204722,0.111096,0.133135,0.206454,0.117454,0.139718,0.210989,0.126751,0.148897,0.218193,0.136423,0.158133,0.225326,0.118316,0.134497,0.204508,0.114155,0.131689,0.203146,0.111031,0.129773,0.201875,0.109213,0.129353,0.201759,0.109898,0.130771,0.203704,0.114617,0.134867,0.2068,0.123777,0.144179,0.215379,0.132049,0.152325,0.222634,0.140912,0.161317,0.230659,0.153547,0.158967,0.221218,0.136445,0.146235,0.209987,0.125212,0.137308,0.202145,0.120839,0.133648,0.199783,0.119411,0.132584,0.198933,0.120004,0.132711,0.198518,0.125493,0.138475,0.204666,0.134871,0.147673,0.213488,0.143825,0.15632,0.221856,cluster1
0.132713,0.144673,0.23628,0.100541,0.117187,0.218556,0.097626,0.116371,0.215785,0.097754,0.118714,0.216552,0.098374,0.123224,0.219771,0.099959,0.126888,0.222038,0.105355,0.133231,0.225695,0.110071,0.138296,0.227997,0.111598,0.140804,0.227887,0.12833,0.142206,0.234651,0.098971,0.117992,0.218287,0.09713,0.117781,0.21657,0.097604,0.120649,0.217784,0.09825,0.124988,0.220659,0.100599,0.128451,0.224352,0.106782,0.13548,0.22803,0.110768,0.139835,0.228833,0.11239,0.142215,0.229049,0.125176,0.140315,0.233243,0.098108,0.117876,0.217966,0.097212,0.119033,0.217004,0.097769,0.121869,0.219096,0.09864,0.125984,0.221242,0.102395,0.129989,0.226051,0.108435,0.136427,0.228547,0.110775,0.140509,0.228619,0.112399,0.14315,0.229798,0.122519,0.138761,0.231003,0.097682,0.117508,0.217243,0.097334,0.119858,0.216817,0.098115,0.122719,0.220474,0.099632,0.126697,0.222256,0.104138,0.130361,0.226278,0.108736,0.135961,0.228305,0.110049,0.141006,0.228514,0.111565,0.143496,0.229912,0.119866,0.136614,0.22912,0.097443,0.117361,0.215984,0.097761,0.120088,0.216756,0.099076,0.123339,0.220755,0.101107,0.127039,0.22231,0.104866,0.130683,0.226302,0.108049,0.136003,0.227969,0.108707,0.140635,0.227892,0.109738,0.142624,0.22859,0.118196,0.134138,0.226975,0.09782,0.117162,0.21469,0.098655,0.120345,0.21699,0.100051,0.123754,0.220893,0.101888,0.127307,0.222757,0.104715,0.130641,0.226536,0.106676,0.135384,0.227533,0.106822,0.139699,0.22664,0.107889,0.1408,0.226259,0.116333,0.132011,0.225076,0.097987,0.117394,0.213295,0.098752,0.12101,0.21724,0.10025,0.124602,0.221495,0.101678,0.127265,0.222413,0.103617,0.129814,0.22631,0.10454,0.133757,0.226256,0.104502,0.137691,0.224341,0.10757,0.138967,0.223241,0.114277,0.130405,0.222528,0.097964,0.117742,0.211784,0.098687,0.121255,0.216831,0.099449,0.124162,0.220944,0.09985,0.12566,0.220609,0.100955,0.127759,0.223859,0.101686,0.131043,0.22281,0.102196,0.135331,0.221316,0.11594,0.143672,0.225202,0.112521,0.128367,0.219429,0.0973,0.117266,0.209031,0.09765,0.120285,0.215594,0.097778,0.121997,0.218763,0.097854,0.123365,0.218498,0.099486,0.12565,0.221748,0.103165,0.130861,0.22175,0.110805,0.140665,0.22405,0.165846,0.176044,0.243767,cluster1
0.127146,0.155154,0.183796,0.133408,0.161969,0.188018,0.136561,0.165433,0.186529,0.141358,0.169435,0.185869,0.151532,0.178983,0.190918,0.173004,0.198913,0.203876,0.182178,0.20589,0.20641,0.176289,0.200095,0.202778,0.173244,0.196749,0.199002,0.127624,0.155377,0.186169,0.132477,0.161115,0.188789,0.133,0.162349,0.185517,0.135659,0.165544,0.182264,0.147919,0.177056,0.18912,0.171969,0.198167,0.203419,0.185464,0.209284,0.209259,0.1779,0.20214,0.203928,0.170632,0.194132,0.196765,0.12378,0.151577,0.185356,0.126103,0.154595,0.185689,0.127268,0.156831,0.183053,0.12856,0.159095,0.179163,0.140222,0.170719,0.185326,0.162876,0.191241,0.198049,0.177714,0.202688,0.204683,0.177291,0.201379,0.202201,0.173578,0.19677,0.196986,0.122691,0.149753,0.183616,0.121809,0.149143,0.182303,0.120005,0.149083,0.178734,0.119394,0.149257,0.174181,0.127732,0.158303,0.178141,0.146922,0.176664,0.189472,0.161727,0.189083,0.195737,0.166657,0.192809,0.196062,0.171955,0.195389,0.194801,0.12429,0.152153,0.184431,0.119486,0.147264,0.180108,0.116733,0.145004,0.175871,0.115253,0.144377,0.171465,0.117978,0.148324,0.172122,0.130233,0.160168,0.179499,0.143404,0.172306,0.186009,0.15112,0.178858,0.187885,0.159366,0.185126,0.187824,0.131375,0.157675,0.189344,0.121918,0.149899,0.181851,0.117092,0.145922,0.176372,0.116584,0.145726,0.173343,0.120687,0.15089,0.175226,0.126182,0.156495,0.177648,0.133145,0.161744,0.178587,0.140092,0.167672,0.17955,0.145242,0.171578,0.179299,0.142754,0.16543,0.197315,0.131585,0.157012,0.188936,0.125112,0.152931,0.182123,0.127033,0.1551,0.179948,0.136371,0.164119,0.186395,0.14609,0.173887,0.193264,0.145409,0.173422,0.190743,0.137148,0.165043,0.179575,0.135592,0.162532,0.173286,0.157131,0.1741,0.207014,0.148605,0.169297,0.199561,0.142483,0.166655,0.192496,0.140848,0.166768,0.188445,0.153353,0.17882,0.197737,0.168308,0.193179,0.208427,0.170318,0.194944,0.208227,0.156644,0.183019,0.194579,0.144323,0.171139,0.180997,0.176975,0.187558,0.219608,0.16755,0.182499,0.210034,0.161486,0.180896,0.202955,0.161349,0.183333,0.199369,0.174935,0.196832,0.209836,0.193278,0.214109,0.22419,0.197958,0.218516,0.225385,0.18817,0.210501,0.215256,0.174862,0.198196,0.203625,cluster1
0.500945,0.465458,0.484064,0.255545,0.233632,0.259443,0.241879,0.229081,0.265746,0.232041,0.227465,0.262194,0.243228,0.239955,0.273463,0.247982,0.248785,0.283273,0.223927,0.22901,0.259828,0.211575,0.220064,0.251076,0.213455,0.220269,0.254224,0.525326,0.489506,0.503946,0.240963,0.217822,0.240777,0.238679,0.224757,0.262068,0.223311,0.219463,0.254056,0.234874,0.234079,0.267996,0.234542,0.237558,0.271255,0.214601,0.220868,0.251464,0.205897,0.214962,0.245853,0.206781,0.215672,0.24981,0.552486,0.516917,0.526799,0.234066,0.210144,0.230064,0.237708,0.223534,0.259845,0.219456,0.216625,0.250592,0.228953,0.228075,0.261682,0.227476,0.230496,0.264394,0.211467,0.218198,0.248911,0.203382,0.214157,0.243854,0.204506,0.215621,0.249054,0.584102,0.552543,0.560567,0.230518,0.208821,0.226763,0.238824,0.226871,0.263423,0.221196,0.219419,0.25333,0.226653,0.226135,0.259469,0.225824,0.227767,0.261485,0.212916,0.219349,0.25139,0.204404,0.215121,0.24511,0.202605,0.215219,0.247721,0.588821,0.559305,0.566525,0.228045,0.209088,0.227125,0.237995,0.228997,0.266741,0.225268,0.22481,0.259245,0.22652,0.227501,0.259582,0.224386,0.225893,0.258864,0.212651,0.218783,0.250315,0.20505,0.215581,0.245795,0.201858,0.214499,0.247126,0.573576,0.54708,0.555572,0.225547,0.20805,0.227454,0.231471,0.220898,0.255427,0.218919,0.21814,0.249459,0.219118,0.22208,0.251629,0.214405,0.21849,0.247993,0.207045,0.215081,0.24594,0.203113,0.214538,0.244874,0.202819,0.215123,0.247277,0.559742,0.536086,0.546057,0.271844,0.255885,0.275212,0.268605,0.258592,0.290454,0.257321,0.256535,0.285136,0.257131,0.260924,0.288225,0.232333,0.237237,0.263722,0.200134,0.209569,0.239298,0.200286,0.21208,0.242856,0.200933,0.213316,0.24458,0.503526,0.483159,0.495208,0.265975,0.25278,0.273348,0.259622,0.253371,0.286792,0.250744,0.252278,0.283158,0.250951,0.256011,0.284316,0.224114,0.230441,0.257082,0.197709,0.207736,0.238132,0.201449,0.212793,0.244022,0.201034,0.213291,0.243684,0.449459,0.432978,0.451671,0.219627,0.210614,0.238107,0.205511,0.203894,0.242496,0.203328,0.207271,0.243174,0.203267,0.208333,0.239195,0.19141,0.198513,0.226336,0.196959,0.206637,0.238036,0.201345,0.212107,0.244197,0.204994,0.217153,0.248165,cluster1
0.769149,0.720907,0.719728,0.536887,0.489998,0.498882,0.468108,0.429073,0.445127,0.46377,0.42795,0.440662,0.485996,0.447495,0.460064,0.512616,0.478847,0.492231,0.481149,0.456234,0.457353,0.479019,0.457583,0.455815,0.467558,0.450227,0.448239,0.714087,0.683784,0.690116,0.47895,0.450767,0.46534,0.434779,0.416414,0.435562,0.434792,0.420533,0.436147,0.467286,0.452818,0.462834,0.503742,0.490929,0.502095,0.473165,0.465396,0.465136,0.471716,0.465301,0.461777,0.458844,0.453193,0.450498,0.640863,0.62416,0.642332,0.376146,0.362441,0.391756,0.328492,0.323827,0.35887,0.314761,0.312704,0.346548,0.335756,0.335669,0.363145,0.364183,0.365535,0.394143,0.327213,0.330518,0.351477,0.318434,0.323267,0.343858,0.312981,0.31654,0.337459,0.589489,0.570481,0.595655,0.308354,0.2924,0.327568,0.264394,0.258305,0.300375,0.24242,0.240689,0.279214,0.264598,0.264915,0.299372,0.296142,0.298305,0.334622,0.259572,0.263938,0.295135,0.24944,0.255336,0.28753,0.242286,0.249565,0.2816,0.562706,0.540426,0.569832,0.289645,0.269112,0.305813,0.241363,0.232498,0.27664,0.216679,0.213442,0.253029,0.232501,0.231803,0.267578,0.266165,0.265661,0.304098,0.226947,0.229382,0.265238,0.21623,0.219943,0.255962,0.213177,0.218136,0.253538,0.529336,0.502708,0.527103,0.291395,0.266371,0.294503,0.248944,0.235667,0.270081,0.225488,0.218404,0.249746,0.241357,0.235205,0.263371,0.274597,0.268066,0.296598,0.229018,0.226832,0.255106,0.216157,0.215916,0.244068,0.213065,0.214626,0.242888,0.649855,0.604796,0.613318,0.447918,0.404903,0.414052,0.402824,0.371799,0.386739,0.340278,0.315971,0.327885,0.352996,0.329998,0.338617,0.421787,0.397691,0.405973,0.384228,0.365372,0.374659,0.370191,0.355174,0.365829,0.357792,0.346031,0.356756,0.678746,0.611699,0.610124,0.505259,0.441959,0.441031,0.461932,0.41095,0.415415,0.395818,0.354,0.354579,0.436043,0.396313,0.39473,0.523914,0.482455,0.479985,0.45619,0.423881,0.42506,0.418164,0.392812,0.396195,0.426854,0.406988,0.411336,0.643235,0.56395,0.563543,0.473657,0.396933,0.397025,0.442743,0.376576,0.37981,0.410714,0.353593,0.349349,0.493255,0.437607,0.432173,0.538732,0.479856,0.474408,0.424063,0.375985,0.375463,0.383211,0.344672,0.347842,0.391534,0.359328,0.361797,cluster3
0.612643,0.558104,0.565688,0.61889,0.566431,0.572529,0.628197,0.579116,0.584533,0.630585,0.583184,0.588397,0.631299,0.585659,0.590598,0.628425,0.585631,0.589228,0.617207,0.576228,0.581462,0.606674,0.566747,0.572124,0.586365,0.548593,0.556071,0.576004,0.53503,0.551923,0.580234,0.541489,0.55727,0.586963,0.549844,0.565814,0.583904,0.548272,0.564876,0.574204,0.539911,0.555139,0.561233,0.528198,0.544691,0.548779,0.516872,0.534892,0.535245,0.503805,0.52206,0.52407,0.494159,0.513948,0.484806,0.458687,0.49258,0.484217,0.458971,0.493305,0.488305,0.463922,0.497746,0.483762,0.461708,0.495694,0.475042,0.454059,0.486674,0.459602,0.440891,0.473783,0.450209,0.431068,0.464827,0.445836,0.427051,0.460366,0.437168,0.419466,0.453674,0.396927,0.382944,0.428996,0.390565,0.378506,0.426132,0.391271,0.381529,0.430642,0.384945,0.377347,0.427691,0.36972,0.364759,0.414781,0.362575,0.356965,0.406167,0.355027,0.349654,0.397866,0.347592,0.342343,0.390157,0.346107,0.34135,0.389689,0.332196,0.324222,0.373115,0.320992,0.314805,0.362895,0.323497,0.319239,0.371085,0.323666,0.321504,0.379195,0.313065,0.31206,0.371271,0.306649,0.30527,0.362276,0.297775,0.298013,0.354112,0.290988,0.292746,0.34839,0.290463,0.294292,0.350933,0.267086,0.254993,0.2921,0.300964,0.291518,0.330286,0.281515,0.27626,0.32312,0.263872,0.262572,0.322471,0.262883,0.264869,0.331105,0.260304,0.260404,0.326273,0.252566,0.252311,0.316951,0.233509,0.233414,0.293488,0.222296,0.223874,0.278202,0.407248,0.388793,0.404428,0.397221,0.380361,0.394259,0.285998,0.273339,0.297718,0.203113,0.197207,0.241658,0.223005,0.222626,0.2817,0.228804,0.228979,0.291061,0.224817,0.223689,0.28651,0.274374,0.27379,0.332929,0.322671,0.322844,0.373815,0.580256,0.557296,0.565335,0.693474,0.67168,0.677577,0.516881,0.498947,0.509794,0.360064,0.349667,0.381066,0.299296,0.29709,0.343995,0.274252,0.272668,0.327417,0.249643,0.24699,0.30119,0.285845,0.283868,0.335198,0.363287,0.361372,0.404713,0.439397,0.413464,0.427043,0.584317,0.56014,0.567795,0.469661,0.44975,0.460812,0.340621,0.328543,0.357417,0.298978,0.293893,0.338569,0.297064,0.294098,0.346542,0.272632,0.269403,0.321382,0.29588,0.293642,0.340052,0.363048,0.361093,0.400099,cluster3
0.605717,0.512209,0.51264,0.628208,0.542838,0.535071,0.689278,0.610656,0.599294,0.700481,0.62706,0.617591,0.609608,0.543193,0.535826,0.545341,0.486365,0.483594,0.530657,0.480708,0.482723,0.442304,0.399842,0.408186,0.369659,0.330183,0.346205,0.638895,0.55567,0.55809,0.689291,0.615632,0.612791,0.687425,0.622431,0.619788,0.615149,0.554904,0.55432,0.498282,0.444213,0.444999,0.43915,0.395894,0.401632,0.433329,0.397014,0.407855,0.358478,0.330354,0.346852,0.308653,0.283089,0.303678,0.524382,0.451716,0.460152,0.578224,0.51568,0.519168,0.546208,0.495636,0.50159,0.460422,0.41581,0.423142,0.386301,0.348164,0.358226,0.327513,0.298466,0.313893,0.277857,0.254931,0.272987,0.258932,0.240771,0.263999,0.249701,0.237563,0.266445,0.473449,0.412702,0.428921,0.474614,0.427606,0.442582,0.429438,0.394534,0.412017,0.36039,0.330523,0.347083,0.299669,0.27848,0.297359,0.270913,0.253583,0.276534,0.255974,0.242182,0.268324,0.235128,0.227342,0.257884,0.218418,0.21283,0.24821,0.4357,0.38581,0.407968,0.424468,0.390149,0.411261,0.364326,0.3416,0.362702,0.293957,0.277083,0.299801,0.271339,0.256467,0.281292,0.253536,0.243213,0.269954,0.237403,0.232398,0.261003,0.216135,0.212915,0.246061,0.193925,0.193301,0.231796,0.400936,0.359878,0.388213,0.363387,0.336308,0.363803,0.31889,0.299478,0.326842,0.279352,0.265367,0.292865,0.267083,0.256928,0.283975,0.264643,0.259499,0.285778,0.256225,0.252457,0.281007,0.242958,0.240933,0.273289,0.22389,0.224416,0.260261,0.387597,0.353274,0.380015,0.350317,0.32151,0.349234,0.314851,0.293629,0.322018,0.285031,0.272145,0.298522,0.280715,0.273979,0.297735,0.289932,0.287246,0.311769,0.29509,0.29215,0.320016,0.296513,0.294248,0.324922,0.282252,0.28029,0.3141,0.409213,0.376081,0.402129,0.358448,0.331135,0.359336,0.318432,0.297838,0.326091,0.289552,0.277435,0.304286,0.300315,0.294847,0.318075,0.3139,0.31186,0.334681,0.329914,0.326783,0.349932,0.338661,0.332737,0.357604,0.322687,0.313382,0.340477,0.410576,0.378369,0.407135,0.367339,0.343537,0.373179,0.325266,0.306923,0.336202,0.301775,0.290542,0.316597,0.296889,0.29006,0.31359,0.312474,0.305994,0.328702,0.338327,0.330588,0.353275,0.347898,0.337939,0.361086,0.346979,0.330564,0.354207,cluster3
