r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,cluster
0.259434,0.242046,0.281313,0.229188,0.208165,0.252791,0.224143,0.201869,0.227027,0.63636,0.611346,0.621813,0.683801,0.658419,0.663247,0.299463,0.281895,0.318071,0.226462,0.205655,0.248943,0.207008,0.186091,0.209695,0.622561,0.598786,0.609854,0.708075,0.683846,0.688534,0.360501,0.342503,0.365709,0.185497,0.164685,0.193751,0.188511,0.170369,0.196954,0.612496,0.590026,0.60155,0.740682,0.716771,0.721737,0.449106,0.432641,0.456187,0.32148,0.303392,0.333553,0.321704,0.304415,0.335522,0.428733,0.40776,0.422549,0.506298,0.484507,0.49329,0.221566,0.212444,0.250928,0.240158,0.229486,0.266938,0.245675,0.234196,0.271365,0.229304,0.214204,0.242719,0.277071,0.263089,0.288922,cluster2
0.281584,0.271609,0.300231,0.289352,0.285721,0.308648,0.323305,0.351629,0.304999,0.387908,0.4477,0.33211,0.446833,0.515093,0.380928,0.269017,0.261185,0.291469,0.279889,0.276382,0.299829,0.317106,0.345847,0.297859,0.393343,0.452696,0.336551,0.451727,0.521877,0.386402,0.256434,0.251001,0.282723,0.273833,0.270605,0.294306,0.311992,0.340598,0.29322,0.391022,0.44999,0.33434,0.449992,0.520866,0.3867,0.249232,0.245658,0.277229,0.268218,0.263506,0.29347,0.297997,0.316187,0.291647,0.373008,0.416608,0.333661,0.423958,0.47694,0.378338,0.242935,0.240684,0.271999,0.263895,0.259499,0.290505,0.299083,0.313801,0.297949,0.376982,0.413683,0.346926,0.425561,0.469281,0.389152,cluster1
0.215425,0.239841,0.222688,0.22575,0.248601,0.22654,0.256548,0.272553,0.24793,0.280872,0.290428,0.267428,0.290515,0.297898,0.277358,0.219801,0.24558,0.222934,0.222332,0.247514,0.224463,0.247203,0.266173,0.241244,0.280165,0.290656,0.266455,0.299146,0.305192,0.282186,0.212954,0.240005,0.218859,0.220063,0.247352,0.223352,0.24539,0.264398,0.240868,0.281867,0.292694,0.267762,0.304438,0.310332,0.288738,0.209367,0.236855,0.217253,0.220532,0.247051,0.226404,0.245558,0.265691,0.24383,0.286899,0.297497,0.27342,0.306667,0.312031,0.294088,0.215766,0.242008,0.223135,0.234725,0.257575,0.239852,0.267567,0.282137,0.266561,0.30067,0.308751,0.290743,0.317321,0.320962,0.307685,cluster3
0.224795,0.23517,0.227686,0.231925,0.241565,0.231064,0.23677,0.246278,0.232023,0.241252,0.251379,0.234819,0.253146,0.261151,0.243654,0.222229,0.232893,0.227071,0.226506,0.236727,0.228522,0.230576,0.24068,0.229394,0.232567,0.2432,0.231704,0.24778,0.25489,0.242411,0.220294,0.231544,0.225559,0.220696,0.231735,0.224918,0.222184,0.231969,0.22353,0.225888,0.235029,0.227582,0.240998,0.246998,0.239227,0.239469,0.248945,0.244106,0.237464,0.245546,0.239848,0.241264,0.246687,0.238887,0.246499,0.248869,0.240646,0.264135,0.263,0.254729,0.326099,0.318581,0.298979,0.321636,0.316242,0.298149,0.320679,0.315212,0.298492,0.321677,0.315857,0.304917,0.337892,0.329618,0.321127,cluster3
0.171998,0.20783,0.195471,0.17709,0.213275,0.199028,0.184351,0.220367,0.206016,0.191988,0.227349,0.21407,0.196632,0.228203,0.214946,0.17437,0.209639,0.196102,0.187443,0.222346,0.206185,0.200487,0.233776,0.215012,0.215285,0.246756,0.226423,0.215939,0.245363,0.224945,0.185082,0.21655,0.200503,0.200445,0.23236,0.213045,0.222909,0.25361,0.230833,0.240626,0.268986,0.247065,0.235887,0.263299,0.241606,0.188025,0.218095,0.203638,0.205581,0.237505,0.216649,0.230044,0.260856,0.234335,0.248473,0.274926,0.248377,0.269404,0.287307,0.267028,0.195485,0.225482,0.208387,0.216787,0.246301,0.221734,0.242243,0.269955,0.240455,0.278839,0.296817,0.269622,0.303737,0.311812,0.293962,cluster3
0.155309,0.169481,0.230807,0.161469,0.174166,0.235724,0.167951,0.179727,0.239796,0.178059,0.185089,0.239927,0.240236,0.233569,0.274655,0.155982,0.169477,0.229872,0.166746,0.176862,0.23564,0.173599,0.182439,0.240429,0.189748,0.192174,0.242805,0.265107,0.247841,0.282377,0.158251,0.169842,0.228904,0.169806,0.178135,0.234758,0.179755,0.185299,0.240759,0.202986,0.200376,0.247567,0.295261,0.268073,0.296257,0.160278,0.170365,0.228851,0.170911,0.178443,0.233125,0.187007,0.189348,0.240864,0.21402,0.205069,0.248496,0.316293,0.279881,0.304924,0.167156,0.175702,0.233545,0.178724,0.183833,0.237139,0.195028,0.193328,0.242686,0.228094,0.213262,0.254953,0.333876,0.291244,0.315282,cluster3
0.114943,0.144464,0.235769,0.122732,0.15493,0.24581,0.12799,0.161669,0.249922,0.132469,0.165219,0.259684,0.326848,0.335475,0.449468,0.113082,0.141996,0.233462,0.12094,0.152166,0.24329,0.127068,0.160961,0.248248,0.132315,0.164621,0.258099,0.346924,0.353087,0.475683,0.112061,0.139722,0.231887,0.120525,0.150192,0.241328,0.125781,0.159702,0.246246,0.131404,0.163199,0.255736,0.360588,0.367767,0.50391,0.112167,0.138818,0.231155,0.121849,0.150043,0.241685,0.12276,0.156539,0.243179,0.133694,0.165843,0.259138,0.372847,0.384514,0.542181,0.113371,0.139042,0.230707,0.124219,0.151119,0.242789,0.122633,0.155182,0.242134,0.145481,0.178941,0.284011,0.354914,0.371464,0.535707,cluster3
0.102343,0.12345,0.213351,0.102657,0.113665,0.205258,0.171442,0.172709,0.239584,0.25353,0.251852,0.289395,0.281876,0.282145,0.312646,0.101053,0.122269,0.2131,0.104321,0.114657,0.205712,0.177471,0.178332,0.243495,0.25711,0.25505,0.291742,0.282056,0.282573,0.313194,0.100073,0.121322,0.213559,0.106353,0.115683,0.206375,0.183734,0.184184,0.247818,0.259101,0.25653,0.292524,0.28124,0.28195,0.313267,0.099108,0.120773,0.214145,0.109104,0.11738,0.207104,0.18987,0.189588,0.251385,0.261815,0.259081,0.294553,0.280607,0.281653,0.314023,0.097846,0.119231,0.21347,0.11159,0.118803,0.207201,0.195345,0.19486,0.254568,0.26423,0.26149,0.296089,0.279508,0.280669,0.313992,cluster3
0.122595,0.155145,0.245252,0.129034,0.160134,0.24678,0.156173,0.183374,0.270185,0.199261,0.229103,0.317297,0.191376,0.217855,0.32022,0.11967,0.151932,0.240043,0.123711,0.155225,0.241929,0.14741,0.176146,0.264673,0.17649,0.206532,0.296152,0.155583,0.18172,0.272268,0.114574,0.148345,0.233895,0.122083,0.154165,0.240424,0.142101,0.173461,0.261623,0.174999,0.205726,0.295636,0.155252,0.180817,0.270012,0.114387,0.146881,0.232391,0.121103,0.15386,0.240115,0.142423,0.174026,0.260436,0.172705,0.202828,0.29185,0.15317,0.179086,0.267205,0.117682,0.150452,0.236466,0.122024,0.153904,0.240006,0.140761,0.172715,0.259101,0.171877,0.200985,0.289656,0.150036,0.177791,0.266528,cluster3
0.162783,0.184373,0.258236,0.161282,0.185511,0.256941,0.16177,0.187223,0.261128,0.162928,0.187225,0.262257,0.166962,0.191679,0.266242,0.134655,0.158741,0.230345,0.134221,0.157822,0.231356,0.135843,0.160414,0.23305,0.13316,0.15824,0.228864,0.131439,0.155931,0.22654,0.120891,0.145068,0.213977,0.1205,0.145222,0.214251,0.120496,0.145145,0.215229,0.119878,0.143649,0.212225,0.118484,0.141939,0.209567,0.114057,0.138194,0.200433,0.113084,0.136195,0.200541,0.112387,0.134929,0.200667,0.111716,0.133258,0.198479,0.111054,0.13172,0.196671,0.113119,0.13705,0.194647,0.110078,0.134543,0.193001,0.105621,0.130011,0.189574,0.102752,0.126065,0.187856,0.101976,0.122278,0.185208,cluster3
0.71211,0.633377,0.632059,0.674419,0.590312,0.586343,0.342691,0.254411,0.250697,0.447318,0.372882,0.36989,0.809482,0.763746,0.750026,0.728479,0.649259,0.646211,0.710908,0.630665,0.62604,0.394198,0.305098,0.29907,0.385644,0.312894,0.310631,0.828629,0.783397,0.770447,0.592832,0.509759,0.505027,0.641856,0.561856,0.557974,0.500238,0.402812,0.397051,0.376061,0.300926,0.298382,0.648623,0.598987,0.588593,0.489586,0.396074,0.391169,0.548597,0.455723,0.451861,0.596813,0.491933,0.486613,0.557134,0.454553,0.447572,0.523728,0.458211,0.447708,0.639178,0.509595,0.500262,0.640291,0.518588,0.511245,0.653172,0.536385,0.528887,0.657466,0.539236,0.52992,0.700672,0.592849,0.575792,cluster4
0.69499,0.536994,0.512103,0.697087,0.538369,0.51252,0.687012,0.527046,0.503662,0.696291,0.535248,0.512666,0.718762,0.560886,0.536313,0.701269,0.538938,0.514454,0.692964,0.528461,0.504883,0.691271,0.52617,0.505276,0.701718,0.535373,0.518002,0.722979,0.560183,0.540936,0.722755,0.558737,0.533661,0.712764,0.546223,0.523965,0.691342,0.526363,0.506285,0.697978,0.533197,0.516748,0.716452,0.555598,0.538675,0.732622,0.566935,0.544652,0.727894,0.562819,0.541441,0.696009,0.535857,0.516307,0.687085,0.531371,0.514961,0.705051,0.554375,0.5391,0.730574,0.574773,0.560991,0.730287,0.575026,0.560826,0.703956,0.551661,0.536931,0.680739,0.53296,0.52076,0.686813,0.545702,0.530858,cluster4
0.696796,0.565899,0.544695,0.695557,0.56505,0.542051,0.693458,0.563011,0.538104,0.692718,0.563287,0.536253,0.693117,0.564062,0.53593,0.686655,0.554763,0.535248,0.681549,0.548787,0.52951,0.682415,0.548709,0.528869,0.685989,0.552042,0.530671,0.692451,0.558623,0.5367,0.696708,0.56325,0.544313,0.690272,0.556176,0.537135,0.688408,0.554019,0.533896,0.690858,0.556729,0.534204,0.694623,0.560723,0.538649,0.722909,0.587731,0.565482,0.716909,0.581742,0.559748,0.711079,0.576356,0.553831,0.707669,0.573537,0.549916,0.707178,0.573218,0.550267,0.738701,0.60548,0.582865,0.737231,0.60294,0.580342,0.733595,0.597521,0.576494,0.728207,0.591435,0.57248,0.723699,0.587697,0.567414,cluster4
0.69883,0.547552,0.53113,0.698258,0.547052,0.532206,0.691667,0.54029,0.526963,0.680267,0.527222,0.514079,0.669832,0.5166,0.502997,0.700329,0.546678,0.530875,0.696884,0.543536,0.528289,0.692085,0.539733,0.524188,0.680753,0.528052,0.511842,0.670753,0.518013,0.502185,0.700415,0.547146,0.530063,0.69608,0.543289,0.526086,0.690263,0.538732,0.520901,0.681033,0.530197,0.511505,0.676442,0.525251,0.507595,0.701067,0.549329,0.531681,0.695937,0.545203,0.526324,0.687403,0.539325,0.519002,0.68295,0.536348,0.515887,0.682083,0.535314,0.516348,0.702088,0.562073,0.539978,0.697472,0.558852,0.53513,0.693073,0.556192,0.530761,0.688901,0.552601,0.527416,0.690634,0.552658,0.529307,cluster4
0.753917,0.583732,0.547215,0.746663,0.576833,0.542832,0.722088,0.553651,0.52434,0.697591,0.532352,0.50566,0.693372,0.528769,0.501143,0.741758,0.572257,0.543361,0.747858,0.579363,0.549303,0.738561,0.570736,0.540971,0.712907,0.546764,0.516534,0.694088,0.529784,0.499271,0.700823,0.542657,0.521117,0.713381,0.551511,0.527811,0.70691,0.544274,0.518529,0.705114,0.541527,0.513064,0.6975,0.536211,0.505841,0.68156,0.528674,0.512449,0.682612,0.52587,0.506599,0.678674,0.520558,0.499379,0.688261,0.529083,0.504606,0.701901,0.541952,0.514357,0.683172,0.529769,0.515632,0.67781,0.523676,0.507525,0.674423,0.520236,0.502332,0.691103,0.536334,0.516241,0.714459,0.55731,0.53569,cluster4
0.739553,0.567845,0.538455,0.750817,0.576236,0.545317,0.75274,0.5769,0.5447,0.746897,0.569506,0.537873,0.728402,0.555214,0.524805,0.755069,0.581738,0.553376,0.760946,0.583658,0.552538,0.761936,0.581634,0.547955,0.760871,0.580476,0.546237,0.752544,0.574856,0.539423,0.715058,0.551069,0.528527,0.717272,0.552753,0.528669,0.720636,0.554529,0.52968,0.727386,0.560647,0.534754,0.733012,0.567412,0.539859,0.687838,0.535966,0.524435,0.682412,0.529968,0.516849,0.67758,0.525073,0.508861,0.679045,0.525552,0.508171,0.685566,0.53099,0.5111,0.608967,0.473472,0.46597,0.593227,0.457478,0.448781,0.568962,0.437911,0.429347,0.552624,0.425038,0.416698,0.558212,0.433751,0.424312,cluster4
0.798416,0.591025,0.546998,0.801042,0.592522,0.548131,0.801969,0.592281,0.547583,0.807786,0.596751,0.551108,0.810013,0.599419,0.553643,0.790607,0.583937,0.542178,0.80046,0.591262,0.54857,0.804953,0.592976,0.549396,0.810039,0.595688,0.550236,0.808719,0.595504,0.550128,0.756804,0.559457,0.520805,0.781305,0.578468,0.53757,0.797251,0.589437,0.54773,0.804775,0.593635,0.550021,0.797161,0.58877,0.545286,0.679208,0.498966,0.467009,0.725271,0.53379,0.498191,0.735174,0.542832,0.504937,0.704414,0.521464,0.485156,0.667392,0.492758,0.460054,0.296064,0.22394,0.216843,0.380227,0.280715,0.266159,0.47455,0.352924,0.330917,0.591419,0.454223,0.428801,0.671968,0.53379,0.509011,cluster4
0.362108,0.344495,0.351195,0.233986,0.216762,0.222161,0.263046,0.245016,0.25042,0.384962,0.368356,0.373078,0.422798,0.400723,0.404973,0.797547,0.790354,0.793879,0.902548,0.896541,0.897794,0.913827,0.90763,0.908338,0.880605,0.872759,0.873107,0.67063,0.658393,0.660072,0.468864,0.453198,0.456914,0.349383,0.332437,0.33674,0.280047,0.263082,0.267202,0.327762,0.31157,0.31603,0.464536,0.444595,0.448574,0.4822,0.455688,0.464116,0.389666,0.345833,0.352265,0.475456,0.419343,0.432597,0.405374,0.354548,0.363519,0.584367,0.5326,0.542143,0.529509,0.501708,0.512964,0.436583,0.388878,0.396882,0.516866,0.456557,0.463319,0.438505,0.38638,0.395926,0.531527,0.477502,0.488757,cluster2
0.397433,0.326046,0.334655,0.276824,0.222611,0.238402,0.482081,0.444015,0.446311,0.688695,0.652296,0.646374,0.725187,0.678334,0.66645,0.281555,0.223582,0.236313,0.23436,0.18678,0.199949,0.671261,0.634997,0.634407,0.814106,0.776956,0.768344,0.679477,0.636508,0.626237,0.227471,0.179479,0.198215,0.251777,0.210596,0.223577,0.737518,0.703088,0.700567,0.702993,0.664861,0.657097,0.523947,0.481246,0.473047,0.222844,0.177615,0.197208,0.265176,0.226799,0.239044,0.754632,0.721648,0.718248,0.718861,0.679937,0.671031,0.51729,0.47419,0.466179,0.243675,0.204784,0.223549,0.281951,0.245382,0.258595,0.700071,0.668458,0.665318,0.760406,0.722294,0.712893,0.659565,0.614952,0.604973,cluster2
0.340654,0.302655,0.33757,0.354016,0.310888,0.343359,0.45123,0.399151,0.417286,0.617548,0.564976,0.572081,0.612413,0.553132,0.550574,0.311734,0.277543,0.310845,0.339493,0.298284,0.330345,0.455576,0.403933,0.422623,0.625884,0.574871,0.581719,0.618908,0.561961,0.560474,0.291322,0.262288,0.293405,0.322046,0.284871,0.31806,0.435361,0.388213,0.408766,0.607495,0.562412,0.571137,0.593184,0.541542,0.542337,0.275644,0.250421,0.280655,0.316412,0.284185,0.315182,0.408876,0.36998,0.39133,0.60938,0.570132,0.582206,0.598317,0.549709,0.551091,0.281177,0.256624,0.287022,0.314795,0.285904,0.316465,0.392734,0.361172,0.383511,0.565847,0.533969,0.548509,0.542715,0.501653,0.506503,cluster2
0.303685,0.303338,0.305442,0.32547,0.35824,0.290052,0.392948,0.452929,0.322814,0.491737,0.553416,0.416213,0.573909,0.610895,0.512028,0.28793,0.29019,0.291626,0.313883,0.349691,0.280924,0.386116,0.448076,0.318701,0.500183,0.5662,0.424881,0.559118,0.604445,0.494099,0.283165,0.288004,0.289224,0.311276,0.349044,0.280018,0.389038,0.451379,0.321781,0.473021,0.542459,0.398229,0.521472,0.576444,0.454504,0.281982,0.283438,0.291953,0.300803,0.331663,0.278311,0.374606,0.429646,0.318177,0.432982,0.496741,0.369186,0.487229,0.540893,0.429555,0.279292,0.277039,0.296382,0.298798,0.318825,0.288174,0.364793,0.405092,0.326855,0.406399,0.454844,0.363268,0.46768,0.506779,0.427708,cluster2
0.248359,0.25309,0.271555,0.253057,0.251316,0.276181,0.287867,0.275377,0.297821,0.374874,0.352012,0.366866,0.457974,0.427706,0.435115,0.235535,0.246892,0.264793,0.245966,0.248689,0.272029,0.289985,0.280034,0.301581,0.378098,0.359862,0.373914,0.440228,0.415987,0.424216,0.238258,0.249327,0.269399,0.247318,0.254023,0.27567,0.284397,0.278823,0.300642,0.363837,0.350427,0.367516,0.421953,0.401566,0.410053,0.242498,0.251095,0.26804,0.259432,0.262883,0.280068,0.295765,0.289787,0.30849,0.346449,0.335106,0.352824,0.384175,0.366943,0.377122,0.262577,0.2665,0.285322,0.273789,0.272576,0.291404,0.297167,0.29071,0.307863,0.331421,0.322143,0.341877,0.360832,0.346439,0.359953,cluster1
0.212226,0.224045,0.289769,0.216419,0.229885,0.297215,0.199867,0.210602,0.276351,0.256103,0.248767,0.298342,0.321385,0.305115,0.339472,0.210419,0.223801,0.288948,0.213157,0.22767,0.295173,0.19357,0.205625,0.271971,0.259079,0.252086,0.300991,0.317302,0.305095,0.337028,0.209472,0.223665,0.288142,0.210934,0.225547,0.292798,0.191307,0.204295,0.269693,0.265121,0.258586,0.305293,0.3124,0.301758,0.33503,0.207838,0.222194,0.285887,0.209211,0.225033,0.290828,0.191354,0.204334,0.26738,0.264512,0.257454,0.304296,0.309204,0.299294,0.332796,0.204679,0.219167,0.281694,0.204924,0.220831,0.286115,0.19038,0.203322,0.264239,0.267542,0.259202,0.303623,0.305087,0.296427,0.32955,cluster3
0.188128,0.205358,0.218423,0.209081,0.224564,0.236111,0.256324,0.262679,0.26799,0.314057,0.306994,0.303049,0.332144,0.321465,0.315189,0.174589,0.194593,0.20977,0.184713,0.205493,0.218431,0.210688,0.226714,0.235763,0.253713,0.257964,0.261937,0.290294,0.285092,0.285602,0.17436,0.196116,0.211365,0.18212,0.20292,0.215568,0.190905,0.210848,0.220964,0.209628,0.223181,0.230529,0.236409,0.241038,0.246743,0.178671,0.201999,0.215368,0.182781,0.205126,0.219057,0.187873,0.209999,0.22345,0.197113,0.216141,0.228086,0.210195,0.222361,0.232729,0.188899,0.211086,0.219956,0.190979,0.211374,0.220826,0.191634,0.212025,0.222655,0.196142,0.215095,0.227416,0.204509,0.219554,0.231384,cluster3
0.248395,0.229136,0.219098,0.249568,0.232128,0.218498,0.243312,0.229273,0.214281,0.237048,0.225494,0.211196,0.229644,0.219932,0.210328,0.231653,0.214867,0.207171,0.237769,0.223198,0.211819,0.237817,0.225759,0.211388,0.230971,0.221682,0.20808,0.232982,0.225084,0.213607,0.227959,0.21548,0.21144,0.246954,0.235054,0.227016,0.252347,0.242328,0.232536,0.247962,0.240152,0.232324,0.25274,0.244007,0.236848,0.20469,0.198086,0.19928,0.217632,0.210746,0.208042,0.220885,0.216722,0.211928,0.223651,0.221254,0.217448,0.237049,0.233382,0.231377,0.17887,0.177233,0.186631,0.195749,0.194305,0.198061,0.198923,0.199702,0.202,0.206257,0.208462,0.209856,0.223819,0.224605,0.224634,cluster3
0.107919,0.140688,0.230713,0.09899,0.120545,0.209465,0.102267,0.115008,0.200558,0.168092,0.173898,0.239299,0.24213,0.244095,0.283001,0.106739,0.138878,0.228626,0.098173,0.119234,0.208921,0.103997,0.116299,0.201698,0.172916,0.178608,0.242341,0.255692,0.253789,0.288322,0.106276,0.13696,0.226473,0.097954,0.118524,0.208985,0.106689,0.11857,0.203349,0.178344,0.183586,0.245538,0.273066,0.266146,0.295221,0.106284,0.135494,0.225195,0.097969,0.118351,0.209507,0.110485,0.121803,0.206007,0.18498,0.189811,0.249872,0.285328,0.275019,0.300369,0.106531,0.135056,0.224913,0.098172,0.117896,0.209633,0.114565,0.125316,0.208342,0.190616,0.194631,0.252784,0.29167,0.279789,0.303235,cluster3
0.119756,0.142266,0.228259,0.129265,0.153463,0.24148,0.127941,0.155881,0.248548,0.17709,0.205027,0.335442,0.375458,0.385362,0.554325,0.119778,0.14223,0.22799,0.129594,0.152798,0.240925,0.120009,0.146069,0.230441,0.129837,0.153116,0.235684,0.287457,0.294987,0.402814,0.121138,0.14427,0.229823,0.13013,0.154459,0.241379,0.123187,0.149276,0.233784,0.131266,0.156003,0.239003,0.221234,0.231483,0.310788,0.121905,0.147646,0.234475,0.128476,0.155449,0.239628,0.124976,0.152391,0.235179,0.13173,0.157188,0.240994,0.192944,0.211848,0.292216,0.121151,0.147937,0.234677,0.126129,0.154442,0.237273,0.126858,0.156231,0.236661,0.13096,0.157217,0.240147,0.177634,0.200863,0.284339,cluster3
0.128105,0.162204,0.253577,0.107754,0.143118,0.235239,0.108613,0.14418,0.234692,0.135428,0.170159,0.258848,0.16969,0.203948,0.289844,0.125081,0.158513,0.249482,0.107057,0.142208,0.233717,0.111047,0.145969,0.236699,0.139196,0.172821,0.261618,0.173583,0.206419,0.291881,0.121526,0.154643,0.245788,0.108448,0.142618,0.233558,0.115087,0.148989,0.238961,0.143115,0.175421,0.263685,0.175653,0.206607,0.292545,0.125003,0.154391,0.244705,0.116268,0.146864,0.235402,0.12409,0.155227,0.242652,0.155827,0.185401,0.270679,0.19384,0.220476,0.307602,0.1296,0.156008,0.244297,0.123821,0.151295,0.237321,0.133977,0.160931,0.245315,0.168807,0.19425,0.277282,0.223807,0.246418,0.348081,cluster3
0.102143,0.120653,0.182492,0.170225,0.18845,0.269503,0.179015,0.19526,0.274958,0.174259,0.188645,0.267788,0.169684,0.180553,0.251358,0.092841,0.111951,0.171444,0.168899,0.187599,0.269566,0.176915,0.193571,0.27479,0.166849,0.181652,0.261524,0.197145,0.208434,0.27984,0.094426,0.113505,0.173839,0.169622,0.187094,0.268801,0.175991,0.192408,0.273321,0.164442,0.178872,0.258235,0.189515,0.200791,0.269198,0.096704,0.11633,0.178076,0.169092,0.187157,0.26876,0.174875,0.191573,0.272704,0.167041,0.180895,0.25998,0.183723,0.194357,0.263118,0.098672,0.118518,0.17938,0.167177,0.186771,0.267407,0.173638,0.190128,0.270998,0.169632,0.183048,0.261508,0.168206,0.177516,0.248648,cluster3
0.118418,0.142669,0.209206,0.161412,0.188488,0.274598,0.177045,0.203095,0.287434,0.173398,0.1989,0.285868,0.087013,0.104911,0.159169,0.108922,0.131999,0.194755,0.189414,0.215372,0.296779,0.218347,0.242428,0.322487,0.159553,0.184472,0.266681,0.078036,0.095868,0.146336,0.119569,0.142089,0.204226,0.213662,0.239015,0.320425,0.249568,0.272745,0.35247,0.156664,0.180755,0.262805,0.087591,0.105401,0.156129,0.113216,0.135689,0.201141,0.142875,0.16729,0.247214,0.159711,0.181583,0.260834,0.160495,0.184457,0.268667,0.089941,0.109089,0.161995,0.123992,0.146876,0.216129,0.180073,0.204554,0.284789,0.20499,0.227205,0.305933,0.155014,0.178334,0.260659,0.091936,0.111346,0.167008,cluster3
0.675917,0.54232,0.524614,0.662373,0.524456,0.507161,0.545045,0.425575,0.418004,0.590009,0.508707,0.505772,0.877264,0.816687,0.791974,0.722708,0.572945,0.549119,0.706498,0.556432,0.535747,0.555673,0.433879,0.424106,0.563132,0.482309,0.481095,0.853581,0.79272,0.76931,0.747679,0.595016,0.568812,0.735313,0.584495,0.561637,0.599549,0.475965,0.462672,0.528102,0.447841,0.445617,0.835293,0.775632,0.75648,0.747287,0.594383,0.568388,0.734306,0.58543,0.561921,0.632378,0.509632,0.494359,0.498601,0.416645,0.413839,0.75179,0.691166,0.678504,0.745772,0.595247,0.57038,0.721864,0.575287,0.553096,0.635241,0.512072,0.49688,0.513069,0.421921,0.418919,0.686824,0.616326,0.603121,cluster4
0.705251,0.583658,0.557542,0.713053,0.58857,0.56218,0.722911,0.595499,0.567563,0.730257,0.600413,0.571955,0.735096,0.603922,0.576083,0.716304,0.588703,0.566336,0.722229,0.592851,0.568955,0.729675,0.598529,0.572419,0.736018,0.603049,0.575719,0.739455,0.604771,0.5774,0.721731,0.589704,0.569643,0.727607,0.594218,0.571776,0.734515,0.600006,0.574917,0.739958,0.603938,0.57711,0.742765,0.605274,0.577805,0.725888,0.589844,0.571118,0.731766,0.594841,0.573554,0.736154,0.59872,0.574909,0.739396,0.601469,0.575542,0.739351,0.601349,0.57485,0.724382,0.587935,0.570534,0.728539,0.5918,0.572222,0.731878,0.594932,0.573114,0.733673,0.597004,0.573525,0.732555,0.596302,0.571519,cluster4
0.63671,0.532376,0.513562,0.575465,0.473384,0.455112,0.574009,0.471125,0.452295,0.653682,0.549183,0.529402,0.64747,0.54068,0.518296,0.646026,0.544006,0.522135,0.617145,0.516097,0.495872,0.577147,0.476533,0.456691,0.584787,0.482422,0.461699,0.619838,0.516,0.494347,0.705613,0.607112,0.588295,0.693216,0.59582,0.578039,0.681688,0.585939,0.568926,0.637937,0.537132,0.518665,0.620222,0.518028,0.500263,0.810598,0.738628,0.728164,0.81933,0.75196,0.745081,0.824928,0.757704,0.753495,0.778863,0.701379,0.695647,0.741585,0.659156,0.653138,0.80891,0.74205,0.73251,0.825809,0.764509,0.75798,0.824726,0.763033,0.759474,0.777652,0.705394,0.700069,0.75437,0.677782,0.672446,cluster4
0.721872,0.563184,0.536975,0.70481,0.544364,0.517933,0.693654,0.533445,0.507487,0.694722,0.537544,0.515994,0.67841,0.527462,0.511653,0.720409,0.560292,0.535677,0.721286,0.558527,0.531835,0.709083,0.547136,0.521061,0.695204,0.532059,0.509005,0.67244,0.519453,0.503574,0.730315,0.568059,0.544358,0.740105,0.574788,0.54955,0.734776,0.569549,0.543672,0.719907,0.552951,0.529084,0.672252,0.519505,0.5025,0.738314,0.576243,0.555164,0.746312,0.581684,0.558979,0.747183,0.580183,0.558199,0.737177,0.570178,0.54696,0.683459,0.530757,0.515646,0.737474,0.576619,0.555168,0.74355,0.579508,0.558064,0.742143,0.576357,0.556691,0.742074,0.578212,0.555361,0.687622,0.537158,0.524356,cluster4
0.723074,0.559084,0.531112,0.70979,0.545944,0.521519,0.69861,0.536738,0.514596,0.695077,0.535238,0.512461,0.68438,0.531281,0.507173,0.733912,0.570667,0.542631,0.726887,0.563312,0.537815,0.7113,0.54895,0.52427,0.698746,0.53899,0.514435,0.693977,0.538382,0.512783,0.714259,0.5574,0.533105,0.717076,0.561808,0.536836,0.716526,0.561868,0.537036,0.706487,0.554139,0.53006,0.699817,0.548455,0.525194,0.692399,0.550296,0.534184,0.695438,0.552344,0.535085,0.701497,0.557315,0.538379,0.705717,0.559613,0.53948,0.705747,0.558252,0.537034,0.576006,0.457188,0.445826,0.591093,0.469025,0.456404,0.599604,0.478306,0.46563,0.608781,0.488257,0.474355,0.604676,0.489017,0.474259,cluster4
0.783464,0.580321,0.5407,0.78761,0.5818,0.541058,0.7827,0.577866,0.536748,0.780881,0.588154,0.548901,0.787581,0.607572,0.569114,0.788267,0.584061,0.5433,0.78949,0.583121,0.542108,0.77189,0.571249,0.532285,0.770156,0.582337,0.545832,0.787773,0.607714,0.569676,0.790778,0.58761,0.545708,0.789152,0.585544,0.544238,0.766609,0.568051,0.530246,0.758652,0.572933,0.538568,0.780153,0.605216,0.568593,0.767196,0.574231,0.538547,0.787705,0.587852,0.55034,0.771521,0.577614,0.543836,0.763704,0.581455,0.550831,0.754366,0.580596,0.549692,0.528985,0.400296,0.378093,0.53623,0.402707,0.379303,0.459431,0.347274,0.331211,0.35937,0.27671,0.269645,0.335133,0.261695,0.255346,cluster4
