r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,cluster
0.708075,0.572073,0.554089,0.68684,0.551207,0.535278,0.653652,0.520562,0.506105,0.690295,0.560613,0.546643,0.662824,0.540479,0.527078,0.719148,0.595845,0.584291,0.67605,0.552885,0.543397,0.630644,0.509387,0.50117,0.688228,0.568114,0.559604,0.685789,0.571931,0.563007,0.557591,0.472223,0.471275,0.481159,0.398879,0.399149,0.460383,0.382413,0.384026,0.489849,0.415585,0.416432,0.534035,0.464212,0.464323,0.228873,0.207618,0.225843,0.228395,0.211569,0.232563,0.23304,0.219074,0.242694,0.215999,0.204066,0.224508,0.199644,0.193307,0.212609,0.197157,0.189266,0.217857,0.196324,0.191366,0.220183,0.187767,0.186863,0.216762,0.183835,0.187626,0.216801,0.179573,0.187259,0.216186,cluster2
0.60603,0.512958,0.50672,0.603267,0.509348,0.504614,0.583039,0.49285,0.491574,0.544742,0.462219,0.467851,0.507964,0.429695,0.438593,0.570704,0.492186,0.495193,0.564923,0.486105,0.489393,0.541272,0.464409,0.471282,0.515767,0.442953,0.452978,0.480653,0.411937,0.426241,0.451672,0.394453,0.407363,0.449093,0.39168,0.406706,0.438318,0.382537,0.40162,0.41293,0.36218,0.383946,0.36786,0.328235,0.35191,0.287557,0.263304,0.289658,0.27729,0.255417,0.283718,0.265787,0.248462,0.280409,0.241666,0.229822,0.263963,0.228366,0.222585,0.255887,0.215911,0.210513,0.241064,0.204642,0.201867,0.234372,0.197726,0.19699,0.230075,0.187383,0.188414,0.224834,0.181015,0.183012,0.220599,cluster2
0.508661,0.492931,0.537906,0.515287,0.498109,0.541203,0.520689,0.501934,0.543015,0.525789,0.505657,0.545357,0.528488,0.507415,0.546278,0.418353,0.414736,0.46954,0.426219,0.421994,0.474373,0.433839,0.42923,0.481175,0.44281,0.436538,0.486495,0.449586,0.441272,0.489032,0.289229,0.298187,0.368744,0.295809,0.305116,0.375395,0.304183,0.311961,0.381823,0.31336,0.319344,0.387362,0.319918,0.324751,0.390482,0.219014,0.236894,0.312287,0.222109,0.241325,0.31882,0.227213,0.24617,0.323374,0.235698,0.253463,0.329999,0.242564,0.259033,0.333966,0.200525,0.21674,0.290622,0.200182,0.217353,0.293874,0.203733,0.221136,0.297286,0.208592,0.225251,0.300673,0.211845,0.2283,0.303352,cluster1
0.40372,0.365332,0.384853,0.40407,0.366559,0.390169,0.388247,0.353942,0.380669,0.371033,0.339221,0.366343,0.356218,0.327788,0.358071,0.325104,0.301373,0.332378,0.318118,0.297376,0.330337,0.297258,0.280885,0.316923,0.287934,0.273439,0.308449,0.282532,0.268596,0.303104,0.253051,0.239554,0.28171,0.232812,0.223604,0.270291,0.216876,0.212617,0.260155,0.215871,0.213138,0.259302,0.209295,0.205,0.247444,0.238572,0.232823,0.274122,0.21378,0.212213,0.260192,0.194101,0.196663,0.245435,0.18547,0.19026,0.239645,0.174411,0.178313,0.224338,0.193933,0.193547,0.232535,0.191315,0.194188,0.243951,0.177546,0.185472,0.235004,0.171293,0.181065,0.234419,0.162687,0.166962,0.215222,cluster3
0.326152,0.322516,0.378123,0.295055,0.291133,0.331979,0.267691,0.265209,0.301807,0.248556,0.245847,0.281141,0.241935,0.236566,0.271038,0.205332,0.21217,0.246128,0.197142,0.204582,0.241566,0.187049,0.195824,0.233631,0.185561,0.195117,0.233643,0.187423,0.194393,0.231992,0.186796,0.196368,0.241651,0.177091,0.187281,0.235321,0.166806,0.176216,0.225707,0.160144,0.170604,0.220317,0.1599,0.17084,0.220106,0.146955,0.162238,0.21133,0.139068,0.155067,0.207186,0.137149,0.150749,0.204726,0.135743,0.149165,0.203813,0.138842,0.151182,0.205667,0.135475,0.15017,0.203427,0.1299,0.144274,0.20082,0.126356,0.138616,0.197217,0.126957,0.139581,0.196871,0.13166,0.145264,0.200271,cluster3
0.220746,0.233385,0.241775,0.217767,0.229569,0.23852,0.184475,0.198363,0.216269,0.156354,0.170102,0.194548,0.159448,0.168714,0.190551,0.209242,0.222239,0.235523,0.205177,0.217234,0.228787,0.177774,0.191198,0.208069,0.156962,0.169157,0.190607,0.159698,0.16859,0.190345,0.18989,0.203829,0.224853,0.184078,0.197645,0.216664,0.166748,0.178901,0.198424,0.155568,0.166437,0.187943,0.165295,0.173254,0.193252,0.17462,0.189244,0.21623,0.163193,0.177817,0.204234,0.15579,0.169187,0.194349,0.155192,0.166095,0.188111,0.169516,0.178236,0.198499,0.171611,0.185194,0.214808,0.162916,0.176936,0.204207,0.154724,0.168052,0.194451,0.156698,0.167951,0.191592,0.16767,0.177984,0.198641,cluster3
0.158554,0.186926,0.204273,0.140966,0.169175,0.192879,0.125579,0.151677,0.183586,0.113718,0.1398,0.177934,0.107494,0.133437,0.171892,0.167176,0.193542,0.209347,0.151271,0.178508,0.199969,0.134766,0.160238,0.189436,0.119024,0.143953,0.180654,0.108793,0.135337,0.172361,0.17443,0.195448,0.213709,0.162375,0.184954,0.205381,0.144335,0.168715,0.19616,0.127406,0.152594,0.184982,0.119029,0.145325,0.180212,0.175295,0.192728,0.216649,0.168971,0.188825,0.209854,0.15849,0.180088,0.205227,0.144266,0.167463,0.195244,0.137384,0.161537,0.189651,0.185288,0.199179,0.223891,0.175625,0.19262,0.215931,0.169652,0.188814,0.211581,0.161075,0.182368,0.204927,0.153355,0.176014,0.198797,cluster3
0.154469,0.197686,0.203294,0.150414,0.196585,0.196486,0.151081,0.195758,0.194739,0.154231,0.198406,0.193574,0.16573,0.209647,0.199196,0.158776,0.202516,0.205006,0.154738,0.202388,0.199238,0.15701,0.204495,0.197532,0.161432,0.208709,0.197341,0.172393,0.21795,0.200407,0.167507,0.208879,0.208582,0.160186,0.20671,0.201522,0.165297,0.212714,0.20057,0.167968,0.215868,0.199255,0.171563,0.21957,0.199249,0.178135,0.218186,0.21513,0.168713,0.212956,0.204198,0.169637,0.216868,0.201881,0.169494,0.218027,0.199655,0.173803,0.223714,0.201069,0.184538,0.222846,0.218251,0.178345,0.220979,0.209587,0.175106,0.220075,0.20478,0.17496,0.220933,0.203057,0.175811,0.224528,0.202478,cluster3
0.129473,0.149242,0.191875,0.128277,0.151082,0.188913,0.129545,0.153557,0.187211,0.133108,0.157185,0.186357,0.136894,0.161194,0.186994,0.134759,0.149346,0.195455,0.130319,0.149557,0.193838,0.129319,0.151655,0.192009,0.131755,0.155202,0.189631,0.134847,0.159359,0.188037,0.169662,0.179864,0.225518,0.154571,0.168633,0.21343,0.147516,0.163899,0.205235,0.14377,0.16138,0.198055,0.145505,0.164048,0.196183,0.23144,0.232133,0.270358,0.212154,0.217636,0.258097,0.183477,0.193498,0.233162,0.162587,0.176046,0.213689,0.153691,0.16945,0.204758,0.288765,0.278114,0.306581,0.258125,0.255888,0.289829,0.224671,0.227904,0.262238,0.187235,0.19631,0.231187,0.168798,0.181188,0.213446,cluster3
0.18619,0.222445,0.221964,0.179907,0.219275,0.214938,0.171789,0.215241,0.208009,0.16901,0.215553,0.205301,0.171216,0.219163,0.205103,0.193836,0.228958,0.228184,0.186909,0.224345,0.219896,0.178139,0.219631,0.211237,0.180152,0.222704,0.210273,0.176827,0.222416,0.207703,0.200762,0.23557,0.233842,0.192207,0.22811,0.22394,0.185881,0.224069,0.215744,0.184202,0.224006,0.2127,0.18418,0.226584,0.213437,0.205238,0.23989,0.240097,0.194745,0.231051,0.230181,0.189143,0.225441,0.223252,0.187793,0.225556,0.219728,0.187575,0.226829,0.217411,0.220707,0.252177,0.253581,0.206737,0.241705,0.241769,0.202515,0.238586,0.236561,0.200255,0.237028,0.232177,0.207859,0.243259,0.234525,cluster3
0.124434,0.144654,0.220361,0.124413,0.143625,0.218414,0.12824,0.145309,0.217703,0.133264,0.146913,0.217161,0.140904,0.151499,0.220206,0.121531,0.14064,0.215806,0.122207,0.13948,0.212968,0.126154,0.141021,0.21172,0.131663,0.144219,0.211767,0.142245,0.150607,0.216834,0.128061,0.142144,0.209285,0.12881,0.142122,0.208745,0.136973,0.147801,0.212712,0.157805,0.161822,0.221889,0.185434,0.179796,0.235546,0.193515,0.167965,0.215045,0.211093,0.178344,0.220926,0.261137,0.210975,0.240478,0.293281,0.233065,0.257712,0.308062,0.243206,0.266428,0.474411,0.392499,0.407481,0.547338,0.444086,0.444206,0.568091,0.459041,0.455153,0.565962,0.456035,0.451742,0.557139,0.447144,0.44387,cluster3
0.648018,0.583874,0.506467,0.851518,0.781116,0.701067,0.867099,0.794651,0.710188,0.814245,0.721861,0.647828,0.743205,0.607412,0.556196,0.61866,0.553898,0.482367,0.860752,0.78718,0.716617,0.878813,0.802892,0.727359,0.802673,0.705743,0.640905,0.723909,0.585202,0.53877,0.624915,0.562453,0.492695,0.86163,0.788777,0.720829,0.876516,0.803377,0.725068,0.776564,0.685438,0.615278,0.693027,0.56544,0.512418,0.599464,0.540573,0.472452,0.847524,0.775772,0.708952,0.862804,0.787227,0.713662,0.772638,0.678519,0.616652,0.682492,0.560498,0.514614,0.630372,0.57524,0.501715,0.82175,0.755861,0.684802,0.846037,0.775098,0.697744,0.777112,0.690089,0.625235,0.696243,0.586698,0.537265,cluster4
0.849931,0.832185,0.775222,0.867387,0.849245,0.786647,0.858625,0.846439,0.779842,0.799924,0.789491,0.72047,0.610583,0.578254,0.496071,0.875991,0.86164,0.808137,0.890424,0.875878,0.818533,0.881284,0.873032,0.81164,0.819009,0.81226,0.746685,0.604292,0.57165,0.490481,0.883665,0.868775,0.817501,0.888056,0.874019,0.816831,0.869439,0.862685,0.797477,0.797222,0.789561,0.722639,0.58429,0.551382,0.468402,0.864103,0.850777,0.798442,0.875897,0.861507,0.806071,0.8663,0.855739,0.796807,0.793732,0.781253,0.720534,0.571733,0.536046,0.455523,0.808761,0.79677,0.733385,0.821515,0.807746,0.743753,0.818291,0.806963,0.740848,0.734178,0.720919,0.653773,0.546246,0.513159,0.429366,cluster4
0.819473,0.613832,0.564676,0.825959,0.617552,0.566913,0.824052,0.614003,0.563527,0.818939,0.607039,0.55843,0.810443,0.596627,0.548732,0.813152,0.608763,0.560706,0.81876,0.611065,0.561082,0.827716,0.617451,0.565962,0.834151,0.620948,0.568974,0.830245,0.614741,0.562738,0.796493,0.596462,0.550769,0.808111,0.600949,0.550077,0.818116,0.608052,0.555011,0.833708,0.619835,0.56602,0.834857,0.619021,0.564652,0.76366,0.570465,0.528798,0.77419,0.572151,0.524336,0.786072,0.57993,0.529412,0.811946,0.600252,0.547914,0.822135,0.607333,0.555181,0.698007,0.519305,0.490616,0.717803,0.530748,0.495631,0.743159,0.548004,0.508936,0.769052,0.566704,0.524345,0.787084,0.578663,0.533825,cluster4
0.785013,0.626721,0.596595,0.788702,0.629015,0.598468,0.790633,0.629325,0.597814,0.789011,0.627284,0.596107,0.782998,0.621752,0.591952,0.788786,0.626862,0.595143,0.788268,0.625833,0.593585,0.788229,0.624822,0.592656,0.788098,0.625503,0.594467,0.784546,0.623299,0.593083,0.76321,0.608069,0.577964,0.770325,0.613612,0.581625,0.774004,0.614387,0.580812,0.776033,0.614661,0.580244,0.783359,0.620126,0.585027,0.646913,0.510958,0.49019,0.690029,0.547675,0.522575,0.727646,0.577641,0.546323,0.748037,0.593165,0.558439,0.766826,0.606231,0.568256,0.571954,0.449782,0.439374,0.612431,0.482844,0.46767,0.661176,0.523363,0.501484,0.700003,0.555425,0.528369,0.734425,0.580674,0.5488,cluster4
0.615184,0.583175,0.605908,0.615182,0.584607,0.607661,0.614527,0.585733,0.60857,0.61255,0.585329,0.608216,0.61087,0.585025,0.607999,0.615598,0.583611,0.60504,0.615553,0.584967,0.606742,0.615071,0.585968,0.60838,0.613315,0.585694,0.608719,0.611813,0.585458,0.609068,0.614433,0.583469,0.603328,0.614419,0.584801,0.60506,0.613816,0.585519,0.606713,0.612,0.585389,0.607729,0.610933,0.585325,0.608042,0.612552,0.581446,0.59996,0.61299,0.582441,0.601658,0.612893,0.582955,0.603267,0.611778,0.583147,0.604405,0.610773,0.583212,0.604868,0.601497,0.569772,0.588518,0.601737,0.57005,0.58992,0.601713,0.57018,0.591125,0.600706,0.569946,0.591707,0.599377,0.569458,0.591476,cluster4
0.630888,0.519887,0.506717,0.637327,0.52433,0.510299,0.624495,0.511181,0.499071,0.604257,0.494288,0.483046,0.589552,0.480897,0.471005,0.658278,0.548833,0.532266,0.65603,0.543616,0.528153,0.645557,0.532024,0.519914,0.624394,0.509365,0.499066,0.611211,0.495468,0.485451,0.652996,0.545811,0.530717,0.654676,0.544252,0.530435,0.648867,0.537451,0.526274,0.637585,0.522093,0.51273,0.629531,0.512677,0.50316,0.643971,0.540216,0.527086,0.647102,0.540239,0.528546,0.643354,0.534558,0.524769,0.637814,0.526787,0.518091,0.635002,0.523371,0.514369,0.637245,0.539134,0.526753,0.640659,0.539167,0.527472,0.635643,0.532162,0.522436,0.632395,0.528644,0.520051,0.628555,0.524671,0.517463,cluster4
0.558033,0.512205,0.52024,0.590614,0.539905,0.549688,0.581502,0.525774,0.534695,0.547028,0.497655,0.51121,0.505323,0.459772,0.475771,0.555642,0.511307,0.519622,0.600165,0.550639,0.560491,0.575141,0.523787,0.534243,0.531889,0.481359,0.495302,0.510643,0.464433,0.479868,0.543095,0.500281,0.507968,0.597612,0.549419,0.556727,0.596364,0.544661,0.552254,0.557067,0.507893,0.519878,0.531561,0.485694,0.499142,0.582544,0.540303,0.547902,0.599447,0.553931,0.558623,0.576703,0.527776,0.533908,0.546222,0.500417,0.511222,0.517774,0.475839,0.488121,0.571183,0.531935,0.540637,0.570815,0.528716,0.537433,0.544125,0.499235,0.507917,0.4984,0.456463,0.468223,0.486787,0.447932,0.463258,cluster4
0.555461,0.52687,0.552251,0.553692,0.521934,0.545818,0.54645,0.512655,0.535032,0.538098,0.504232,0.526012,0.531437,0.497154,0.518136,0.511006,0.481387,0.510657,0.509271,0.47629,0.503317,0.504972,0.470701,0.497095,0.498584,0.465316,0.491297,0.49489,0.462345,0.488032,0.471268,0.442573,0.474273,0.468071,0.436138,0.465033,0.463234,0.430041,0.457943,0.460339,0.427117,0.455245,0.457379,0.425478,0.453007,0.437835,0.410679,0.44305,0.441518,0.410329,0.440111,0.442379,0.409112,0.438674,0.440106,0.406538,0.435302,0.442882,0.409825,0.43746,0.412292,0.388317,0.424408,0.425385,0.396337,0.429824,0.42878,0.397317,0.429017,0.434744,0.401173,0.430845,0.441249,0.407007,0.435997,cluster2
0.64015,0.53042,0.521151,0.646658,0.534603,0.524126,0.639931,0.52714,0.515846,0.636918,0.52533,0.511082,0.620622,0.513366,0.500405,0.635432,0.526343,0.517516,0.641894,0.531919,0.524783,0.636654,0.527713,0.521277,0.636543,0.528162,0.523243,0.618329,0.516651,0.513076,0.524542,0.439826,0.439845,0.523968,0.439688,0.43993,0.520144,0.438894,0.440033,0.516391,0.436892,0.44077,0.513621,0.437719,0.442296,0.312603,0.277671,0.295223,0.314823,0.279488,0.29758,0.311186,0.277292,0.295812,0.306809,0.276071,0.295519,0.300127,0.274152,0.294307,0.236322,0.225627,0.245533,0.233175,0.225564,0.245527,0.215195,0.21057,0.232894,0.206947,0.205301,0.23004,0.202851,0.202814,0.229013,cluster2
0.73296,0.604697,0.58931,0.707466,0.581739,0.568404,0.603509,0.481214,0.470608,0.581422,0.465284,0.455876,0.559365,0.45023,0.443835,0.660475,0.545026,0.537353,0.730254,0.615641,0.607377,0.720147,0.6072,0.600116,0.666038,0.558829,0.552559,0.586939,0.488012,0.4842,0.429557,0.356749,0.360928,0.447259,0.377936,0.381401,0.487497,0.42245,0.425639,0.51943,0.458385,0.46067,0.521623,0.469648,0.472825,0.209662,0.194643,0.214993,0.204517,0.193536,0.215823,0.196453,0.187246,0.208586,0.181714,0.177837,0.199355,0.215142,0.216562,0.238182,0.288971,0.280879,0.30137,0.186367,0.182482,0.206213,0.175488,0.177068,0.207329,0.174953,0.180433,0.212743,0.153234,0.160494,0.184887,cluster2
0.675695,0.548212,0.537213,0.658725,0.534286,0.525296,0.646406,0.525375,0.518114,0.599527,0.487958,0.484254,0.559043,0.455497,0.453348,0.631365,0.513133,0.505318,0.62181,0.507957,0.502786,0.607546,0.497039,0.493936,0.574282,0.472139,0.471771,0.525843,0.435654,0.439975,0.45351,0.379591,0.38589,0.431664,0.364838,0.37228,0.413146,0.353755,0.361561,0.408638,0.351687,0.360624,0.384801,0.336675,0.347825,0.269479,0.24056,0.263708,0.249763,0.228709,0.253346,0.235598,0.219613,0.245495,0.21552,0.208441,0.235737,0.202195,0.201554,0.230238,0.219912,0.202806,0.226422,0.202019,0.190559,0.217448,0.184155,0.178981,0.207501,0.174115,0.175067,0.206009,0.171561,0.176735,0.2078,cluster2
0.501955,0.455324,0.482138,0.506244,0.459579,0.486472,0.504407,0.459331,0.487656,0.49228,0.448577,0.477629,0.47214,0.43116,0.461684,0.353772,0.326604,0.363621,0.36467,0.33821,0.374918,0.362092,0.336606,0.374385,0.352964,0.3288,0.367082,0.345173,0.321756,0.360522,0.214527,0.209947,0.256428,0.219401,0.215856,0.265128,0.222465,0.218507,0.266364,0.232671,0.228025,0.274941,0.242689,0.236067,0.282325,0.157911,0.164507,0.21851,0.166124,0.173448,0.23166,0.166484,0.174239,0.232091,0.172638,0.180354,0.237574,0.178401,0.185232,0.241934,0.143933,0.151183,0.208786,0.151147,0.159749,0.221817,0.151691,0.160058,0.221152,0.15364,0.161426,0.222204,0.160093,0.166498,0.227007,cluster1
0.308697,0.336728,0.51964,0.352921,0.388044,0.603185,0.383001,0.423665,0.663144,0.38638,0.428257,0.673751,0.373675,0.411723,0.642967,0.21163,0.231673,0.350183,0.227895,0.250614,0.377814,0.239756,0.265188,0.400629,0.248964,0.275013,0.417975,0.254625,0.280362,0.423526,0.13528,0.148546,0.216326,0.136754,0.151061,0.218918,0.135987,0.151542,0.21956,0.138766,0.154137,0.223259,0.147166,0.163305,0.236023,0.126759,0.143773,0.214799,0.124487,0.142552,0.214643,0.123566,0.142974,0.214098,0.123333,0.142573,0.213142,0.126896,0.145204,0.214494,0.12095,0.142829,0.212516,0.117888,0.139753,0.210791,0.115022,0.138087,0.209648,0.115109,0.137938,0.208605,0.117537,0.13998,0.208841,cluster3
0.370094,0.325362,0.352621,0.385216,0.341396,0.369814,0.391808,0.34901,0.377761,0.402365,0.358746,0.384043,0.399494,0.356434,0.379084,0.212321,0.198869,0.240539,0.216907,0.205828,0.249873,0.228566,0.215583,0.257757,0.235599,0.221615,0.261705,0.241149,0.227637,0.265645,0.162628,0.160297,0.211903,0.175762,0.17388,0.226913,0.184718,0.182134,0.232643,0.190409,0.187559,0.235269,0.198975,0.194941,0.240317,0.162505,0.164786,0.217099,0.180081,0.181718,0.235367,0.189943,0.189996,0.240875,0.197188,0.196401,0.244141,0.203054,0.201992,0.247982,0.160533,0.166185,0.219467,0.176293,0.181807,0.236487,0.188487,0.192479,0.2448,0.198373,0.200132,0.250063,0.205732,0.205308,0.254319,cluster3
0.173082,0.205524,0.291441,0.173141,0.205313,0.292248,0.173752,0.205436,0.292985,0.176449,0.207189,0.294606,0.183682,0.211765,0.29718,0.167784,0.201429,0.285967,0.167178,0.201132,0.286202,0.166955,0.200583,0.286513,0.166986,0.200266,0.286947,0.16907,0.201549,0.288465,0.164949,0.19684,0.28245,0.165061,0.196974,0.283137,0.164806,0.196596,0.282722,0.164493,0.19619,0.28291,0.164784,0.196386,0.283825,0.163537,0.195968,0.281797,0.164114,0.196532,0.28253,0.163999,0.196207,0.282228,0.163721,0.195851,0.281587,0.164049,0.196092,0.282652,0.163055,0.197351,0.283809,0.163655,0.197847,0.284452,0.164242,0.198301,0.285007,0.16423,0.198079,0.285229,0.164013,0.197662,0.285407,cluster3
0.162561,0.175272,0.235138,0.149291,0.163053,0.229709,0.154431,0.165193,0.231768,0.159095,0.170607,0.233132,0.182972,0.194217,0.255217,0.146453,0.157154,0.218473,0.146635,0.158947,0.221758,0.138914,0.15125,0.20985,0.14362,0.153516,0.210507,0.159061,0.164815,0.221008,0.179398,0.170077,0.217778,0.203182,0.188836,0.233747,0.280912,0.255823,0.291242,0.315014,0.280302,0.306039,0.251801,0.211788,0.237003,0.42296,0.364008,0.377282,0.341901,0.270685,0.274734,0.448882,0.372014,0.373519,0.536382,0.456238,0.453792,0.478791,0.398,0.396621,0.68743,0.590668,0.579224,0.528556,0.428411,0.416876,0.539424,0.436811,0.423059,0.685221,0.579028,0.560922,0.668782,0.561987,0.542836,cluster1
0.211532,0.219891,0.267601,0.201201,0.208279,0.260357,0.196907,0.20282,0.254839,0.233103,0.239002,0.290249,0.297092,0.302321,0.350299,0.222998,0.230423,0.281312,0.220555,0.229184,0.292018,0.226641,0.235079,0.300741,0.21229,0.219906,0.276514,0.291455,0.299655,0.351913,0.205875,0.206211,0.231857,0.088934,0.091127,0.114704,0.076287,0.079382,0.101396,0.086162,0.090142,0.114467,0.230538,0.234919,0.265675,0.730322,0.730233,0.743805,0.832174,0.833407,0.844447,0.831039,0.833595,0.844908,0.7496,0.753279,0.767214,0.557977,0.562676,0.582849,0.334824,0.336034,0.355647,0.368731,0.37149,0.391245,0.3554,0.358809,0.378987,0.367173,0.371522,0.394867,0.334932,0.340049,0.367565,cluster1
0.163539,0.166703,0.205798,0.291553,0.295066,0.32729,0.538664,0.541977,0.57295,0.519716,0.522751,0.55578,0.401156,0.40623,0.444837,0.13924,0.144901,0.190528,0.133346,0.139515,0.183431,0.189362,0.195188,0.236875,0.288676,0.294201,0.336559,0.340409,0.346622,0.388843,0.389783,0.394979,0.425927,0.154132,0.158016,0.187109,0.122272,0.129597,0.175236,0.153104,0.161695,0.22009,0.145172,0.152504,0.202144,0.779185,0.783923,0.807903,0.69951,0.703423,0.726823,0.227292,0.230697,0.255592,0.141112,0.147679,0.19575,0.178299,0.186809,0.244723,0.425872,0.431214,0.462361,0.781319,0.785192,0.808776,0.633046,0.63594,0.657669,0.356625,0.360674,0.391635,0.281513,0.286049,0.326449,cluster1
0.139881,0.150083,0.214217,0.131382,0.143463,0.206381,0.129112,0.142389,0.203782,0.129937,0.143801,0.204802,0.136547,0.149954,0.208982,0.146335,0.153424,0.218025,0.139848,0.147326,0.210104,0.135388,0.143587,0.20491,0.137177,0.145021,0.205892,0.147668,0.153168,0.210922,0.208165,0.197205,0.2532,0.208131,0.19477,0.250227,0.207737,0.192435,0.246573,0.199893,0.183745,0.237468,0.207932,0.187191,0.239463,0.383083,0.335632,0.369004,0.377909,0.330411,0.363873,0.362111,0.315484,0.350559,0.322967,0.284754,0.326111,0.304171,0.268304,0.310828,0.415165,0.360608,0.392223,0.44621,0.391156,0.419288,0.432196,0.375245,0.403025,0.392641,0.340265,0.370682,0.371388,0.32351,0.356777,cluster3
0.187881,0.204418,0.272767,0.154606,0.172644,0.23995,0.13721,0.156646,0.221022,0.129843,0.152473,0.212434,0.135543,0.158679,0.215217,0.203558,0.215874,0.284568,0.163331,0.17411,0.242416,0.141774,0.153756,0.221895,0.136375,0.152047,0.217121,0.137228,0.154965,0.216921,0.254802,0.260389,0.326134,0.191639,0.198472,0.26618,0.152476,0.160773,0.229616,0.14351,0.154835,0.222637,0.143599,0.158123,0.222628,0.299639,0.298655,0.358717,0.226713,0.227773,0.289728,0.192932,0.194907,0.259779,0.179254,0.183869,0.249326,0.172295,0.180101,0.241044,0.360886,0.353556,0.404367,0.306316,0.294285,0.344461,0.251141,0.243019,0.300181,0.232816,0.22523,0.28136,0.217931,0.215823,0.268999,cluster3
0.510379,0.404257,0.39588,0.821096,0.730216,0.695143,0.866403,0.765046,0.704545,0.890272,0.794408,0.736135,0.757589,0.610719,0.593998,0.499834,0.395226,0.388613,0.813509,0.721511,0.688242,0.866483,0.766307,0.703167,0.885715,0.791545,0.733127,0.773779,0.629742,0.611973,0.485963,0.383916,0.376985,0.792814,0.700295,0.668665,0.867218,0.768218,0.704782,0.869368,0.775778,0.719558,0.778691,0.641443,0.624585,0.479005,0.378452,0.371887,0.773294,0.680622,0.650435,0.864268,0.766539,0.701955,0.848945,0.754413,0.697513,0.769703,0.639708,0.624445,0.479693,0.380362,0.372148,0.74245,0.650854,0.624319,0.835176,0.741388,0.682085,0.809728,0.721947,0.667975,0.758316,0.638029,0.621122,cluster4
0.621282,0.540625,0.499149,0.843976,0.775209,0.725219,0.898488,0.829574,0.763684,0.906324,0.833885,0.781317,0.834752,0.732489,0.701702,0.604542,0.524247,0.483926,0.839776,0.7682,0.722909,0.903205,0.837575,0.769847,0.892371,0.818582,0.767696,0.829397,0.722504,0.696294,0.575848,0.500674,0.464002,0.824194,0.75326,0.710165,0.896029,0.833506,0.764169,0.865503,0.790572,0.739725,0.797168,0.686509,0.663471,0.579176,0.501283,0.467164,0.808061,0.73814,0.695385,0.907226,0.844794,0.781227,0.859566,0.779415,0.737725,0.765464,0.654072,0.635738,0.559979,0.486756,0.451442,0.761317,0.68954,0.637014,0.839315,0.777011,0.704027,0.762471,0.682177,0.628746,0.673222,0.558817,0.533456,cluster4
0.879673,0.840402,0.822497,0.931626,0.913795,0.900638,0.937296,0.922416,0.907706,0.941265,0.926774,0.910246,0.937424,0.922061,0.906228,0.922429,0.893408,0.877498,0.976205,0.968796,0.957329,0.981632,0.976671,0.964633,0.986208,0.981274,0.967398,0.979847,0.973947,0.961034,0.927175,0.898494,0.881582,0.982743,0.976185,0.96358,0.987305,0.982969,0.969366,0.989556,0.984619,0.969558,0.981714,0.975916,0.961916,0.925529,0.898067,0.881523,0.983476,0.976888,0.964053,0.988915,0.984451,0.970902,0.990066,0.985062,0.970586,0.978793,0.972784,0.960169,0.919864,0.892235,0.87623,0.980262,0.97363,0.961237,0.985372,0.981286,0.968573,0.979673,0.974817,0.962497,0.962711,0.956731,0.947196,cluster4
0.772318,0.607688,0.567497,0.783128,0.614224,0.573575,0.794664,0.620888,0.579714,0.795261,0.621521,0.578562,0.784073,0.610998,0.567952,0.772174,0.605994,0.566237,0.781191,0.610715,0.570498,0.791217,0.616886,0.575789,0.795154,0.61988,0.57673,0.794303,0.618472,0.573413,0.767523,0.602018,0.563269,0.782836,0.612768,0.5714,0.797628,0.624584,0.582118,0.792963,0.619105,0.575888,0.787299,0.612968,0.568184,0.731805,0.572493,0.535458,0.73972,0.575636,0.535983,0.750116,0.583385,0.543285,0.755756,0.58763,0.547056,0.759452,0.589778,0.548621,0.675407,0.532259,0.519076,0.6786,0.530718,0.514278,0.686094,0.536044,0.517728,0.692993,0.539795,0.519697,0.698753,0.543011,0.521774,cluster4
0.633319,0.51335,0.498648,0.735079,0.613505,0.595913,0.745277,0.616244,0.595333,0.752923,0.616387,0.591702,0.741077,0.599588,0.570788,0.645032,0.524732,0.51,0.755754,0.631549,0.612214,0.759703,0.628764,0.605693,0.754653,0.615913,0.590713,0.739691,0.594664,0.565459,0.636723,0.516873,0.505109,0.738642,0.612753,0.595492,0.744932,0.611702,0.589595,0.743166,0.602281,0.57698,0.729609,0.58531,0.55773,0.634701,0.52,0.509303,0.73049,0.606627,0.591126,0.732179,0.600291,0.580562,0.733287,0.594079,0.569275,0.716921,0.575183,0.548153,0.622025,0.514448,0.50424,0.718808,0.599141,0.584835,0.718432,0.589748,0.5724,0.717746,0.581782,0.559764,0.700916,0.563498,0.53997,cluster4
