r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,cluster
0.438618,0.396044,0.417476,0.400712,0.364302,0.389886,0.34648,0.3211,0.35144,0.290202,0.276006,0.313345,0.251523,0.244579,0.290453,0.232278,0.228627,0.274486,0.225092,0.222483,0.265848,0.423395,0.381183,0.403945,0.384369,0.353908,0.383795,0.333967,0.314777,0.349679,0.28719,0.277719,0.317827,0.239195,0.237438,0.284242,0.217413,0.219694,0.268498,0.202687,0.207311,0.254032,0.383417,0.345376,0.372316,0.347238,0.323738,0.356763,0.307117,0.294738,0.332022,0.269003,0.265744,0.307315,0.226287,0.227569,0.275205,0.198657,0.204828,0.255313,0.193144,0.200479,0.246956,0.307787,0.283075,0.318129,0.278981,0.265415,0.307599,0.256961,0.251598,0.296584,0.230995,0.233905,0.28283,0.195441,0.203396,0.256433,0.180075,0.190153,0.244161,0.18306,0.192653,0.243149,0.236621,0.22651,0.271738,0.219116,0.217462,0.26725,0.213906,0.216709,0.270177,0.199014,0.205067,0.261737,0.175244,0.185047,0.242349,0.164747,0.176704,0.232413,0.171714,0.182154,0.233844,0.214271,0.207816,0.252153,0.205524,0.203499,0.256619,0.186195,0.191046,0.245378,0.166918,0.174489,0.227527,0.1552,0.165513,0.219325,0.157379,0.16837,0.22398,0.167095,0.175926,0.229217,0.242764,0.239342,0.281861,0.200102,0.201029,0.249201,0.20583,0.209391,0.25967,0.240549,0.243941,0.294303,0.208914,0.213639,0.264614,0.166373,0.1724,0.22633,0.171789,0.176136,0.226025,cluster1
0.562303,0.508545,0.516111,0.446787,0.405357,0.418933,0.324038,0.296439,0.315308,0.269069,0.250591,0.278381,0.246821,0.23294,0.258864,0.242633,0.232043,0.255912,0.252494,0.242521,0.265274,0.500721,0.456519,0.469593,0.394231,0.362835,0.379227,0.285769,0.26821,0.289404,0.242157,0.232091,0.259259,0.226201,0.221094,0.248006,0.214458,0.218053,0.242517,0.210262,0.21726,0.243765,0.42949,0.396038,0.415034,0.352519,0.331495,0.350136,0.264149,0.254742,0.278939,0.231055,0.228308,0.256268,0.2151,0.21686,0.24519,0.200627,0.209938,0.236917,0.199596,0.210171,0.238222,0.382536,0.357102,0.381459,0.315565,0.302951,0.327405,0.245519,0.243249,0.270681,0.224236,0.228193,0.258539,0.212534,0.220535,0.2524,0.199223,0.211223,0.242688,0.19453,0.208097,0.237829,0.32507,0.312703,0.342783,0.274884,0.267075,0.29752,0.238432,0.239116,0.270075,0.21687,0.223818,0.256409,0.206805,0.217447,0.251211,0.186456,0.200832,0.233746,0.181911,0.196219,0.228187,0.312201,0.302791,0.33433,0.267193,0.264079,0.29591,0.232659,0.238928,0.27084,0.207884,0.216346,0.251003,0.198422,0.208205,0.244416,0.182337,0.193799,0.230073,0.186299,0.197313,0.232006,0.316432,0.309892,0.340484,0.284841,0.283022,0.316603,0.246266,0.251932,0.286688,0.215321,0.221941,0.257757,0.2043,0.210577,0.248557,0.196861,0.202778,0.239402,0.190498,0.197541,0.232746,cluster1
0.548353,0.517676,0.523808,0.438124,0.413481,0.427469,0.224398,0.210562,0.242578,0.227613,0.223325,0.273197,0.224816,0.226933,0.274178,0.228975,0.231193,0.277951,0.164106,0.160014,0.176679,0.603171,0.572373,0.573968,0.394549,0.370258,0.382252,0.222288,0.210346,0.244958,0.223444,0.220318,0.271127,0.22109,0.224124,0.271815,0.224805,0.229395,0.276071,0.151743,0.151043,0.167281,0.703732,0.673658,0.672827,0.437944,0.414867,0.423251,0.205363,0.194565,0.224712,0.217799,0.216076,0.264342,0.214441,0.218457,0.263877,0.219622,0.225303,0.270865,0.147578,0.148264,0.163284,0.716324,0.688198,0.688448,0.507367,0.485803,0.492961,0.186454,0.176022,0.20063,0.220294,0.219186,0.262013,0.227378,0.231949,0.272674,0.204821,0.210131,0.252076,0.159307,0.160577,0.173756,0.698032,0.672997,0.674333,0.544814,0.525301,0.532818,0.189499,0.180363,0.203317,0.251372,0.250526,0.288308,0.277188,0.281028,0.317088,0.190692,0.195353,0.233035,0.164421,0.166738,0.180873,0.675078,0.653044,0.655459,0.457723,0.441236,0.451316,0.187211,0.180343,0.204265,0.264106,0.26394,0.297773,0.289008,0.292058,0.324273,0.181798,0.186513,0.223176,0.146079,0.149852,0.167274,0.574961,0.557,0.565053,0.361059,0.350017,0.370014,0.201554,0.198683,0.232115,0.249989,0.250827,0.286766,0.268778,0.273256,0.306854,0.181712,0.18819,0.22716,0.148708,0.155367,0.180235,cluster3
0.733495,0.710634,0.715606,0.428248,0.413233,0.42611,0.310331,0.307226,0.332639,0.300714,0.305542,0.332862,0.248451,0.258514,0.289678,0.264666,0.276634,0.309415,0.232545,0.246006,0.267915,0.756499,0.734287,0.738933,0.484645,0.468367,0.480336,0.298705,0.293627,0.316719,0.287581,0.291898,0.320704,0.250559,0.260957,0.287291,0.245992,0.26121,0.296682,0.214812,0.232547,0.254182,0.707224,0.6869,0.693363,0.503233,0.487431,0.499075,0.303981,0.298681,0.318989,0.279401,0.283244,0.307256,0.263151,0.276741,0.295751,0.226536,0.244367,0.27189,0.231209,0.250427,0.270777,0.774793,0.755225,0.759169,0.52762,0.512926,0.525238,0.359236,0.35426,0.373236,0.344388,0.350405,0.371068,0.329138,0.344648,0.363477,0.256968,0.275781,0.300262,0.21909,0.239359,0.261898,0.740511,0.727137,0.733343,0.380385,0.370266,0.384991,0.29356,0.29274,0.31542,0.28659,0.297057,0.320272,0.266526,0.284295,0.307725,0.227121,0.246337,0.275429,0.202334,0.222821,0.248573,0.617667,0.608905,0.619085,0.308408,0.302377,0.322588,0.289723,0.297074,0.330167,0.243629,0.257544,0.288064,0.218164,0.236499,0.268725,0.236047,0.255577,0.291465,0.216877,0.238551,0.266301,0.59889,0.594164,0.611007,0.301279,0.299462,0.321094,0.265921,0.275451,0.304697,0.220352,0.236793,0.266999,0.213366,0.232654,0.262153,0.229481,0.24789,0.279386,0.212087,0.234887,0.259964,cluster3
0.647232,0.582727,0.580971,0.515552,0.458402,0.466354,0.44562,0.392603,0.406117,0.408462,0.363714,0.382304,0.365626,0.330847,0.353147,0.324178,0.298031,0.32892,0.304507,0.279407,0.313667,0.647335,0.581685,0.57925,0.510211,0.453999,0.461236,0.445182,0.391555,0.40532,0.393984,0.349362,0.367657,0.34662,0.317898,0.343989,0.319886,0.296364,0.327633,0.305197,0.282531,0.317813,0.63303,0.568202,0.566921,0.496953,0.441256,0.448823,0.437994,0.386251,0.401635,0.37926,0.33709,0.357331,0.329008,0.303056,0.331216,0.309813,0.286401,0.319597,0.294814,0.273232,0.31065,0.620549,0.55928,0.558403,0.47538,0.420866,0.429874,0.42139,0.372908,0.389693,0.353713,0.316813,0.340392,0.31206,0.288406,0.31856,0.298959,0.277528,0.312673,0.284935,0.265457,0.301818,0.591434,0.53273,0.532641,0.448475,0.397683,0.410477,0.398732,0.35576,0.377184,0.337151,0.305227,0.331767,0.308115,0.284992,0.318924,0.2997,0.277322,0.313299,0.282588,0.262849,0.298286,0.547537,0.494206,0.498196,0.416147,0.370998,0.390476,0.375017,0.336278,0.360515,0.323663,0.293904,0.323131,0.301915,0.278312,0.310919,0.297049,0.273974,0.309031,0.289683,0.26685,0.301874,0.501647,0.456249,0.463857,0.379965,0.341078,0.363117,0.356767,0.321333,0.346718,0.302955,0.276492,0.30502,0.295662,0.274657,0.305261,0.282493,0.26226,0.295513,0.294595,0.266717,0.299881,cluster3
0.58216,0.500379,0.487114,0.496191,0.422992,0.417734,0.448867,0.382891,0.382339,0.422907,0.362098,0.370984,0.348582,0.295932,0.321195,0.300441,0.253991,0.285016,0.204791,0.184065,0.210554,0.619211,0.536799,0.522858,0.535308,0.461922,0.454834,0.494939,0.429365,0.425013,0.46474,0.404015,0.409192,0.38409,0.331597,0.355817,0.328798,0.284497,0.315786,0.194304,0.17717,0.202439,0.608849,0.52625,0.511297,0.502106,0.428064,0.420573,0.464316,0.399701,0.393798,0.446005,0.383615,0.38569,0.349312,0.296746,0.320074,0.302222,0.256377,0.287104,0.200202,0.181162,0.204763,0.602361,0.520981,0.504901,0.49354,0.419715,0.412042,0.486564,0.420272,0.41477,0.466654,0.403639,0.40671,0.35065,0.297821,0.323345,0.310603,0.263215,0.296011,0.20344,0.183231,0.207025,0.593031,0.51316,0.497518,0.485674,0.41323,0.405341,0.480671,0.414416,0.407905,0.444433,0.381201,0.38415,0.340272,0.287692,0.312018,0.311801,0.263208,0.295904,0.206419,0.185118,0.209412,0.586696,0.507907,0.49447,0.505441,0.433646,0.426868,0.504613,0.438446,0.434765,0.454229,0.392634,0.399777,0.363402,0.312631,0.338384,0.310746,0.262971,0.294469,0.21889,0.196111,0.221538,0.569573,0.492001,0.48112,0.480998,0.411837,0.408438,0.484889,0.420174,0.422183,0.427399,0.367487,0.379358,0.342157,0.292285,0.319453,0.31165,0.262963,0.294706,0.238297,0.21095,0.237203,cluster3
0.539634,0.508294,0.523093,0.473386,0.444556,0.466657,0.415293,0.386275,0.414883,0.379937,0.354581,0.387794,0.376461,0.356163,0.394612,0.329319,0.312576,0.352876,0.30979,0.297167,0.338776,0.533187,0.503201,0.515763,0.44636,0.419322,0.440571,0.400193,0.37301,0.402801,0.377252,0.351841,0.386061,0.374322,0.351736,0.387783,0.355294,0.334143,0.370421,0.319649,0.30388,0.343758,0.556941,0.531619,0.543849,0.452606,0.43,0.448191,0.384057,0.362846,0.387943,0.382349,0.366207,0.398036,0.371996,0.358886,0.391918,0.344412,0.329452,0.36357,0.30956,0.295298,0.331406,0.587695,0.559421,0.567464,0.565945,0.539428,0.552609,0.530584,0.506633,0.526114,0.505322,0.486344,0.51282,0.466236,0.451676,0.479715,0.409814,0.393701,0.419692,0.325189,0.31014,0.336171,0.414403,0.381734,0.385702,0.424765,0.391663,0.399151,0.423926,0.39219,0.406458,0.402785,0.373822,0.393874,0.374719,0.351678,0.374978,0.368114,0.344601,0.365702,0.340597,0.31764,0.338555,0.580703,0.543734,0.546434,0.526739,0.487914,0.492907,0.498694,0.4587,0.469123,0.503927,0.463017,0.478089,0.481285,0.444372,0.46209,0.463327,0.42817,0.446009,0.432913,0.40232,0.422904,0.650904,0.61416,0.619279,0.623376,0.585922,0.592173,0.549541,0.50977,0.519289,0.54989,0.510215,0.521107,0.547613,0.511319,0.523733,0.493293,0.45959,0.47497,0.476419,0.448158,0.467961,cluster3
0.440199,0.377202,0.384111,0.55755,0.493095,0.494238,0.664091,0.599022,0.594767,0.631374,0.563743,0.554695,0.500552,0.426944,0.417604,0.466045,0.386536,0.375717,0.566722,0.490815,0.485443,0.380742,0.323068,0.334625,0.41243,0.352169,0.356319,0.603949,0.540043,0.53734,0.762369,0.695314,0.686168,0.799733,0.727726,0.71566,0.76599,0.691781,0.678829,0.669547,0.595904,0.586007,0.279882,0.245885,0.262619,0.285885,0.248577,0.263353,0.29227,0.253254,0.260667,0.344584,0.303591,0.303228,0.444311,0.390768,0.38501,0.551015,0.481728,0.471246,0.494567,0.424484,0.415874,0.560142,0.526334,0.543366,0.495066,0.456309,0.473302,0.528382,0.485955,0.503349,0.534712,0.488914,0.499463,0.465862,0.412713,0.411151,0.484794,0.424232,0.422979,0.59353,0.517085,0.51499,0.511312,0.475358,0.489964,0.44791,0.404536,0.420218,0.413384,0.363844,0.374724,0.50281,0.452453,0.458335,0.547654,0.498011,0.501893,0.573134,0.515292,0.517166,0.535412,0.471095,0.474307,0.39672,0.361448,0.378002,0.495442,0.442965,0.454878,0.552829,0.491126,0.499025,0.523968,0.471666,0.47675,0.629949,0.581523,0.586157,0.604309,0.553213,0.558577,0.438997,0.385586,0.393783,0.331744,0.297996,0.32029,0.371344,0.317089,0.331208,0.451976,0.389631,0.399791,0.431261,0.381958,0.391913,0.489763,0.446653,0.456942,0.449597,0.406076,0.418282,0.375243,0.327796,0.346765,cluster3
0.373714,0.342444,0.329532,0.401159,0.371561,0.343903,0.467691,0.433152,0.400625,0.642671,0.594334,0.565307,0.673189,0.619616,0.590945,0.640417,0.585507,0.547468,0.631975,0.580476,0.537801,0.337369,0.315786,0.30521,0.365446,0.345188,0.31914,0.493034,0.464681,0.432305,0.681029,0.637504,0.608612,0.682538,0.630237,0.60248,0.637242,0.586503,0.54882,0.626722,0.577658,0.531773,0.314219,0.298824,0.286596,0.343816,0.330738,0.30434,0.502604,0.480738,0.447389,0.638514,0.602689,0.568127,0.630737,0.582335,0.55402,0.603404,0.548789,0.518472,0.624656,0.568602,0.534275,0.29361,0.289849,0.273589,0.3286,0.325983,0.299328,0.496603,0.482294,0.445344,0.607034,0.582539,0.537165,0.576668,0.542757,0.499102,0.575285,0.531449,0.488831,0.607649,0.561453,0.519556,0.303249,0.301757,0.284752,0.341467,0.340619,0.312197,0.447115,0.438067,0.399587,0.586577,0.570669,0.519828,0.575052,0.553739,0.501052,0.562146,0.533678,0.482475,0.548422,0.515177,0.466249,0.28246,0.275381,0.277065,0.329178,0.320907,0.311584,0.38593,0.370634,0.352913,0.462924,0.442806,0.413921,0.499117,0.475066,0.444015,0.467536,0.439444,0.410407,0.428138,0.397589,0.370582,0.277117,0.260739,0.283091,0.298311,0.279846,0.300828,0.354038,0.330205,0.348422,0.359764,0.334174,0.347706,0.403766,0.376101,0.388572,0.387632,0.357864,0.372568,0.363554,0.328432,0.344352,cluster3
0.276565,0.266238,0.299047,0.283699,0.265263,0.284944,0.65407,0.631056,0.638999,0.659204,0.632375,0.636446,0.433713,0.404451,0.407719,0.414792,0.38508,0.400821,0.451076,0.41779,0.431705,0.210466,0.2043,0.238165,0.225775,0.213331,0.234789,0.651402,0.63102,0.640376,0.637552,0.613171,0.617312,0.349831,0.320212,0.324852,0.375663,0.347561,0.366806,0.387179,0.355609,0.375452,0.188259,0.186537,0.216048,0.207925,0.200181,0.22317,0.53918,0.523236,0.536737,0.689455,0.668382,0.672986,0.479646,0.450714,0.454746,0.464058,0.437031,0.451498,0.417113,0.388735,0.408328,0.173238,0.175553,0.20257,0.219575,0.216915,0.249131,0.385735,0.374212,0.392118,0.582013,0.565443,0.573623,0.544744,0.519473,0.525249,0.505741,0.478203,0.485452,0.478001,0.449606,0.459414,0.170686,0.175277,0.203779,0.223519,0.223299,0.256265,0.321836,0.313486,0.333291,0.437843,0.423274,0.437921,0.497774,0.475919,0.487798,0.478244,0.453657,0.465753,0.524063,0.499742,0.511847,0.195706,0.200175,0.22956,0.27637,0.278232,0.303864,0.342975,0.338674,0.359101,0.28072,0.269076,0.289217,0.281364,0.265388,0.29064,0.28309,0.264556,0.291964,0.280078,0.261707,0.282544,0.213327,0.217554,0.244614,0.282078,0.284772,0.306091,0.447828,0.449147,0.471665,0.350028,0.346799,0.37311,0.265959,0.259035,0.293411,0.278647,0.268951,0.305653,0.247575,0.236655,0.270691,cluster3
0.158851,0.164357,0.228013,0.275881,0.249338,0.288693,0.428642,0.362251,0.372795,0.502358,0.409922,0.404397,0.519674,0.422492,0.413486,0.519108,0.422484,0.411356,0.515053,0.419219,0.407856,0.147288,0.157596,0.222157,0.278162,0.250668,0.287045,0.448673,0.376054,0.379342,0.50371,0.413462,0.405266,0.516819,0.424463,0.41529,0.51944,0.427023,0.416212,0.517405,0.425119,0.414329,0.140262,0.153836,0.219002,0.280035,0.25141,0.285143,0.458109,0.383471,0.38304,0.501128,0.416885,0.409395,0.51033,0.424457,0.41709,0.514225,0.427427,0.419089,0.516594,0.42869,0.420386,0.136079,0.151686,0.218378,0.27276,0.246943,0.280844,0.450284,0.378526,0.378884,0.496473,0.417446,0.411912,0.509283,0.42885,0.422924,0.509614,0.428177,0.421741,0.512246,0.428868,0.422654,0.133861,0.150505,0.217435,0.249614,0.23077,0.269018,0.432845,0.366584,0.369852,0.490825,0.415402,0.411795,0.501059,0.424561,0.420459,0.50051,0.42242,0.418083,0.502288,0.422538,0.418382,0.134733,0.152174,0.218404,0.226475,0.215504,0.258915,0.394305,0.33996,0.350308,0.480174,0.408229,0.406508,0.491337,0.418562,0.416634,0.491871,0.417559,0.415343,0.491224,0.415498,0.413479,0.140611,0.158367,0.221863,0.205529,0.202124,0.250794,0.340366,0.302632,0.325237,0.450655,0.385469,0.388564,0.476956,0.408536,0.409146,0.477901,0.408643,0.409942,0.475125,0.404916,0.40553,cluster3
0.279579,0.23611,0.268242,0.316513,0.259583,0.288223,0.390082,0.31822,0.345528,0.4133,0.338878,0.363575,0.414735,0.341738,0.362479,0.420715,0.348258,0.367762,0.41873,0.346732,0.363451,0.260355,0.230724,0.262745,0.277076,0.234425,0.266284,0.377416,0.315424,0.342231,0.424066,0.356453,0.377356,0.434067,0.366468,0.384721,0.439633,0.372379,0.390082,0.439652,0.371654,0.386542,0.218603,0.200999,0.234857,0.255018,0.223112,0.254732,0.364635,0.311649,0.337428,0.423219,0.366488,0.384448,0.431935,0.37507,0.39283,0.441213,0.381523,0.398629,0.449378,0.389585,0.405873,0.201748,0.19345,0.227452,0.23336,0.212273,0.243651,0.32415,0.284578,0.309001,0.420773,0.375573,0.390802,0.473991,0.425408,0.440437,0.486848,0.433712,0.44762,0.47254,0.418857,0.433904,0.195167,0.190056,0.225088,0.208825,0.194861,0.227132,0.330853,0.296478,0.320723,0.450984,0.412185,0.425982,0.478965,0.437121,0.451452,0.499421,0.450463,0.461192,0.512188,0.459937,0.474781,0.196451,0.190823,0.227342,0.210288,0.19671,0.230746,0.329701,0.30133,0.326283,0.423197,0.387284,0.402782,0.438515,0.400749,0.415491,0.469063,0.424326,0.434463,0.497864,0.446008,0.461259,0.202494,0.193767,0.230881,0.223189,0.206279,0.240811,0.280111,0.254659,0.284158,0.40129,0.368448,0.388358,0.461816,0.428277,0.443716,0.489264,0.449532,0.460588,0.490861,0.444255,0.45817,cluster3
0.33795,0.28617,0.320958,0.347429,0.291777,0.325912,0.349904,0.292313,0.327291,0.347991,0.288522,0.324495,0.352223,0.285959,0.32401,0.362812,0.294807,0.330413,0.363175,0.299855,0.334659,0.319487,0.279675,0.31384,0.331744,0.287455,0.320839,0.353953,0.301797,0.335006,0.363473,0.311396,0.344428,0.369703,0.310524,0.345676,0.376919,0.317025,0.3507,0.361769,0.307701,0.342111,0.298105,0.26774,0.304794,0.314377,0.277273,0.310944,0.343184,0.298775,0.330656,0.371991,0.325674,0.356341,0.390005,0.33792,0.369628,0.402905,0.350007,0.380693,0.382882,0.334302,0.368422,0.271832,0.249263,0.289386,0.29035,0.260204,0.29887,0.318019,0.279896,0.315821,0.368259,0.326991,0.357594,0.414954,0.366884,0.39376,0.441304,0.388228,0.413798,0.411884,0.364847,0.394815,0.252634,0.235462,0.277699,0.26379,0.240063,0.282752,0.295862,0.26397,0.303255,0.355916,0.319637,0.351568,0.411899,0.368631,0.394105,0.446289,0.396482,0.419678,0.437152,0.38532,0.412587,0.246021,0.231199,0.274962,0.253252,0.234246,0.277828,0.286223,0.259496,0.300521,0.348948,0.315534,0.349029,0.418749,0.378049,0.402735,0.475473,0.423273,0.443818,0.460716,0.404312,0.42938,0.270554,0.24794,0.288329,0.27487,0.252185,0.292905,0.293456,0.269065,0.310386,0.343478,0.313067,0.347963,0.417374,0.382702,0.409505,0.485962,0.440619,0.461478,0.491973,0.439893,0.460955,cluster3
0.322765,0.39212,0.30434,0.294485,0.323112,0.318476,0.275966,0.278367,0.323595,0.274857,0.276566,0.321798,0.27051,0.271089,0.316577,0.214119,0.218518,0.28204,0.139855,0.152487,0.240055,0.327906,0.403254,0.302114,0.296374,0.327179,0.317457,0.275638,0.27801,0.32349,0.275128,0.276502,0.321428,0.268443,0.269292,0.315394,0.209538,0.214661,0.278569,0.1358,0.147755,0.236666,0.332743,0.414278,0.300225,0.297986,0.330741,0.316426,0.275492,0.277778,0.323239,0.275065,0.276225,0.321026,0.266375,0.267282,0.313901,0.204942,0.210407,0.275391,0.132093,0.144127,0.233434,0.337422,0.42495,0.298514,0.299404,0.334256,0.314996,0.275391,0.277351,0.322428,0.274978,0.276077,0.320493,0.264182,0.265117,0.31238,0.200342,0.205981,0.272467,0.128676,0.140864,0.230466,0.343011,0.439053,0.294623,0.301776,0.340943,0.310985,0.27566,0.278661,0.320359,0.27476,0.275963,0.320142,0.26137,0.262467,0.310651,0.195535,0.201642,0.269003,0.125255,0.137768,0.227646,0.342057,0.438866,0.290997,0.303685,0.345979,0.307966,0.277015,0.281257,0.31864,0.274411,0.275591,0.319196,0.25837,0.259711,0.30786,0.191045,0.197806,0.265561,0.122282,0.135132,0.224729,0.342892,0.438708,0.290156,0.306201,0.35062,0.306197,0.278676,0.283623,0.317352,0.274602,0.275214,0.318169,0.256251,0.257316,0.305297,0.18712,0.193835,0.262274,0.11941,0.132664,0.222122,cluster1
0.275033,0.267494,0.307836,0.271375,0.265484,0.309646,0.250008,0.246751,0.295929,0.236047,0.235948,0.289728,0.227955,0.22894,0.284551,0.223602,0.224528,0.278824,0.219256,0.220144,0.277277,0.272796,0.267192,0.307499,0.269891,0.26589,0.310151,0.249902,0.248637,0.299543,0.236486,0.239197,0.295198,0.228376,0.232183,0.289967,0.224195,0.226785,0.283544,0.220802,0.222621,0.280088,0.278542,0.272667,0.313765,0.273972,0.270269,0.316199,0.253432,0.253516,0.30724,0.239659,0.244208,0.303028,0.230892,0.236771,0.296298,0.225452,0.229215,0.286445,0.219279,0.222246,0.279096,0.283498,0.277133,0.320113,0.276994,0.273671,0.322057,0.256015,0.256836,0.31133,0.23949,0.245187,0.30299,0.22985,0.236984,0.294273,0.222048,0.227031,0.282794,0.214619,0.218253,0.274309,0.282764,0.276321,0.320442,0.274641,0.272067,0.320929,0.252686,0.25511,0.307603,0.236987,0.243148,0.296653,0.22585,0.233109,0.2871,0.21688,0.222017,0.276326,0.207866,0.212994,0.268787,0.262867,0.259462,0.304487,0.260382,0.259658,0.307263,0.243995,0.247759,0.297098,0.23252,0.2388,0.288673,0.221068,0.228244,0.280901,0.210806,0.216639,0.272385,0.199262,0.205508,0.263812,0.251265,0.250197,0.294512,0.247494,0.24922,0.296276,0.234911,0.239421,0.287665,0.225866,0.23242,0.28175,0.216845,0.223396,0.277109,0.20517,0.211429,0.269226,0.191551,0.198616,0.259944,cluster1
0.326435,0.298671,0.324559,0.321337,0.295562,0.32588,0.311669,0.281779,0.311651,0.328032,0.293178,0.319774,0.3521,0.310596,0.333934,0.368895,0.326114,0.348008,0.374378,0.33177,0.356687,0.301347,0.279032,0.302146,0.284614,0.266345,0.292354,0.272289,0.253423,0.279895,0.286904,0.266083,0.292092,0.31647,0.28949,0.312984,0.341234,0.310599,0.332617,0.35488,0.321804,0.346238,0.303917,0.284688,0.304512,0.294623,0.276101,0.297816,0.274727,0.258853,0.281339,0.274888,0.262898,0.283816,0.295693,0.278776,0.298563,0.313814,0.292347,0.313923,0.335382,0.310745,0.333219,0.302311,0.287027,0.302979,0.306008,0.29025,0.308772,0.285047,0.273139,0.293775,0.278521,0.270372,0.291014,0.291205,0.278651,0.298984,0.299462,0.283514,0.305969,0.309579,0.290786,0.314508,0.283911,0.273071,0.289276,0.298377,0.286851,0.304653,0.283297,0.274611,0.294631,0.277109,0.270668,0.29163,0.282642,0.272335,0.293631,0.289137,0.275243,0.299544,0.295088,0.278301,0.30597,0.256597,0.252913,0.274371,0.273557,0.267106,0.288877,0.257317,0.252105,0.276248,0.257629,0.252113,0.276455,0.265057,0.255344,0.281909,0.266986,0.254216,0.286269,0.274306,0.258937,0.292797,0.239119,0.242359,0.269894,0.259688,0.256722,0.282196,0.24567,0.242539,0.268436,0.24286,0.238237,0.264737,0.253545,0.244951,0.275042,0.259508,0.247877,0.283818,0.263532,0.248784,0.288366,cluster1
0.258202,0.255154,0.275324,0.262637,0.260106,0.278639,0.269707,0.262405,0.281021,0.298199,0.275694,0.292503,0.4575,0.42323,0.434311,0.54797,0.506281,0.508814,0.545484,0.49537,0.493696,0.243257,0.245794,0.269288,0.231172,0.234541,0.256491,0.245274,0.244981,0.263799,0.299751,0.284636,0.298211,0.46501,0.435942,0.447121,0.50949,0.470704,0.475261,0.487622,0.44009,0.440335,0.211314,0.216486,0.235543,0.214489,0.220617,0.239034,0.238588,0.239855,0.257019,0.279359,0.269793,0.283387,0.432047,0.410468,0.422943,0.499293,0.466341,0.47224,0.460922,0.417756,0.42113,0.248305,0.254828,0.272217,0.254171,0.260789,0.277336,0.240315,0.242136,0.257714,0.264657,0.258451,0.273545,0.361008,0.345639,0.361647,0.470545,0.44433,0.453885,0.49765,0.463213,0.470497,0.228802,0.238836,0.254159,0.242923,0.249869,0.265509,0.24792,0.250099,0.265357,0.255883,0.255657,0.274605,0.27701,0.269074,0.28777,0.348211,0.330395,0.347526,0.40299,0.377648,0.393896,0.223344,0.231317,0.248146,0.234414,0.240401,0.256944,0.239182,0.242457,0.257629,0.232205,0.233827,0.248713,0.24413,0.240328,0.257409,0.271427,0.263474,0.285165,0.278467,0.265533,0.288628,0.239844,0.245642,0.257572,0.247897,0.252428,0.26762,0.243226,0.245626,0.259229,0.273962,0.274177,0.284734,0.311188,0.308621,0.321117,0.25039,0.246948,0.266482,0.256875,0.251949,0.28089,cluster1
0.331683,0.306726,0.336987,0.302589,0.275958,0.30753,0.319044,0.287977,0.32447,0.328627,0.292788,0.328407,0.359922,0.320368,0.347898,0.392165,0.34777,0.368155,0.506174,0.45497,0.468154,0.326415,0.30961,0.338475,0.253645,0.238568,0.267587,0.282829,0.265183,0.296675,0.289989,0.267704,0.302723,0.329055,0.299014,0.328854,0.400134,0.359689,0.375345,0.550622,0.506441,0.515408,0.301209,0.292277,0.320186,0.233088,0.226738,0.252954,0.260738,0.253889,0.282815,0.263166,0.251317,0.284428,0.315133,0.291629,0.319217,0.410049,0.373625,0.385381,0.589042,0.552703,0.558792,0.266929,0.264919,0.294901,0.234285,0.232614,0.262088,0.248815,0.246937,0.278077,0.254846,0.247539,0.279759,0.296063,0.274482,0.304782,0.374936,0.345084,0.361535,0.561025,0.532199,0.540578,0.227032,0.229472,0.261234,0.233814,0.234329,0.266639,0.242376,0.241656,0.27333,0.24724,0.242416,0.274971,0.291032,0.271299,0.302792,0.358643,0.333855,0.3556,0.493401,0.470296,0.483396,0.255089,0.261124,0.294726,0.220156,0.224106,0.256126,0.234404,0.237205,0.269632,0.244115,0.240142,0.276894,0.283787,0.268502,0.300274,0.339878,0.32098,0.344658,0.423988,0.40553,0.424999,0.292314,0.29844,0.326556,0.204026,0.208981,0.23721,0.230758,0.234266,0.267083,0.248484,0.243762,0.279101,0.279151,0.267652,0.29845,0.34535,0.330738,0.353791,0.414975,0.400187,0.420311,cluster1
