r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,cluster
0.670725,0.56001,0.542738,0.612565,0.490613,0.472241,0.752854,0.594394,0.571847,0.709792,0.557337,0.540184,0.441756,0.317788,0.309815,0.551481,0.447775,0.436775,0.89544,0.822672,0.791439,0.665788,0.55458,0.540364,0.557469,0.436537,0.421331,0.671545,0.513693,0.492598,0.635047,0.480673,0.462756,0.447562,0.325828,0.315086,0.579789,0.478579,0.466513,0.890871,0.817496,0.787058,0.672055,0.551072,0.536584,0.559091,0.425453,0.408282,0.657146,0.492376,0.469101,0.671581,0.508745,0.48693,0.472586,0.351394,0.337299,0.603117,0.506262,0.493935,0.855124,0.781786,0.753806,0.757288,0.629272,0.614198,0.684506,0.544751,0.524742,0.673969,0.513684,0.488109,0.658288,0.505616,0.481377,0.53166,0.415731,0.398561,0.602974,0.510455,0.497902,0.78517,0.712707,0.689271,0.720026,0.590934,0.57504,0.728372,0.593252,0.573374,0.65815,0.512932,0.488855,0.651366,0.514408,0.491567,0.619887,0.508795,0.49089,0.587601,0.497491,0.485024,0.675611,0.601354,0.579703,0.667175,0.53801,0.521096,0.732274,0.606383,0.585575,0.690804,0.561217,0.539069,0.672012,0.550496,0.529283,0.649225,0.541643,0.522498,0.549707,0.457499,0.443096,0.598763,0.513415,0.493062,0.660645,0.525198,0.505673,0.721589,0.590949,0.568777,0.723273,0.595267,0.573683,0.706103,0.58118,0.559331,0.672193,0.5563,0.53434,0.554109,0.44346,0.42266,0.603134,0.499117,0.474425,cluster2
0.858197,0.848629,0.849223,0.560845,0.545668,0.548953,0.488291,0.458993,0.463299,0.473533,0.445804,0.452018,0.554147,0.538375,0.541125,0.755146,0.74325,0.745876,0.3894,0.36977,0.374739,0.884247,0.876716,0.87719,0.476291,0.460225,0.463104,0.386509,0.351113,0.357114,0.336687,0.304537,0.309198,0.553033,0.537661,0.539877,0.844569,0.835378,0.836593,0.381949,0.361312,0.363296,0.915733,0.910231,0.910808,0.523695,0.509342,0.511899,0.42786,0.392966,0.398727,0.358902,0.330046,0.334283,0.601433,0.587391,0.589046,0.83388,0.824879,0.825922,0.314046,0.294979,0.297499,0.92804,0.923366,0.923666,0.59719,0.584617,0.58645,0.455837,0.4278,0.433479,0.44826,0.422101,0.425292,0.65835,0.646336,0.647298,0.766403,0.756401,0.757101,0.300695,0.280582,0.283492,0.830329,0.824297,0.825011,0.559413,0.54547,0.547466,0.421892,0.394378,0.399401,0.442973,0.41614,0.420709,0.594294,0.582107,0.584758,0.644758,0.629607,0.630114,0.285777,0.263168,0.269595,0.745017,0.730589,0.734061,0.494373,0.474309,0.478947,0.436723,0.395296,0.400118,0.473996,0.434151,0.440353,0.569887,0.539863,0.542898,0.567369,0.539471,0.541687,0.311022,0.282785,0.293055,0.772016,0.738978,0.741856,0.481286,0.449714,0.456117,0.399146,0.344613,0.352123,0.467271,0.412426,0.419934,0.539185,0.496008,0.501166,0.621397,0.577924,0.58143,0.457587,0.418216,0.429523,cluster2
0.636945,0.491897,0.470436,0.658979,0.506171,0.481554,0.677417,0.521142,0.499192,0.680599,0.523368,0.507573,0.695856,0.537544,0.519637,0.692779,0.533755,0.514494,0.656995,0.504603,0.488574,0.699963,0.548421,0.522258,0.695063,0.537956,0.508109,0.704256,0.539383,0.513145,0.711184,0.542808,0.522207,0.735015,0.568527,0.546561,0.736783,0.57367,0.549823,0.692445,0.53717,0.517811,0.742542,0.584677,0.555848,0.728558,0.568609,0.539851,0.705698,0.540782,0.51546,0.698823,0.53175,0.510627,0.726984,0.56274,0.541079,0.731953,0.57172,0.548242,0.690159,0.537961,0.519041,0.758255,0.598376,0.570396,0.734878,0.571347,0.543285,0.694152,0.531679,0.509016,0.661774,0.503389,0.485945,0.668674,0.516369,0.499228,0.666175,0.518733,0.501777,0.63177,0.492706,0.48182,0.766781,0.604015,0.577566,0.741043,0.576408,0.55185,0.678491,0.518038,0.499672,0.613283,0.465396,0.451605,0.574231,0.439515,0.431795,0.550256,0.423686,0.417469,0.529625,0.411198,0.410161,0.762168,0.597057,0.572192,0.734962,0.571139,0.547796,0.669806,0.516114,0.499084,0.566005,0.43135,0.422465,0.46995,0.358097,0.356546,0.442575,0.346509,0.349471,0.422895,0.332568,0.339541,0.735128,0.572908,0.547351,0.703794,0.544131,0.521637,0.639314,0.492541,0.4778,0.53438,0.4108,0.404537,0.470789,0.370683,0.371558,0.443039,0.364011,0.368306,0.365353,0.298005,0.306262,cluster2
0.718086,0.565766,0.52654,0.702833,0.538645,0.508566,0.68155,0.499362,0.484896,0.680495,0.486935,0.481248,0.672956,0.480338,0.476792,0.657183,0.473327,0.470102,0.655104,0.48152,0.475962,0.731057,0.581414,0.541427,0.708293,0.541329,0.512045,0.681092,0.498143,0.483836,0.677348,0.483654,0.479105,0.66363,0.474323,0.471251,0.644458,0.465747,0.464116,0.642614,0.473895,0.47131,0.754034,0.600741,0.562629,0.731311,0.563875,0.536294,0.691641,0.511313,0.498397,0.679342,0.492071,0.487122,0.651357,0.471598,0.467432,0.625837,0.456931,0.454512,0.628852,0.469579,0.464469,0.774139,0.616686,0.58164,0.74444,0.577541,0.551819,0.695157,0.521893,0.510558,0.667399,0.493028,0.488289,0.616971,0.452768,0.450287,0.583686,0.430787,0.429803,0.572531,0.430627,0.428846,0.784829,0.623585,0.589221,0.742024,0.578594,0.553991,0.690596,0.530808,0.518021,0.646255,0.494441,0.487984,0.57338,0.440403,0.435693,0.52471,0.40233,0.403399,0.498491,0.390857,0.392695,0.771183,0.612398,0.579627,0.733419,0.575305,0.549681,0.674656,0.526751,0.512183,0.59861,0.466136,0.458157,0.518207,0.404543,0.401298,0.478543,0.381629,0.384151,0.43991,0.355446,0.359935,0.720544,0.571863,0.544656,0.68528,0.540068,0.517419,0.618777,0.485393,0.472428,0.543438,0.428178,0.419836,0.484445,0.387875,0.385303,0.475325,0.39361,0.39482,0.425469,0.354499,0.355029,cluster2
0.897289,0.838267,0.810756,0.771806,0.68334,0.662099,0.611444,0.486702,0.474108,0.692219,0.528457,0.51691,0.602045,0.427333,0.419037,0.55952,0.406171,0.404879,0.634342,0.504283,0.504307,0.921437,0.867526,0.841516,0.778218,0.689389,0.669617,0.584701,0.455594,0.443455,0.702479,0.542225,0.533205,0.628376,0.459161,0.451987,0.551179,0.397722,0.39508,0.635877,0.502513,0.499511,0.926403,0.873799,0.847228,0.750321,0.660088,0.640925,0.512893,0.383217,0.370682,0.666606,0.502728,0.49188,0.653732,0.485415,0.477443,0.559404,0.412025,0.407774,0.627155,0.493779,0.486686,0.916366,0.863095,0.837468,0.754477,0.666691,0.648175,0.50639,0.377752,0.363134,0.644583,0.479447,0.464855,0.687082,0.520979,0.508302,0.609313,0.462866,0.454319,0.612484,0.475773,0.465697,0.867275,0.808747,0.781867,0.727426,0.638505,0.61793,0.50267,0.379249,0.364161,0.58366,0.434951,0.41694,0.649105,0.503259,0.486557,0.646662,0.515374,0.501887,0.60641,0.48452,0.472109,0.766254,0.698691,0.670603,0.669305,0.580844,0.559256,0.584364,0.470042,0.450747,0.642554,0.504967,0.483797,0.62124,0.49619,0.479503,0.623665,0.508488,0.494047,0.564906,0.455819,0.446194,0.667159,0.580688,0.553013,0.584549,0.490217,0.467959,0.554114,0.437251,0.416549,0.61375,0.481773,0.460004,0.585868,0.462933,0.444004,0.51773,0.413458,0.401913,0.473148,0.369955,0.365613,cluster2
0.526457,0.488864,0.485755,0.437998,0.388859,0.38827,0.433593,0.380654,0.382757,0.502821,0.458313,0.461391,0.514298,0.478986,0.486712,0.439106,0.4069,0.421901,0.378931,0.348087,0.364595,0.590733,0.557031,0.552661,0.394906,0.359018,0.357569,0.343499,0.306141,0.307619,0.555391,0.520005,0.521831,0.597023,0.565461,0.569942,0.416031,0.382984,0.393945,0.384002,0.349808,0.366049,0.737677,0.707145,0.702591,0.728495,0.698128,0.696733,0.658533,0.627087,0.626804,0.708699,0.676778,0.676721,0.652895,0.619141,0.620333,0.512434,0.475881,0.483947,0.485629,0.450506,0.464745,0.399306,0.364603,0.362174,0.446186,0.411098,0.411517,0.435491,0.398747,0.400321,0.344169,0.305946,0.306462,0.357964,0.314941,0.316633,0.447686,0.401095,0.407217,0.461741,0.41988,0.43113,0.600718,0.556874,0.563024,0.580559,0.528478,0.53389,0.596268,0.533097,0.539135,0.604505,0.537207,0.544857,0.609042,0.540015,0.545982,0.57872,0.515485,0.523822,0.557655,0.507841,0.521959,0.633546,0.586948,0.60047,0.636659,0.582589,0.594208,0.641878,0.579163,0.590167,0.627224,0.561789,0.571938,0.626033,0.558324,0.567782,0.606752,0.544007,0.55667,0.575103,0.525603,0.543449,0.612916,0.564758,0.578884,0.63283,0.577492,0.589386,0.643868,0.581729,0.592142,0.616917,0.552982,0.562596,0.614243,0.548522,0.558064,0.595293,0.533953,0.546413,0.547091,0.499259,0.51797,cluster2
0.282684,0.235781,0.256071,0.241765,0.201682,0.218355,0.235299,0.198736,0.214154,0.247833,0.210847,0.223874,0.270338,0.231892,0.242088,0.334775,0.28341,0.287176,0.439424,0.370039,0.373915,0.606315,0.567427,0.563592,0.744785,0.711128,0.704355,0.813823,0.78105,0.771998,0.836805,0.803854,0.792296,0.806671,0.771225,0.758052,0.694908,0.655425,0.642134,0.537657,0.488966,0.476125,0.774121,0.738015,0.727429,0.757975,0.722559,0.713292,0.583096,0.545544,0.539543,0.535964,0.498397,0.494545,0.674586,0.641713,0.639513,0.785362,0.754989,0.754825,0.653383,0.619516,0.62317,0.768678,0.739516,0.748314,0.634248,0.597176,0.608048,0.448769,0.394754,0.4057,0.464381,0.403871,0.424484,0.440403,0.385662,0.401049,0.580809,0.533195,0.548551,0.641184,0.591448,0.605127,0.698991,0.653192,0.662039,0.578122,0.525308,0.535613,0.404416,0.331081,0.339585,0.427257,0.341475,0.348093,0.409412,0.336373,0.347142,0.460182,0.400793,0.412357,0.498855,0.442679,0.455975,0.618428,0.567679,0.578117,0.613049,0.554162,0.562995,0.554601,0.483519,0.490407,0.558543,0.482442,0.487654,0.547591,0.478477,0.486339,0.530363,0.47122,0.480205,0.466389,0.411695,0.426778,0.588129,0.536999,0.547952,0.591285,0.533368,0.542163,0.613818,0.547073,0.554661,0.679345,0.608539,0.613208,0.678417,0.614261,0.617818,0.573731,0.51609,0.521858,0.421291,0.367033,0.375915,cluster2
0.404899,0.311407,0.313595,0.410227,0.31572,0.31618,0.416483,0.320007,0.319518,0.424728,0.325055,0.324169,0.444454,0.339291,0.336273,0.46415,0.354082,0.348324,0.486058,0.371932,0.363181,0.543513,0.409474,0.392381,0.552595,0.417026,0.398081,0.561439,0.424138,0.403764,0.577284,0.437517,0.415064,0.592937,0.450653,0.426239,0.610271,0.464595,0.437994,0.626291,0.479236,0.450533,0.742836,0.594459,0.563882,0.769441,0.625495,0.595356,0.794233,0.654828,0.625383,0.816972,0.682364,0.65382,0.819775,0.685824,0.657037,0.802575,0.662771,0.631599,0.782652,0.638108,0.604939,0.81602,0.66553,0.632079,0.856702,0.71573,0.685147,0.893562,0.761947,0.733821,0.912398,0.786605,0.759519,0.912405,0.788309,0.761107,0.890701,0.762007,0.732723,0.850746,0.713084,0.680964,0.821194,0.669216,0.634542,0.862458,0.719776,0.687551,0.897783,0.764162,0.7341,0.917652,0.789168,0.759733,0.919187,0.791319,0.761371,0.898367,0.764792,0.732829,0.860171,0.717996,0.682748,0.818328,0.665419,0.628695,0.855777,0.713536,0.679409,0.890592,0.758013,0.726622,0.910613,0.783335,0.75315,0.911686,0.784705,0.754184,0.889481,0.755693,0.722544,0.850695,0.70639,0.669784,0.798187,0.644889,0.60994,0.837591,0.695174,0.662403,0.871564,0.738877,0.708728,0.889667,0.762244,0.733556,0.892125,0.76464,0.735863,0.874224,0.739719,0.707874,0.839489,0.69536,0.659527,cluster2
0.307488,0.268198,0.286175,0.365539,0.307343,0.311405,0.42555,0.349885,0.340214,0.465263,0.378867,0.363542,0.486953,0.394869,0.377625,0.505894,0.410881,0.392129,0.530621,0.432575,0.41305,0.374911,0.31545,0.316615,0.428649,0.350979,0.340018,0.470324,0.380266,0.361481,0.489699,0.395241,0.375914,0.504077,0.407814,0.386519,0.527712,0.428267,0.403904,0.552463,0.450068,0.42487,0.43083,0.356527,0.347003,0.472496,0.382922,0.363697,0.493277,0.398134,0.37684,0.503867,0.407085,0.385647,0.511736,0.413728,0.390372,0.536795,0.435965,0.410182,0.564909,0.461336,0.434116,0.471154,0.385651,0.367738,0.487873,0.394883,0.371689,0.513104,0.41519,0.391298,0.553605,0.459877,0.437022,0.58736,0.498437,0.47665,0.605731,0.514334,0.490689,0.618226,0.524633,0.498314,0.485137,0.395189,0.372831,0.511855,0.41619,0.390408,0.566353,0.47205,0.447376,0.624394,0.539022,0.518144,0.673934,0.597753,0.57944,0.714389,0.641176,0.622625,0.719276,0.644603,0.624414,0.50193,0.409114,0.383659,0.553237,0.459821,0.433186,0.621358,0.53342,0.509529,0.683191,0.608041,0.589182,0.742955,0.681262,0.666151,0.791941,0.737354,0.724905,0.803418,0.748537,0.735582,0.562148,0.478288,0.454392,0.625155,0.543148,0.520091,0.69789,0.624743,0.60525,0.771129,0.712927,0.699115,0.840348,0.79821,0.789718,0.861846,0.823867,0.817095,0.856823,0.814318,0.806982,cluster2
0.254583,0.263014,0.269456,0.251464,0.256417,0.263076,0.262149,0.261582,0.267683,0.305923,0.293859,0.296425,0.367292,0.338332,0.343509,0.429369,0.385223,0.392791,0.452399,0.399101,0.408466,0.23555,0.243258,0.257867,0.237711,0.242465,0.255784,0.27188,0.263567,0.269811,0.340794,0.31307,0.3131,0.403631,0.360525,0.364785,0.465689,0.415298,0.423492,0.471977,0.418944,0.426054,0.216229,0.225548,0.246336,0.238601,0.238738,0.252788,0.311151,0.288368,0.289424,0.36346,0.326635,0.328999,0.417683,0.371151,0.377105,0.473695,0.422848,0.429323,0.477366,0.424455,0.42891,0.237075,0.245117,0.262919,0.297458,0.282104,0.284436,0.346945,0.317342,0.316873,0.389462,0.349191,0.35379,0.444383,0.39577,0.401888,0.483024,0.430172,0.435335,0.493452,0.437557,0.441693,0.307293,0.301658,0.316587,0.355507,0.328714,0.330454,0.38676,0.35072,0.35461,0.425385,0.381921,0.388387,0.478933,0.428885,0.434286,0.521285,0.466278,0.469104,0.550134,0.496953,0.500934,0.395572,0.367566,0.372213,0.415232,0.376065,0.376392,0.454477,0.409389,0.411802,0.497375,0.449378,0.453663,0.532286,0.481332,0.486483,0.549711,0.49645,0.501371,0.593605,0.550203,0.55802,0.480876,0.436456,0.432859,0.502796,0.453224,0.447853,0.560908,0.509087,0.505879,0.590817,0.540784,0.540595,0.602736,0.551699,0.55392,0.636851,0.589715,0.594365,0.680802,0.645094,0.652753,cluster3
0.247741,0.232141,0.281861,0.235926,0.216057,0.266734,0.252012,0.229381,0.275442,0.32857,0.302131,0.346794,0.427152,0.400901,0.443322,0.460332,0.426526,0.466872,0.540683,0.506122,0.536891,0.225711,0.218776,0.268463,0.219682,0.208934,0.257187,0.221623,0.208919,0.256717,0.304294,0.284368,0.33341,0.428486,0.408036,0.450473,0.461993,0.437911,0.478099,0.550991,0.525857,0.556566,0.21642,0.213407,0.261998,0.210201,0.204772,0.253389,0.21437,0.203252,0.250874,0.298361,0.281993,0.330059,0.435727,0.42007,0.462865,0.475382,0.460504,0.502442,0.551051,0.531054,0.565213,0.21144,0.209553,0.25975,0.207365,0.202115,0.253968,0.217904,0.2073,0.253351,0.309232,0.292674,0.340653,0.436076,0.422959,0.470169,0.502694,0.492636,0.534337,0.55727,0.540591,0.576508,0.210026,0.207518,0.256696,0.204739,0.199016,0.248921,0.214299,0.203822,0.252014,0.312336,0.295616,0.344505,0.448873,0.435777,0.485331,0.506405,0.497704,0.539193,0.546536,0.531914,0.568874,0.206911,0.204199,0.252247,0.205112,0.199288,0.245952,0.222182,0.209021,0.259732,0.311493,0.297132,0.345662,0.44284,0.431356,0.477604,0.47122,0.461161,0.502684,0.520376,0.507076,0.545023,0.208553,0.20405,0.251889,0.213994,0.204847,0.24895,0.229063,0.21397,0.261324,0.313367,0.298993,0.348292,0.408132,0.397133,0.444176,0.431157,0.420157,0.461875,0.451502,0.441808,0.482472,cluster3
0.123545,0.151934,0.236738,0.13185,0.163869,0.257656,0.180477,0.216591,0.347527,0.314701,0.361131,0.542339,0.41324,0.465057,0.635223,0.467114,0.516959,0.667828,0.487992,0.533772,0.662835,0.122479,0.150771,0.236343,0.118484,0.15195,0.233808,0.162576,0.199438,0.314589,0.309584,0.357961,0.535392,0.402599,0.458934,0.650203,0.453049,0.50793,0.680996,0.477307,0.5292,0.68014,0.12098,0.148774,0.235179,0.119656,0.15106,0.230303,0.141866,0.176034,0.269532,0.289477,0.337175,0.490917,0.403119,0.461264,0.654756,0.426861,0.486064,0.679158,0.444217,0.498904,0.670136,0.11697,0.144394,0.230682,0.118861,0.148876,0.230008,0.143933,0.176444,0.266373,0.257126,0.30033,0.411805,0.383216,0.439784,0.614034,0.425434,0.485386,0.679663,0.409432,0.46577,0.653463,0.115158,0.142199,0.226594,0.117891,0.148362,0.228549,0.145704,0.17806,0.269268,0.257114,0.300004,0.402888,0.343558,0.393126,0.520774,0.39614,0.451174,0.616811,0.393325,0.446664,0.624411,0.114021,0.140519,0.22345,0.117929,0.149482,0.228092,0.149497,0.181126,0.272259,0.247692,0.288349,0.387213,0.320891,0.366661,0.476761,0.339134,0.38401,0.511579,0.338613,0.38374,0.528125,0.115749,0.142634,0.224603,0.119027,0.149518,0.228748,0.153377,0.183862,0.273084,0.233776,0.271737,0.367823,0.280822,0.321232,0.420973,0.28593,0.324589,0.436106,0.280904,0.319515,0.440063,cluster1
0.180294,0.221364,0.370453,0.261211,0.305245,0.526536,0.363604,0.408551,0.674124,0.458941,0.501055,0.764836,0.546703,0.582971,0.817345,0.633102,0.662715,0.851114,0.661127,0.688184,0.86327,0.162828,0.203415,0.334957,0.249634,0.293433,0.503113,0.36921,0.414188,0.683369,0.472421,0.515178,0.791425,0.559764,0.596751,0.840906,0.658382,0.688017,0.874377,0.72857,0.75148,0.888011,0.142943,0.180607,0.288795,0.225179,0.268258,0.457156,0.330795,0.37848,0.659667,0.426174,0.475144,0.80192,0.488043,0.534131,0.845631,0.593706,0.63159,0.875451,0.673019,0.702166,0.885245,0.127092,0.160198,0.247178,0.194669,0.23323,0.385956,0.302057,0.346973,0.59996,0.39931,0.451289,0.796293,0.444821,0.496945,0.851431,0.537177,0.581519,0.871557,0.621977,0.656531,0.879682,0.127888,0.160361,0.245199,0.164113,0.198001,0.314602,0.262793,0.302381,0.508179,0.366385,0.414345,0.72434,0.417992,0.472061,0.834847,0.506958,0.555161,0.871547,0.579231,0.618276,0.874854,0.129924,0.162392,0.246857,0.162314,0.195682,0.307672,0.229624,0.264782,0.432031,0.310873,0.351329,0.597896,0.367156,0.413545,0.719014,0.466618,0.511347,0.801666,0.547515,0.586334,0.844241,0.130083,0.162473,0.246653,0.164172,0.197887,0.309723,0.22136,0.255734,0.413313,0.274928,0.31036,0.515396,0.312869,0.350676,0.59704,0.394754,0.431074,0.664134,0.467751,0.499418,0.707272,cluster3
0.211384,0.221884,0.304841,0.243057,0.258013,0.34575,0.289329,0.309264,0.400977,0.292686,0.31445,0.405046,0.289741,0.313062,0.402216,0.287879,0.312877,0.399891,0.247645,0.268429,0.352163,0.181021,0.196756,0.278934,0.23634,0.256641,0.34203,0.277149,0.302681,0.388778,0.293052,0.321668,0.402813,0.296893,0.327112,0.408803,0.269524,0.300212,0.381717,0.208942,0.232001,0.307971,0.206158,0.225244,0.302065,0.228173,0.251126,0.329905,0.376951,0.407377,0.486687,0.498969,0.533244,0.615998,0.48681,0.521251,0.603182,0.456389,0.488003,0.568738,0.363427,0.385388,0.460326,0.167009,0.188029,0.266249,0.218515,0.241478,0.318705,0.474419,0.508287,0.588504,0.522641,0.560211,0.645796,0.385363,0.422553,0.507575,0.29747,0.331524,0.416656,0.291621,0.314835,0.391487,0.170818,0.190369,0.271563,0.236045,0.259209,0.338274,0.506246,0.54299,0.625471,0.481442,0.52162,0.608812,0.324902,0.364409,0.449713,0.303621,0.338759,0.431349,0.206588,0.22953,0.307249,0.167018,0.188846,0.270074,0.231276,0.256654,0.335418,0.490409,0.526644,0.609353,0.489144,0.528958,0.613746,0.308354,0.344739,0.428611,0.269659,0.299579,0.383424,0.206903,0.226744,0.305065,0.164274,0.187152,0.268966,0.219782,0.245204,0.325696,0.420627,0.454616,0.537862,0.489419,0.524929,0.607718,0.404078,0.436468,0.516859,0.345891,0.374185,0.451649,0.267666,0.286823,0.360776,cluster3
0.281579,0.273087,0.31288,0.325643,0.317651,0.349159,0.343169,0.330291,0.364346,0.352701,0.339382,0.371865,0.343286,0.329354,0.361806,0.350852,0.339367,0.371548,0.341265,0.332407,0.362613,0.277118,0.272569,0.310619,0.336149,0.32808,0.356433,0.359834,0.353216,0.383695,0.372917,0.363,0.391893,0.373751,0.361613,0.39351,0.364243,0.35629,0.38738,0.349207,0.341116,0.37384,0.273787,0.269991,0.305913,0.333944,0.328474,0.354808,0.382739,0.377733,0.406703,0.406492,0.398888,0.426875,0.390701,0.380693,0.413669,0.376186,0.368904,0.401487,0.356507,0.348429,0.380616,0.270236,0.2671,0.302668,0.332687,0.326736,0.354145,0.3976,0.391912,0.420086,0.421129,0.415072,0.44492,0.400194,0.391765,0.425288,0.379189,0.371424,0.404524,0.35808,0.349917,0.380763,0.268292,0.265039,0.301045,0.339982,0.333294,0.361926,0.415732,0.413201,0.441512,0.423816,0.420519,0.452019,0.405595,0.399867,0.433875,0.380006,0.372904,0.405745,0.360435,0.35112,0.379295,0.270627,0.267522,0.303677,0.35123,0.346406,0.374041,0.423753,0.423862,0.452406,0.430801,0.428844,0.46038,0.409632,0.404171,0.438137,0.383952,0.375542,0.409251,0.361105,0.349717,0.379059,0.284952,0.282519,0.317221,0.363258,0.361342,0.390156,0.418039,0.418751,0.447671,0.421226,0.421298,0.452852,0.405803,0.402122,0.435899,0.393405,0.386979,0.417837,0.376868,0.366528,0.393927,cluster3
0.327985,0.300542,0.320365,0.374764,0.338593,0.350935,0.390809,0.35234,0.361979,0.37832,0.341163,0.346191,0.407878,0.364024,0.367426,0.412697,0.370139,0.372853,0.411575,0.371492,0.373428,0.321988,0.297359,0.316631,0.383067,0.350982,0.361025,0.432327,0.400806,0.407173,0.388634,0.356904,0.359846,0.412138,0.371266,0.374755,0.421094,0.379349,0.382449,0.419531,0.379318,0.381061,0.307451,0.287766,0.305066,0.378684,0.347801,0.357535,0.445221,0.41571,0.419845,0.39246,0.362227,0.365933,0.416278,0.378519,0.38415,0.422692,0.383283,0.389665,0.418709,0.381146,0.385627,0.309886,0.293267,0.309066,0.373212,0.344627,0.354192,0.436365,0.408473,0.412206,0.381001,0.351659,0.356756,0.417091,0.381763,0.387513,0.405457,0.370913,0.377633,0.417577,0.386423,0.390751,0.325484,0.310999,0.325216,0.391803,0.366236,0.374248,0.463177,0.44025,0.443121,0.379555,0.3522,0.358287,0.403611,0.372064,0.377635,0.415529,0.385281,0.390861,0.455044,0.426193,0.429856,0.306353,0.294596,0.306887,0.397439,0.375781,0.38159,0.475177,0.454437,0.458145,0.375198,0.349843,0.355957,0.389613,0.360224,0.365463,0.450847,0.422236,0.427572,0.466077,0.437261,0.442508,0.291031,0.280813,0.293541,0.395973,0.376825,0.383102,0.474183,0.456331,0.460923,0.373715,0.352166,0.359286,0.38837,0.36224,0.367947,0.425633,0.400462,0.406408,0.440382,0.413571,0.420677,cluster3
0.362899,0.359944,0.369937,0.364978,0.361906,0.369601,0.372139,0.367673,0.374096,0.385965,0.37903,0.385883,0.389098,0.380557,0.38733,0.393251,0.383911,0.390617,0.399732,0.390703,0.397147,0.371691,0.367645,0.377707,0.370835,0.365788,0.373755,0.377841,0.372062,0.379049,0.392228,0.384572,0.391602,0.398756,0.389658,0.396846,0.401181,0.391539,0.398542,0.413009,0.403496,0.409934,0.368982,0.363968,0.374846,0.370878,0.364982,0.372131,0.380458,0.373171,0.379402,0.392445,0.384093,0.390334,0.400215,0.390513,0.397153,0.403087,0.39282,0.399426,0.417514,0.407167,0.413186,0.366316,0.361404,0.373238,0.372607,0.365821,0.37387,0.38296,0.375502,0.381167,0.393928,0.385361,0.390945,0.40048,0.390829,0.396158,0.403577,0.393559,0.39846,0.421804,0.410335,0.416623,0.366039,0.361183,0.372379,0.369349,0.361292,0.371225,0.385027,0.377633,0.383866,0.393455,0.385241,0.390652,0.400822,0.390903,0.396563,0.405619,0.394546,0.401253,0.42627,0.413566,0.420722,0.377621,0.371,0.382909,0.373815,0.365345,0.376259,0.381551,0.374763,0.382201,0.390856,0.381936,0.387745,0.400581,0.390279,0.394975,0.408831,0.396363,0.404667,0.431765,0.417183,0.426717,0.390518,0.382456,0.395613,0.387255,0.378103,0.390756,0.390392,0.382785,0.391972,0.39382,0.384219,0.39245,0.397801,0.388177,0.395071,0.409783,0.397672,0.407438,0.435134,0.419504,0.43003,cluster3
0.744325,0.624764,0.603281,0.740296,0.618869,0.596114,0.732193,0.608543,0.585292,0.722997,0.595276,0.572171,0.721444,0.588698,0.566401,0.718742,0.582254,0.559479,0.714606,0.573504,0.55192,0.748902,0.629492,0.608801,0.741799,0.61932,0.597843,0.729317,0.603372,0.581125,0.72269,0.594446,0.571267,0.72182,0.591337,0.56732,0.721069,0.587583,0.563906,0.718257,0.579555,0.556872,0.73234,0.612149,0.592886,0.722426,0.601355,0.58129,0.715443,0.59322,0.571414,0.710215,0.584697,0.562111,0.710979,0.582654,0.559491,0.712003,0.578766,0.555107,0.708822,0.571155,0.548049,0.714059,0.594181,0.576381,0.706167,0.587283,0.568662,0.701995,0.58261,0.562797,0.700109,0.577343,0.556408,0.701657,0.574258,0.552022,0.702032,0.570507,0.548013,0.702227,0.565781,0.543115,0.70041,0.581194,0.563856,0.693056,0.573884,0.556098,0.691284,0.572143,0.551933,0.690611,0.567756,0.546193,0.692641,0.56519,0.543325,0.6939,0.561252,0.540694,0.695916,0.559455,0.538378,0.69682,0.578446,0.563081,0.691398,0.572829,0.555869,0.688817,0.569509,0.551325,0.688996,0.565707,0.547543,0.691841,0.563779,0.545497,0.693567,0.56063,0.541997,0.688646,0.554589,0.534224,0.679343,0.56722,0.552831,0.678396,0.564897,0.550212,0.677217,0.561366,0.546703,0.679233,0.558779,0.543772,0.680248,0.555395,0.539321,0.677353,0.548386,0.532192,0.66008,0.530425,0.514763,cluster2
